candidate_id,split,throw_count,yaw_moment_beta_coeff,transition_yaw_moment_beta_coeff,post_stall_yaw_moment_beta_rbf_20_coeff,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg,objective,heldout_strict_gate,train_guard_gate,selection_score,selection_reason
H0037_Cn_beta,train,63,-0.0125,0.0,-0.01870860145,0.3027687912761592,0.5929949573348757,0.2959174657590376,0.2198364921393651,20.041831436089083,6.396626988737138,9.199539128108137,15.363847679117745,False,True,0.03048185147125939,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0037_Cn_beta,heldout,11,-0.0125,0.0,-0.01870860145,0.37969142982862536,0.4709654214329003,0.15105614350979726,0.1371905470799786,15.555880140217516,4.376995394830583,6.412527896861056,10.87850734274458,False,True,0.03048185147125939,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0038_Cn_beta,train,63,-0.0125,0.0,-0.0374172029,0.3208855896033826,0.5936479235770059,0.29497603550101004,0.22014412342761785,18.94662243104956,6.490743651402777,9.015807682491717,15.185190889325108,False,False,0.023151190892397748,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0038_Cn_beta,heldout,11,-0.0125,0.0,-0.0374172029,0.3849891632810016,0.4556167485971262,0.15403813307287892,0.13969033694168215,14.432137976483666,4.618194945632276,6.47417640178351,10.74264614083363,False,False,0.023151190892397748,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0039_Cn_beta,train,63,-0.0125,0.0,-0.05612580435,0.35172964924041394,0.5968447338293112,0.2921254307754271,0.21996730574498247,17.77802733651344,6.525886429691734,8.823692493604337,14.915871219003465,False,False,-0.009472468951383387,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0039_Cn_beta,heldout,11,-0.0125,0.0,-0.05612580435,0.3911437465632,0.4459278591450873,0.1570432459632383,0.1422130480633091,13.77318578139415,4.849109101701626,7.29216067031345,10.705946508047143,False,False,-0.009472468951383387,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0040_Cn_beta,train,63,-0.0125,0.0,-0.0748344058,0.41677680393785244,0.5938820922732458,0.2754583062782156,0.2160356513996414,16.23438886178378,6.535098682538331,8.14577073604194,14.69585456141306,False,False,-0.04457832627044814,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0040_Cn_beta,heldout,11,-0.0125,0.0,-0.0748344058,0.3981426874112579,0.4368462344527922,0.16004611187109619,0.1447374146538211,13.157334534020693,5.061900342465143,8.153754544156724,10.681929376856994,False,False,-0.04457832627044814,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0041_Cn_beta,train,63,-0.0125,0.0,-0.1122516087,0.561302265577862,0.5446992741775737,0.3730059455924379,0.24483027002796223,14.75687358062303,6.645335978330902,9.845037193302643,17.564732398134527,False,False,-0.12350125512377778,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0041_Cn_beta,heldout,11,-0.0125,0.0,-0.1122516087,0.4147420115030593,0.4251939550878577,0.16584484304459046,0.14962028399487792,11.775638450506017,5.437723596371034,10.710994330167704,10.749691072469886,False,False,-0.12350125512377778,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
H0042_Cn_beta,train,63,-0.0125,-0.007337912235,0.0,0.29417449179542554,0.597749514876368,0.2960341430223886,0.2193781563542391,20.97556319365772,6.3119701907942565,9.234368428625112,15.52545109379036,False,True,0.01414645481812521,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0042_Cn_beta,heldout,11,-0.0125,-0.007337912235,0.0,0.37629122519781044,0.48363617169562706,0.14853941936570123,0.13508514487975323,16.70063021180497,4.193923174005784,6.5155008018650316,11.024830357896645,False,True,0.01414645481812521,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0043_Cn_beta,train,63,-0.0125,-0.007337912235,-0.01870860145,0.3065221085530471,0.5936109894314018,0.2956237641501661,0.2198217333342261,19.889952425773313,6.408094509480021,9.222705497659293,15.345421422268059,False,True,0.03413312870656831,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0043_Cn_beta,heldout,11,-0.0125,-0.007337912235,-0.01870860145,0.38088654073417805,0.46871236943187816,0.1514955450352299,0.13756047964171023,15.371680330990632,4.409357080303997,6.376379331269972,10.853892079794598,False,True,0.03413312870656831,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_pass
H0044_Cn_beta,train,63,-0.0125,-0.007337912235,-0.0374172029,0.32790360218482506,0.5958145233434664,0.2943261231379362,0.22003305981755467,18.80547955231986,6.489240872343785,8.922523926156499,15.157400912252575,False,False,0.01839712273086578,blocked:heldout_lateral_not_all_nonworse_with_dy_improved;train_dx_mae_m_degraded
