compact_library_id,library_size_case_id,library_size_human_label,primitive_variant_id,primitive_id,entry_role,controller_id,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,primitive_timing_contract_status,continuation_probability,terminal_useful_probability,hard_failure_risk,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,environment_coverage,runtime_context_conditioning_required,runtime_context_conditioning_version,runtime_context_conditioning_policy,context_conditioning_keys,sample_count,margin_class,prediction_source,claim_status
v53lib_heavy_cluster_61dfcfc784e1,heavy_cluster,heavy clustering and merging,primvar_mild_turn_left_inflight_only_b02ef00792d2,mild_turn_left,inflight_only,lqrta_mild_turn_left_7d1e2f745bc2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0026452898532761,0.0,0.0554999999999999,0.2936618009258431,0.5412690408538663,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_5bcdea73f66a,heavy_cluster,heavy clustering and merging,primvar_mild_turn_right_inflight_only_16409c28fda2,mild_turn_right,inflight_only,lqrta_mild_turn_right_5560019865ea,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0018407039325029,0.0,0.054,0.2935401790190726,0.541249275196928,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_648a5350a4b7,heavy_cluster,heavy clustering and merging,primvar_recovery_terminal_or_recovery_8952a4a8e60b,recovery,terminal_or_recovery,lqrta_recovery_9d7f84175416,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.45,0.05,0.0027610556112259,0.0,0.033,-0.0934401023994864,0.6950410683136773,0.9415396813979342,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_19585cd95a0f,heavy_cluster,heavy clustering and merging,primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_d69cc3ed8444,safe_exit_or_recovery_handoff,terminal_or_recovery,lqrta_safe_exit_or_recovery_handoff_294bca7a91aa,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.45,0.05,0.0017009258090909,0.0,0.028,-0.09345906887898,0.6951085684641575,0.9415396813979342,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_01e5bd3639bb,balanced_cluster,balanced clustering and merging,primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_4a87578c78c0,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0008795544595556,0.0,0.064,0.2938319714483359,0.5400725641009279,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_b203acebde86,balanced_cluster,balanced clustering and merging,primvar_energy_retaining_bank_inflight_only_707a66ab85c6,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_89e1785c3275,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0044477490225172,0.0,0.0554999999999999,0.2925806353062743,0.5435009197089571,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_dd385d0255e4,balanced_cluster,balanced clustering and merging,primvar_energy_retaining_bank_inflight_only_f41bc95c5496,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_75c4472fa1e2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0035272949091325,0.0,0.057,0.292778522220658,0.5436015489233509,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_5f414205db6f,balanced_cluster,balanced clustering and merging,primvar_glide_inflight_only_f252094e5f11,glide,inflight_only,lqrta_glide_a311df02b115,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,0.0025136352048629,0.0,0.0695,0.2926983211990706,0.5455275638829946,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_37d2e1263af0,balanced_cluster,balanced clustering and merging,primvar_glide_inflight_only_ed80404c47ef,glide,inflight_only,lqrta_glide_179a64815f86,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0053377690407394,0.0,0.051,0.2941443038672471,0.5399082911652451,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_2100581911da,balanced_cluster,balanced clustering and merging,primvar_glide_inflight_only_6e5db12749da,glide,inflight_only,lqrta_glide_ab9609c4a806,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.0025565019114466,0.0,0.0605,0.2926477714663669,0.5412541954653832,0.7430390208019473,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_4633bbd3deda,balanced_cluster,balanced clustering and merging,primvar_launch_capture_energy_build_launch_capable_1f0cc86b43a3,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_9c958ca85ece,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382131858347291,0.0,0.006,0.0042965023720533,0.7518528822872511,1.551815993380144,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_ffe41052422c,balanced_cluster,balanced clustering and merging,primvar_launch_capture_energy_build_launch_capable_8e8434622399,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_92bce95d052b,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381061359732411,0.0,0.0045,0.0042965023720533,0.7520191717117487,1.5498523439743177,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_66cc170ba04c,balanced_cluster,balanced clustering and merging,primvar_launch_capture_energy_build_launch_capable_fc7b1f00e7a8,launch_capture_energy_build,launch_capable,lqrta_launch_capture_energy_build_91875bd96491,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384168874161608,0.0,0.001,0.0042965023720533,0.7519156069125564,1.5517466841262066,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_582201d80edb,balanced_cluster,balanced clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_b0585ca92cea,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_3fe233bc87f2,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384212712005143,0.0,0.0055,0.0042965023720533,0.7515676547434765,1.5505374860215535,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_6d0bd5606826,balanced_cluster,balanced clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_b7604014c9d2,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_387ae8fcdf61,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383150509123578,0.0,0.0035,0.0042965023720533,0.7526512619448492,1.55187013141458,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_e5cdce9f442b,balanced_cluster,balanced clustering and merging,primvar_launch_capture_glide_stabilise_launch_capable_a3f2b86c3e60,launch_capture_glide_stabilise,launch_capable,lqrta_launch_capture_glide_stabilise_702a778b3290,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1383010847339411,0.0,0.0034999999999999,0.0042965023720533,0.7517053997358104,1.5488068196701366,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_e98008ceccb2,balanced_cluster,balanced clustering and merging,primvar_launch_capture_lift_seek_launch_capable_cb59518fdafe,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_ab5bc1232e62,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1382695108102716,0.0,0.005,0.0042965023720533,0.7515456084743665,1.5517614317251307,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_126c1954c167,balanced_cluster,balanced clustering and merging,primvar_launch_capture_lift_seek_launch_capable_bf3e231247d5,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_a4b5567c8885,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381853911967631,0.0,0.006,0.0042965023720533,0.7517946406437733,1.5500151605155734,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_c85cdaf2fba8,balanced_cluster,balanced clustering and merging,primvar_launch_capture_lift_seek_launch_capable_cc7b501df58c,launch_capture_lift_seek,launch_capable,lqrta_launch_capture_lift_seek_8f36e88ac881,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1385475050242391,0.0,0.001,0.0042965023720533,0.7524693029510218,1.5510903953966189,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_8ce1b9c0f3ed,balanced_cluster,balanced clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_ed4fb6878563,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_d37c1738e5b4,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1380965937731703,0.0,0.006,0.0042965023720533,0.7515080278143581,1.551671419051894,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_a13c5257c13b,balanced_cluster,balanced clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_998097d7a871,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_ee4b9b782671,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1386658304819758,0.0,0.001,0.0042965023720533,0.7521068979634672,1.551139723385364,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_34e398881efd,balanced_cluster,balanced clustering and merging,primvar_launch_capture_safe_handoff_launch_capable_f603f769e86f,launch_capture_safe_handoff,launch_capable,lqrta_launch_capture_safe_handoff_3dd9bc633dee,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1384563898897309,0.0,0.003,0.0042965023720533,0.7525109255431285,1.5518766335220395,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_3e304d96d1a7,balanced_cluster,balanced clustering and merging,primvar_launch_capture_shallow_left_launch_capable_8dc44c9e222f,launch_capture_shallow_left,launch_capable,lqrta_launch_capture_shallow_left_9e5003002dd0,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1381221231463019,0.0,0.005,0.0042965023720533,0.7521253488382859,1.550908103947036,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_balanced_cluster_ff88d2b3c997,balanced_cluster,balanced clustering and merging,primvar_launch_capture_shallow_left_launch_capable_2054194335f4,launch_capture_shallow_left,launch_capable,lqrta_launch_capture_shallow_left_8424f1251290,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,0.0,0.0,-0.1386375450465314,0.0,0.0015,0.0042965023720533,0.7516786655554791,1.551737362728127,0.0,both_W3_modes_positive_and_hard_failure_rate_within_survival_limit,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
