split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg
train,20260602_231554,C0_neutral,v007,ok,0.2,1.2815569,2.242669926,2.275763035,1.658114517,4.460414117,1.927559495,0.9008601014,-0.1222840608,0.3496179779,-0.8072062332,3.46363533,3.79085939,-0.3272240598,1.376062552,-0.1161842207,1.492246772,1.261733841,1.44914798,-0.1874141393,0.984532049,1.13077147,-0.1462394212,21.021221,2.442526726,-23.05912875,29.90996175,-33.73712609,4.862319647
train,20260602_231554,C0_neutral,v009,ok,0.2,1.2358858,2.35075786,2.336145058,1.579518792,5.10285365,1.476003433,0.845011254,0.1466082777,0.7754533244,-0.4974095457,3.803056219,3.573997884,0.2290583355,0.2673176061,1.473406501,-1.206088894,1.1829042,1.147845982,0.03505821858,0.957130667,0.9287637915,0.02836687547,2.689956346,29.63552189,-22.17003327,18.2395002,-2.516228827,63.57936256
train,20260602_231554,C0_neutral,v010,ok,0.2,1.2245586,2.349018638,2.297876145,1.465755796,5.129168294,1.183212952,1.091199108,-0.1449100783,0.700831395,-0.4356152454,4.007321245,3.841937329,0.1653839167,0.4755703185,0.3660061067,0.1095642118,1.075765869,1.097654103,-0.02188823314,0.8784927642,0.8963671502,-0.01787438604,-4.122776543,10.88381864,-27.71128002,31.03057894,-11.13268023,20.93403
train,20260602_231554,C0_neutral,v011,ok,0.2,1.2930613,2.386662671,2.309773201,1.469789686,4.847115248,2.286661123,1.111189726,-0.3445439753,0.756266735,-0.6523657966,4.039694736,4.219603179,-0.1799084424,1.124141612,0.3157669517,0.8083746607,1.072732022,1.258071274,-0.1853392518,0.8296064711,0.9729401644,-0.1433336933,24.93882558,15.11873119,-19.67270459,28.7890413,-20.88006422,27.33848984
train,20260602_231554,C0_neutral,v012,ok,0.2,1.2203577,2.234142293,2.244416872,1.815958296,4.119017553,2.224190952,1.080036097,0.4057565703,1.109299252,-0.5336162158,2.159774233,2.591284285,-0.4315100519,0.7966726289,1.496272609,-0.6995999806,1.426010387,1.532663831,-0.1066534443,1.168518367,1.255913599,-0.08739523197,13.2856195,10.7760178,-32.1677385,34.86317745,-31.98376824,33.96560174
train,20260602_231554,C0_neutral,v013,ok,0.2,1.2778167,2.315664788,2.119197517,1.689074207,5.195278799,-0.2015477559,1.342309485,0.6713555947,0.9686148565,-0.1663992367,3.012271071,3.243427052,-0.2311559814,-0.5442650327,1.73682656,-2.281091593,1.298153271,1.366687842,-0.06853457139,1.015915093,1.06954921,-0.05363411778,-30.05084012,26.48100765,-20.35694947,17.09390274,10.65751046,64.51196144
train,20260602_231554,C0_neutral,v014,ok,0.2,1.4535684,2.473521689,2.133354932,1.624016404,5.73174307,0.6586927238,1.560408808,0.1257343078,1.20748811,-0.1328670383,3.640864659,3.687924474,-0.04705981473,0.1889323478,1.11119525,-0.9222629017,1.249756201,1.391079968,-0.1413237675,0.8597849271,0.957010326,-0.09722539889,-14.93224191,16.74753441,-23.79662497,30.8109682,-14.27251881,40.52336406
train,20260602_231554,C0_neutral,v015,ok,0.2,1.256677,2.343312887,2.161889393,1.597671115,5.108515438,0.9609784454,1.309319731,0.4449469858,1.271726857,-0.3128870066,3.279977367,3.197969562,0.08200780521,-0.04746510969,1.287386476,-1.334851586,1.209824568,1.322682704,-0.1128581367,0.9627172039,1.052524001,-0.0898067974,7.686667197,24.76322735,-27.707233,22.61723645,13.70642713,55.72754442
train,20260602_231554,C0_neutral,v016,ok,0.2,1.2572028,2.374316019,2.301200961,1.557901835,4.85156793,2.464591369,1.208043138,0.07390426178,0.9775405976,-1.024236721,3.642191261,3.827702895,-0.1855116345,1.294367178,0.6853473986,0.6090197793,1.167467419,1.171651286,-0.004183867391,0.9286229867,0.9319509044,-0.003327917653,26.30093263,21.32943434,-32.13704254,28.90461533,-26.11868441,40.75524834
train,20260602_231554,C0_neutral,v017,ok,0.2,1.0203252,1.813078199,2.306085595,1.825702993,2.487396885,2.128537008,0.6690473795,0.06300699207,0.6720103127,-0.6099148614,2.00843834,1.853825143,0.1546131965,1.392157427,0.7720335491,0.6201238782,1.43531287,1.639027335,-0.2037144644,1.406720985,1.606377393,-0.199656408,-3.095335328,-16.24578696,-29.23887682,31.47471613,-57.26545817,-20.67428632
train,20260602_231554,C0_neutral,v018,ok,0.2,1.1235465,2.2620343,2.282803171,1.385142165,4.580783207,1.672275231,1.33670251,-0.245100803,0.7661751501,-0.2706566351,3.426284459,3.748408715,-0.322124256,1.033460584,-0.06069368123,1.094154266,0.9951000355,1.107074562,-0.1119745267,0.8856776604,0.9853393359,-0.09966167547,17.35259409,3.486445916,-21.10930404,26.91191676,-28.02822461,6.591092725
train,20260602_231554,C0_neutral,v019,ok,0.2,1.2836708,2.642268417,2.032812718,1.683000986,5.993245525,0.869543061,1.831670549,-0.309048586,1.310151233,-0.1520521529,3.389229432,3.858107565,-0.4688781326,0.1004485926,0.1577288701,-0.05728027749,1.294640734,0.6724705894,0.6221701447,1.008545753,0.5238653005,0.4846804529,32.95918988,12.2986518,-32.07340192,38.08578125,10.04773682,17.1022884
train,20260602_231554,C0_neutral,v020,ok,0.2,1.2796128,2.396910437,2.201818708,1.5243798,5.400124908,0.777330152,1.457893973,-0.1339925321,1.126918518,-0.0008981418262,3.657379693,3.804984052,-0.1476043583,0.1456413205,0.3484931829,-0.2028518624,1.127772748,1.060692658,0.0670800907,0.8813390647,0.8289168861,0.05242217857,-8.758756378,10.46016377,-27.43405742,33.48704874,-10.65021848,19.00785594
train,20260602_231554,C0_neutral,v021,ok,0.2,1.3792237,2.524869834,2.120734104,1.496241863,5.89871413,0.6929482196,1.439336817,-0.2320103141,1.082670673,0.05939190375,3.981771982,3.940563266,0.04120871586,-0.06486824686,0.2216729195,-0.2865411664,1.112586926,1.042276617,0.07031030823,0.8066761944,0.7556980186,0.05097817579,-24.18288648,6.200777234,-17.82423759,37.61509816,-10.06715923,11.09799731
train,20260602_231554,C0_neutral,v022,ok,0.2,1.2446786,2.546671019,2.274065526,1.478464439,5.20956279,1.52943601,1.480216636,-0.03333256169,1.028288297,0.04246658408,3.698184148,3.865959745,-0.1677755968,0.3953892719,0.7230459573,-0.3276566854,1.080338736,1.024209173,0.05612956311,0.8679660242,0.8228703962,0.04509562799,-13.61564679,20.5610864,-20.09890386,27.6914728,-14.28267178,38.51898696
train,20260602_231554,C0_neutral,v023,ok,0.2,1.2724477,2.336122438,2.270689679,1.697273676,4.912549219,1.364546623,1.405973335,-0.09984722252,1.335769166,-0.006381087282,3.065187249,2.915715069,0.1494721805,0.1944657913,1.141854528,-0.9473887372,1.299854858,1.382806295,-0.08295143628,1.021538927,1.086729376,-0.06519044852,0.9366787625,24.91662357,-30.18606982,25.32733818,0.6290701928,55.68202677
train,20260602_231554,C0_neutral,v024,ok,0.2,1.2193495,2.477468156,2.122724858,1.375843745,5.476563541,1.570843417,0.946381619,-0.430793917,0.4246673643,0.03855893598,4.125379812,4.837473154,-0.7120933425,0.5144193476,-0.09917991805,0.6135992656,0.6477887958,0.6534256172,-0.005636821397,0.5312576876,0.5358804979,-0.004622810275,13.30959057,-0.6915473594,-5.977123944,28.34536219,-15.43933599,-4.338201049
train,20260602_231554,C0_neutral,v025,ok,0.2,1.2238273,2.288633068,2.07259015,1.764190256,4.81595711,0.8494187337,1.670749585,-0.2775347847,1.313686215,0.09203314039,2.315877299,2.793970788,-0.4780934889,0.1884639388,0.4602820457,-0.2718181069,1.374887486,1.219638893,0.1552485932,1.1234326,0.9965776158,0.1268549845,7.899463251,14.03092469,-22.92334199,36.85272347,-12.73877253,24.97763275
train,20260603_134313,C0_neutral,v001,ok,0.2,0.880258,2.149088188,2.211568469,1.263710345,3.975025983,1.850282262,1.400315792,-0.3173245665,0.8682431521,-0.2722971151,2.694569799,2.934319483,-0.2397496847,0.9137226919,-0.02978687919,0.9435095711,0.8709161736,0.9500485081,-0.07913233452,0.9893873996,1.079284151,-0.08989675132,1.156267434,-0.6829880659,-9.525560471,23.75489402,-19.6381365,1.819334595
train,20260603_134313,C0_neutral,v002,ok,0.2,0.9326699,2.186898232,2.106116972,1.272778374,4.443714099,0.6390344944,1.147405837,-0.05629117691,0.6546736471,-0.02195265173,3.179025309,3.407056335,-0.2280310268,0.2851184725,0.08457408081,0.2005443917,0.8789078449,1.038573035,-0.1596651902,0.9423568241,1.113548357,-0.1711915333,-5.40557297,1.156538442,-10.86139981,18.28036518,-9.013948229,3.798852658
train,20260603_134313,C0_neutral,v003,ok,0.2,0.802422,1.975345859,2.130138095,1.436500425,3.346395413,0.4658080644,1.082012775,-0.08772846224,0.5510609365,0.1284699833,2.249891436,2.162093794,0.08779764177,0.1224374872,0.03695668916,0.08548079803,1.046911636,1.056927496,-0.01001585941,1.304689597,1.317171632,-0.0124820349,2.176984028,2.531016066,-12.15752526,21.05669296,-4.42714637,5.360093552
train,20260603_134313,C0_neutral,v005,ok,0.2,0.8704492,2.095135545,2.170966893,1.413515423,4.003681675,1.093538527,0.9616189022,-0.2348386425,0.4527659723,-0.1995866555,2.664900362,2.93224935,-0.2673489875,0.3443682987,0.1787128009,0.1656554978,1.017728788,0.9849509015,0.03277788697,1.169199522,1.131543232,0.03765628939,-14.49700119,3.310587465,-14.76812189,18.9335537,-9.732013738,8.93353101
train,20260603_134313,C0_neutral,v006,ok,0.2,1.07308,2.324921074,2.30773064,1.33730239,4.819144619,1.642792996,1.200425839,-0.03906885525,1.197942912,-0.109219697,3.498236735,3.380933197,0.117303538,0.2713637407,1.114208509,-0.8428447682,0.9397473877,0.9124975683,0.02724981936,0.8757477427,0.8503537186,0.02539402408,-3.563416733,29.23089661,-21.82528603,18.19574259,-2.281238115,53.20882888
train,20260603_134313,C0_neutral,v007,ok,0.2,1.1302275,2.378645883,2.120306322,1.295569232,5.216896357,1.297660124,1.312165858,-0.1760461718,1.027552693,-0.1716124034,3.597389527,3.89303546,-0.295645933,0.3831417719,0.5105479171,-0.1274061452,0.9014561624,0.8510471608,0.05040900156,0.7975882399,0.7529874833,0.04460075654,10.43769566,20.27922812,-6.5509105,25.07918392,-1.307564565,32.47688189
train,20260603_134313,C0_neutral,v008,ok,0.2,1.0303015,2.240589691,2.102271462,1.341008147,4.787491394,0.8082474732,1.171956633,0.01159096262,0.822900732,0.215575968,3.374760497,3.531220564,-0.1564600672,0.08857089133,0.3921876413,-0.30361675,0.9604820825,0.9226274507,0.03785463174,0.9322339941,0.8954926793,0.03674131479,7.6630518,16.29256924,-18.96350776,22.4562264,1.167887004,25.32667071
train,20260603_134313,C0_neutral,v009,ok,0.2,1.0824289,2.265549039,2.204493937,1.522757691,4.590897931,1.04923155,1.317479527,-0.1342995044,1.073710012,-0.01472010224,2.849876045,3.054688892,-0.2048128471,0.2969823461,0.4816003941,-0.1846180481,1.131066569,1.02953116,0.1015354097,1.044933824,0.9511305173,0.09380330637,15.61104773,20.79853481,-15.25422837,26.74840629,1.538027462,36.06965617
train,20260603_134313,C0_neutral,v010,ok,0.2,0.9635946,2.13048428,2.122030574,1.460194041,4.181687655,0.5400270719,1.177129095,-0.1014502152,0.8296720015,0.3260591306,2.764683146,2.793940924,-0.02925777806,0.07368604374,0.3453014889,-0.2716154452,1.072640845,0.9991647087,0.07347613654,1.113166102,1.036913977,0.07625212567,-2.811439718,14.01741179,-15.4634731,25.10199897,1.053298569,23.9189314
train,20260603_134313,C0_neutral,v011,ok,0.2,0.9981325,2.228080792,2.100164226,1.421985372,4.77196087,0.7908860851,0.9172168828,-0.1408602508,0.4134001011,0.2964685263,3.582301958,3.472971147,0.1093308104,-0.03712613664,0.8409000682,-0.8780262048,1.025304554,0.9415352758,0.08376927817,1.027222893,0.9432968827,0.08392600999,-0.6139885987,23.95830237,-21.60405858,16.00010863,6.702532021,40.04782
train,20260603_134313,C0_neutral,v012,ok,0.2,0.9815462,2.231261031,2.083550991,1.521664558,4.43949705,-0.03790890855,1.321046802,-0.2074563172,0.7937118674,0.57468848,2.587483303,2.826808592,-0.2393252886,-0.1630986785,-0.01345945609,-0.1496392224,1.133438447,0.886359331,0.2470791163,1.154747935,0.903023547,0.2517243878,6.401281876,-1.027223227,-15.66466258,31.72137751,0.788248556,-0.5602487804
train,20260603_134313,C0_neutral,v013,ok,0.2,1.133301,2.232696638,2.133766422,1.514174432,4.840790066,0.8731598478,0.5221300874,-0.2474824205,0.202473792,0.01979304436,3.732073324,4.088381891,-0.3563085674,0.2901708432,0.4979737946,-0.2078029514,1.127170658,0.9169363024,0.2102343558,0.9945907206,0.809084526,0.1855061946,-0.07726395253,14.60906342,-23.1672557,21.85567728,-5.259805108,23.16866256
train,20260603_134313,C0_neutral,v014,ok,0.2,0.922828,2.18990596,2.204785558,1.303933062,4.295190896,1.287834582,0.882882055,-0.1625399734,0.6707980995,-0.04698088048,3.010253896,3.206395777,-0.1961418808,0.08496740353,0.7289845159,-0.6440171124,0.9137097175,1.014661614,-0.1009518968,0.9901191961,1.099513251,-0.1093940548,-6.16990999,18.19163599,-8.527037988,15.46738792,6.667815189,33.70516686
train,20260603_134313,C0_neutral,v015,ok,0.2,0.8154583,2.192229275,2.191425947,1.31235564,4.435696911,-0.1500899573,1.052579261,0.2386403878,0.5589658772,0.6739241977,2.951898632,2.995485194,-0.04358656263,-0.4896460739,0.6118042026,-1.101450277,0.9142453966,0.9500701592,-0.03582476262,1.121143039,1.165075099,-0.04393205958,18.1202276,14.20485737,-6.795724909,13.35561065,13.87400101,24.46871872
train,20260603_134313,C0_neutral,v016,ok,0.2,1.0171254,2.2415405,2.141099325,1.428542278,4.470930789,1.230934907,1.486722644,-0.3972669027,1.024551362,0.09574059835,3.049688393,3.105215674,-0.05552728122,0.5180769903,0.0975874748,0.4204895155,1.03824169,0.9501096314,0.08813205854,1.020760754,0.9341125798,0.0866481739,17.12836239,11.09941864,-22.34062081,29.05766861,-10.03082926,17.4133055
train,20260603_134313,C0_neutral,v017,ok,0.2,1.0394344,2.3347242,2.241171022,1.295133636,4.52677131,2.162204535,1.23692533,-0.4926286181,0.5682857669,-0.0735853694,3.648499933,4.001884912,-0.3533849794,0.7447172712,-0.02703724277,0.7717545139,0.9182029153,1.019693115,-0.1014902002,0.8833678347,0.9810076668,-0.09763983202,10.20616197,5.693553769,-15.01093696,21.64530601,-8.493367821,9.687742519
train,20260603_134313,C0_neutral,v018,ok,0.2,1.0737236,2.272265637,2.186348307,1.382694979,4.821706268,1.220177869,1.009455819,-0.07803250098,0.7356116109,0.2056349737,3.538112064,3.469042305,0.06906975947,-0.05470194,1.299218417,-1.353920357,0.9859847916,1.051430648,-0.06544585634,0.9182854802,0.9792377182,-0.06095223793,-6.834150709,32.67620832,-16.80718415,8.834091337,8.644473117,59.52726922
train,20260603_134313,C0_neutral,v019,ok,0.2,0.8932942,2.134841239,2.206375778,1.329274902,4.329255994,0.9281681922,0.9577665712,-0.09444660882,0.6159524179,0.1641161448,2.959266682,3.107205135,-0.1479384533,0.05413858454,0.5674525673,-0.5133139828,0.938890601,0.9540538926,-0.0151632916,1.051042983,1.068017561,-0.01697457747,-2.841553181,17.92396496,-14.38291376,15.45403201,4.391044899,30.62364649
train,20260603_134313,C0_neutral,v020,ok,0.2,0.9939921999,2.229263738,2.223721562,1.329243597,4.48118295,1.465829213,1.541392997,-0.1526727062,1.134433702,-0.06607780031,3.082553614,3.071607012,0.01094660188,0.6938459469,0.2139458706,0.4799000763,0.9370240662,0.8772781272,0.05974593906,0.9426875445,0.8825804943,0.0601070502,6.889521886,10.68787871,-21.41081304,30.05054041,-15.78095515,19.05726349
train,20260603_134313,C0_neutral,v021,ok,0.2,1.0652791,2.210955797,2.147226105,1.611046892,4.340498924,0.8996235456,1.326837084,-0.2627119364,1.095233683,0.2728778551,2.703673941,2.574481246,0.1291926953,0.1980083928,0.6349674752,-0.4369590825,1.219212685,1.128174663,0.09103802167,1.144500709,1.059041394,0.08545931452,1.988866747,22.74350082,-29.75277501,28.09553281,-2.324411962,41.59054534
train,20260603_134313,C0_neutral,v022,ok,0.2,1.1019012,2.273318147,2.12856829,1.364080644,4.812048805,1.572767463,0.7214377194,-0.5656918394,0.2087883647,-0.1189371864,3.860140874,4.174492911,-0.3143520368,0.182649592,0.07486241252,0.1077871794,0.9675779913,0.9572035194,0.01037447193,0.8780986819,0.8686836164,0.009415065459,19.58903227,12.122797,-8.384625717,23.22680912,5.674332016,15.08907161
train,20260603_134313,C0_neutral,v023,ok,0.2,0.9597013,2.285628317,2.251615786,1.232932061,4.539271378,1.898518513,1.536191902,-0.7060807678,0.934805359,-0.1571680323,3.254036488,3.451111595,-0.197075107,1.024530483,-0.1300610712,1.154591555,0.8428526113,0.859827673,-0.01697506172,0.8782447323,0.8959325918,-0.01768785947,17.27391596,2.119653615,-20.9514875,25.54313281,-19.60289384,4.890610131
train,20260603_134313,C0_neutral,v024,ok,0.2,1.0328115,2.359079048,2.114077431,1.202317986,4.797585299,1.821784665,1.473184879,-0.3970777352,1.181333176,-0.2926568031,3.380125765,3.679510963,-0.299385199,0.4930449765,0.1481717191,0.3448732574,0.8024939309,0.8629343517,-0.0604404208,0.7769994145,0.8355196971,-0.05852028255,19.05047602,13.54968525,-11.58975375,25.83840383,0.2663080916,19.87699585
train,20260603_134313,C0_neutral,v025,ok,0.2,1.1564841,2.409675476,2.061129601,1.433003428,5.213363633,1.057227101,1.569403491,-0.4574955378,1.346558656,-0.1133524914,3.370931947,3.39181881,-0.0208868628,0.05960455591,0.2581259012,-0.1985213452,1.044353124,0.8639885328,0.1803645913,0.9030414893,0.7470820677,0.1559594216,27.9874181,18.73449705,-25.85850117,32.38625276,12.44473172,28.06443478
train,20260603_134313,C0_neutral,v026,ok,0.2,1.2585082,2.4686556,2.036607343,1.186821473,5.991529268,0.1126205873,1.365496724,-0.2907135758,1.064532083,0.7175984587,4.136318051,4.000248908,0.1360691434,-0.5677420843,0.7776513812,-1.345393465,0.7031114362,0.9068446347,-0.2037331985,0.5586864164,0.7205710973,-0.161884681,-16.82314097,18.1277939,-19.31603654,32.01600088,12.21085402,32.41179306
train,20260603_134313,C0_neutral,v027,ok,0.2,1.1193254,2.272199993,2.136705394,1.434775627,4.70605552,0.9097400993,1.330266382,-0.3626252694,1.104585666,0.2571472758,3.136358487,3.103332558,0.03302592897,0.1306662567,0.5430534229,-0.4123871661,1.038139195,1.064568705,-0.02642951067,0.9274686296,0.951080629,-0.0236119994,3.481018347,20.51581446,-10.99486973,27.55564947,1.802550611,36.7048327
train,20260603_134313,C0_neutral,v028,ok,0.2,1.2027901,2.366647374,2.210038199,1.265086318,5.253165178,1.390834132,1.426064198,-0.05659494252,1.212184271,0.003925159198,3.746379359,3.820112817,-0.0737334582,0.3320312026,1.135168704,-0.8031375018,0.8755706736,1.000182711,-0.1246120373,0.7279496843,0.8315521643,-0.10360248,14.36080793,29.32786236,-18.63621887,18.36061243,-2.167759568,54.21078093
train,20260603_134313,C0_neutral,v029,ok,0.2,1.1459101,2.571244821,2.126069086,1.141045647,6.203866717,0.2914683437,1.494735235,-0.292240758,1.202261443,0.5170848837,4.031597253,4.036900313,-0.005303060073,-0.6625765329,1.107180099,-1.769756632,0.3120663505,0.5851876219,-0.2731212715,0.2723305698,0.5106749839,-0.2383444141,-13.08580495,28.90622962,-10.59246846,24.26403368,20.23783066,46.04314497
train,20260603_134313,C0_neutral,v030,ok,0.2,1.1783596,2.369352747,2.200703712,1.411593142,5.29459286,1.107670416,1.204225742,0.1697033925,1.144337841,0.0616313222,4.03293802,3.466112645,0.566825375,-0.3854393115,1.890309211,-2.275748523,1.012392506,1.190275587,-0.1778830811,0.8591541206,1.010112352,-0.1509582313,-2.773240509,40.22350721,-26.44553703,-4.916808894,11.00727344,80.1487532
train,20260603_143411,C0_neutral,v001,ok,0.2,1.0056588,2.350169291,2.136093603,1.313726065,4.575298704,0.8004727812,1.433596082,-0.4195605156,1.139459354,0.2247790257,3.067881922,3.109743054,-0.04186113231,0.4511328155,-0.02714850854,0.478281324,0.9181485882,0.919445177,-0.001296588787,0.9129822045,0.9142714974,-0.001289292936,8.788561303,3.518268773,-16.43266592,29.92080994,-11.02003944,5.6667635
train,20260603_143411,C0_neutral,v002,ok,0.2,0.9591697,2.284375073,2.174503925,1.403738825,4.216752053,0.606257852,1.374399211,-0.1148254849,1.168655768,0.150938658,2.471066546,2.53728005,-0.06621350324,0.007380520661,0.4598781506,-0.4524976299,1.006959898,0.9779133885,0.02904650995,1.04982455,1.019541577,0.03028297281,-3.730538994,17.31498592,-12.60762069,29.12588022,4.694637125,30.21236042
train,20260603_143411,C0_neutral,v003,ok,0.2,1.2101159,2.37199522,2.091479673,1.430172186,5.092908952,1.259123446,1.019408631,-0.1794817325,0.7442429295,-0.2626137527,3.43465976,3.789028134,-0.3543683743,-0.02992353918,0.7942738732,-0.8241974124,1.035832782,1.117867977,-0.08203519525,0.8559781601,0.9237693487,-0.06779118863,19.85069455,26.1999008,-18.8110398,20.92404287,15.82261269,47.16286683
train,20260603_143411,C0_neutral,v004,ok,0.2,0.8071222,2.463491604,2.059931286,1.346480612,3.73681196,-0.3265233624,0.8182719467,0.1169890767,-0.0358942423,0.7516079749,2.537101029,2.698023906,-0.1609228762,-0.7340584796,0.6692581413,-1.403316621,1.088887353,1.220242131,-0.1313547784,1.349098504,1.511843103,-0.1627445985,-2.116584681,17.45442464,-11.22647014,3.568725017,27.00124216,30.48585018
train,20260603_143411,C0_neutral,v006,ok,0.2,0.9289631,2.135856947,2.255951172,1.354988263,4.134121254,1.222619899,1.006669783,-0.2752082625,0.6982219813,0.2631148342,2.922687148,3.128982316,-0.2062951683,0.3895423133,0.3995329206,-0.009990607302,0.9583828358,1.03016613,-0.07178329382,1.031669434,1.108941926,-0.07727249211,19.74459341,12.51143657,-9.84703177,18.69394231,-4.393112529,23.29187801
train,20260603_143411,C0_neutral,v007,ok,0.2,1.0315664,2.238306846,2.099542738,1.357799814,4.303667774,0.4500506901,0.9817764602,0.08217354081,0.6103516601,-0.05154952129,3.48256076,3.098244781,0.384315979,-0.3104779258,0.6490157708,-0.9594936966,0.9595177573,1.136068118,-0.1765503607,0.9301560785,1.101303918,-0.1711478396,-2.716802666,19.77737428,-22.06858339,19.02369969,11.49371068,35.02007053
