case_id,case_type,alpha_deg,beta_deg,speed_m_s,delta_a_deg,delta_e_deg,delta_r_deg,cx_body,cy_body,cz_body,cl_roll,cm_pitch,cn_yaw,cl_lift,cd_drag,valid_local,local_status
case_000314,aileron,4.0,0.0,8.5,-10.0,0.0,0.0,-0.021528677421422192,-0.0180149682049019,-0.34800960867962705,-0.06501344276125814,0.15827404883507232,-0.004623924496262239,0.34566011014249204,0.04575215777581487,True,ok
case_000315,aileron,6.0,0.0,8.5,-10.0,0.0,0.0,-0.007921679843260976,-0.014191316669699661,-0.48905563113130435,-0.051214431439371585,0.20436913387466818,-0.0025017371627860966,0.4855484921927175,0.058998517626768186,True,ok
case_000316,aileron,8.0,0.0,8.5,-10.0,0.0,0.0,0.008184500380744886,-0.009994322190234148,-0.6153606229477986,-0.03606807884765276,0.24397578910182594,0.0009172483537124628,0.6105110379639233,0.07753679671870785,True,ok
case_000317,aileron,10.0,0.0,8.5,-10.0,0.0,0.0,0.02433544484402659,-0.006988110938666957,-0.7209748397328526,-0.025219092554197527,0.2923416480468428,0.004356376558826899,0.7142474175455267,0.10123023230791867,True,ok
case_000318,aileron,12.0,0.0,8.5,-10.0,0.0,0.0,0.028972036723788133,-0.004845060055850013,-0.7638317434196299,-0.017485128534956422,0.3381228178140716,0.007688796867750474,0.7531638123319078,0.13047062106490712,True,ok
case_000319,aileron,-8.0,6.0,8.5,-10.0,0.0,0.0,0.007048748966211264,-0.03573675176313019,0.6034667646023802,-0.0422687124344633,-0.23417080533471593,0.003573229997187505,-0.5981064617301863,0.08031984970848609,True,ok
case_000320,aileron,-6.0,6.0,8.5,-10.0,0.0,0.0,-0.008289393401969372,-0.0399263854275832,0.4759388295646862,-0.05676853048912739,-0.191136734009927,0.005037218846389894,-0.4720669758447035,0.06184888893770912,True,ok
case_000321,aileron,-4.0,6.0,8.5,-10.0,0.0,0.0,-0.020324777482554863,-0.04421383922639801,0.3413756602177158,-0.0719208320459902,-0.14947885837135694,0.005457243325683695,-0.33882953171942193,0.04846851326395192,True,ok
case_000322,aileron,-2.0,6.0,8.5,-10.0,0.0,0.0,-0.02946781106400171,-0.046609639793467855,0.18224512129035383,-0.080399060149267,-0.0848075574304795,0.004803985182049263,-0.18094894546803486,0.040485985499181844,True,ok
case_000323,aileron,0.0,6.0,8.5,-10.0,0.0,0.0,-0.03303875141618345,-0.04722225251978738,0.004084707611880987,-0.08255603741549697,-0.0015245163041689026,0.00380490410257859,-0.004084707611880987,0.037793831166954436,True,ok
case_000324,aileron,2.0,6.0,8.5,-10.0,0.0,0.0,-0.02949321421154229,-0.04668100812861336,-0.17459312390581194,-0.08065660586300369,0.08182661496519218,0.0030282865095027155,0.17330042258149875,0.040253106192932965,True,ok
case_000325,aileron,4.0,6.0,8.5,-10.0,0.0,0.0,-0.020252154735321954,-0.044410542615972076,-0.33521868182365616,-0.0726297934525731,0.14700883217893954,0.003292292875769166,0.3326909679091562,0.047989889075563744,True,ok
case_000326,aileron,6.0,6.0,8.5,-10.0,0.0,0.0,-0.008091848803588389,-0.04018498475097931,-0.4706486647389362,-0.05769591082710321,0.18863104999459743,0.00543238242796515,0.4668230704388512,0.061130590184109976,True,ok
case_000327,aileron,8.0,6.0,8.5,-10.0,0.0,0.0,0.007271008158636409,-0.03594855523872594,-0.5981008972034387,-0.04300847069994876,0.2304343645191107,0.008612738926290215,0.5928197383441756,0.07938040528682994,True,ok
case_000328,aileron,10.0,6.0,8.5,-10.0,0.0,0.0,0.022901665268145726,-0.03240292233557026,-0.7049069501583911,-0.03141128733094192,0.2806840487588271,0.0121068075993858,0.6976545931740762,0.10269209739782013,True,ok
case_000329,aileron,12.0,6.0,8.5,-10.0,0.0,0.0,0.02729927654619576,-0.029277168662646964,-0.7494160374368202,-0.021689821153170922,0.32813709076545405,0.015983110647040662,0.7381860837410377,0.13146265498123746,True,ok
case_000330,aileron,-8.0,-6.0,4.5,10.0,0.0,0.0,0.007048748966211256,0.03573675176313018,0.6034667646023797,0.0422687124344633,-0.23417080533471568,-0.003573229997187512,-0.5981064617301858,0.08031984970848602,True,ok
case_000331,aileron,-6.0,-6.0,4.5,10.0,0.0,0.0,-0.008289393401969368,0.03992638542758322,0.4759388295646865,0.05676853048912741,-0.19113673400992728,-0.005037218846389891,-0.4720669758447038,0.06184888893770916,True,ok
case_000332,aileron,-4.0,-6.0,4.5,10.0,0.0,0.0,-0.02032477748255487,0.04421383922639801,0.341375660217716,0.07192083204599019,-0.14947885837135713,-0.005457243325683692,-0.3388295317194221,0.048468513263951934,True,ok
case_000333,aileron,-2.0,-6.0,4.5,10.0,0.0,0.0,-0.029467811064001703,0.04660963979346783,0.18224512129035397,0.08039906014926694,-0.08480755743047959,-0.004803985182049262,-0.180948945468035,0.04048598549918183,True,ok
case_000334,aileron,0.0,-6.0,4.5,10.0,0.0,0.0,-0.033038751416183405,0.04722225251978741,0.004084707611880991,0.08255603741549697,-0.0015245163041689195,-0.003804904102578592,-0.004084707611880991,0.037793831166954395,True,ok
case_000335,aileron,2.0,-6.0,4.5,10.0,0.0,0.0,-0.029493214211542294,0.04668100812861333,-0.17459312390581191,0.08065660586300365,0.08182661496519218,-0.0030282865095027168,0.17330042258149872,0.040253106192932965,True,ok
case_000336,aileron,4.0,-6.0,4.5,10.0,0.0,0.0,-0.020252154735321957,0.04441054261597206,-0.3352186818236563,0.07262979345257309,0.14700883217893942,-0.003292292875769167,0.3326909679091563,0.04798988907556376,True,ok
case_000337,aileron,6.0,-6.0,4.5,10.0,0.0,0.0,-0.008091848803588384,0.04018498475097933,-0.4706486647389364,0.05769591082710321,0.1886310499945974,-0.005432382427965155,0.4668230704388514,0.06113059018411,True,ok
case_000338,aileron,8.0,-6.0,4.5,10.0,0.0,0.0,0.007271008158636403,0.03594855523872594,-0.5981008972034383,0.04300847069994878,0.2304343645191104,-0.008612738926290206,0.5928197383441751,0.07938040528682988,True,ok
case_000339,aileron,10.0,-6.0,4.5,10.0,0.0,0.0,0.022901665268145726,0.03240292233557028,-0.7049069501583908,0.03141128733094195,0.28068404875882713,-0.012106807599385792,0.6976545931740759,0.10269209739782008,True,ok
case_000340,aileron,12.0,-6.0,4.5,10.0,0.0,0.0,0.02729927654619576,0.029277168662646964,-0.7494160374368204,0.02168982115317091,0.3281370907654544,-0.015983110647040655,0.7381860837410379,0.1314626549812375,True,ok
case_000341,aileron,-8.0,0.0,4.5,10.0,0.0,0.0,0.007956250566359954,0.009785504066868374,0.6206059975488224,0.03531448411706314,-0.24717512331873273,0.00547551267720451,-0.6156735987054436,0.0784928402705111,True,ok
case_000342,aileron,-6.0,0.0,4.5,10.0,0.0,0.0,-0.008090948778206531,0.013933957646201887,0.49440479603626486,0.05028565954519119,-0.20637438216517084,0.0038760791866148943,-0.49085066039098746,0.05972599927605799,True,ok
case_000343,aileron,-4.0,0.0,4.5,10.0,0.0,0.0,-0.0215451387765964,0.01784883811972397,0.3546396524349701,0.06441390305290058,-0.1603303303651783,0.0033858270735401892,-0.3522728551583819,0.046231067505097215,True,ok
case_000344,aileron,-2.0,0.0,4.5,10.0,0.0,0.0,-0.031702185668983335,0.01972843789301186,0.18752320760785451,0.07119710971109909,-0.08851776175611983,0.0038163953747738203,-0.18630258321227056,0.038227339119590906,True,ok
case_000345,aileron,0.0,0.0,4.5,10.0,0.0,0.0,-0.03552424992476814,0.020167008629931628,0.004203170734866753,0.07277984875216703,-0.0010531904721277569,0.004469441133841405,-0.004203170734866753,0.03552424992476814,True,ok
case_000346,aileron,2.0,0.0,4.5,10.0,0.0,0.0,-0.03174858321312933,0.019781660094425276,-0.17951946040943975,0.0713891810212376,0.0863077996113053,0.004950420743273439,0.1783020924294561,0.0379943816506479,True,ok
case_000347,aileron,4.0,0.0,4.5,10.0,0.0,0.0,-0.021528677421422164,0.018014968204901897,-0.348009608679627,0.06501344276125813,0.15827404883507243,0.004623924496262238,0.345660110142492,0.045752157775814845,True,ok
case_000348,aileron,6.0,0.0,4.5,10.0,0.0,0.0,-0.007921679843260988,0.014191316669699664,-0.4890556311313043,0.05121443143937158,0.2043691338746684,0.002501737162786095,0.48554849219271745,0.05899851762676819,True,ok
case_000349,aileron,8.0,0.0,4.5,10.0,0.0,0.0,0.00818450038074489,0.009994322190234151,-0.6153606229477988,0.036068078847652785,0.2439757891018259,-0.000917248353712456,0.6105110379639235,0.07753679671870788,True,ok
case_000350,aileron,10.0,0.0,4.5,10.0,0.0,0.0,0.024335444844026572,0.006988110938666966,-0.720974839732853,0.02521909255419752,0.2923416480468428,-0.004356376558826894,0.7142474175455271,0.10123023230791876,True,ok
case_000351,aileron,12.0,0.0,4.5,10.0,0.0,0.0,0.028972036723788126,0.004845060055850012,-0.76383174341963,0.017485128534956432,0.3381228178140722,-0.007688796867750474,0.7531638123319079,0.13047062106490712,True,ok
case_000352,aileron,-8.0,6.0,4.5,10.0,0.0,0.0,0.01158204401383573,-0.01630017430390364,0.6239226859728964,0.027875114729014425,-0.2554712595849485,0.014433461019147477,-0.6192733836791435,0.07665490730408282,True,ok
case_000353,aileron,-6.0,6.0,4.5,10.0,0.0,0.0,-0.0048213677201520986,-0.012371620696550553,0.5016781357846042,0.04267267302925988,-0.21765971282799368,0.012775872995516252,-0.4983263998939935,0.05821424972211712,True,ok
case_000354,aileron,-4.0,6.0,4.5,10.0,0.0,0.0,-0.01940278247646541,-0.00904171683711173,0.35845765195750856,0.05501032540815532,-0.16690881742997235,0.012211889949459528,-0.35618964839455247,0.04506236668086943,True,ok
case_000355,aileron,-2.0,6.0,4.5,10.0,0.0,0.0,-0.030147859656615386,-0.007663620151575248,0.18781188858386533,0.06015155253946672,-0.09036539013340733,0.012364430832511826,-0.1866302664228361,0.03728414223806832,True,ok
case_000356,aileron,0.0,6.0,4.5,10.0,0.0,0.0,-0.034067088324319234,-0.007368654086950978,0.004208220513007589,0.06126989727798514,-0.0015214148459478753,0.012637823655229174,-0.004208220513007589,0.03465069933804024,True,ok
case_000357,aileron,2.0,6.0,4.5,10.0,0.0,0.0,-0.030207606070065767,-0.007625544617991999,-0.1796931254931428,0.06028897408929874,0.08708529185890716,0.012777877299069831,0.1785144709068778,0.03705775660541906,True,ok
case_000358,aileron,4.0,6.0,4.5,10.0,0.0,0.0,-0.019435165575559826,-0.008910163852307473,-0.3515021743742148,0.055485994291447474,0.16341244215510117,0.012324719174075887,0.3492496507398889,0.04459821122906982,True,ok
case_000359,aileron,6.0,6.0,4.5,10.0,0.0,0.0,-0.0046939057198782455,-0.012131410764885176,-0.49628720109647073,0.043545423925704006,0.21419526442898187,0.01029977017269893,0.4929804752184337,0.057502652449036316,True,ok
case_000360,aileron,8.0,6.0,4.5,10.0,0.0,0.0,0.011826235704683077,-0.016098915511744947,-0.6190005011986432,0.028626039089001597,0.2510506382476848,0.006802985651100753,0.6144351253789068,0.07571209646568652,True,ok
case_000361,aileron,10.0,6.0,4.5,10.0,0.0,0.0,0.02761895296284456,-0.01853190606045251,-0.7189347038032625,0.018647225811338652,0.2943145459404982,0.003492750134714376,0.7125358562592652,0.09904455886409266,True,ok
case_000362,aileron,12.0,6.0,4.5,10.0,0.0,0.0,0.03228318083410299,-0.0196696135405439,-0.7599859275676569,0.01298247068226621,0.3382293078035434,0.0007664589977115482,0.7497644261620733,0.12779566874008463,True,ok
case_000363,aileron,-8.0,-6.0,5.5,10.0,0.0,0.0,0.007048748966211251,0.03573675176313019,0.60346676460238,0.042268712434463306,-0.23417080533471576,-0.003573229997187502,-0.5981064617301861,0.08031984970848607,True,ok
case_000364,aileron,-6.0,-6.0,5.5,10.0,0.0,0.0,-0.008289393401969379,0.0399263854275832,0.47593882956468647,0.05676853048912739,-0.19113673400992715,-0.0050372188463898935,-0.47206697584470375,0.06184888893770916,True,ok
case_000365,aileron,-4.0,-6.0,5.5,10.0,0.0,0.0,-0.020324777482554863,0.044213839226398016,0.34137566021771604,0.07192083204599022,-0.14947885837135716,-0.005457243325683688,-0.33882953171942215,0.048468513263951934,True,ok
case_000366,aileron,-2.0,-6.0,5.5,10.0,0.0,0.0,-0.029467811064001717,0.046609639793467855,0.18224512129035392,0.08039906014926698,-0.0848075574304796,-0.004803985182049262,-0.18094894546803494,0.04048598549918185,True,ok
case_000367,aileron,0.0,-6.0,5.5,10.0,0.0,0.0,-0.03303875141618342,0.04722225251978741,0.004084707611881048,0.082556037415497,-0.0015245163041689306,-0.0038049041025785897,-0.004084707611881048,0.03779383116695441,True,ok
case_000368,aileron,2.0,-6.0,5.5,10.0,0.0,0.0,-0.029493214211542308,0.04668100812861336,-0.17459312390581191,0.08065660586300367,0.08182661496519222,-0.0030282865095027155,0.17330042258149872,0.040253106192932986,True,ok
case_000369,aileron,4.0,-6.0,5.5,10.0,0.0,0.0,-0.02025215473532196,0.04441054261597207,-0.3352186818236563,0.0726297934525731,0.14700883217893948,-0.0032922928757691647,0.3326909679091563,0.04798988907556376,True,ok
case_000370,aileron,6.0,-6.0,5.5,10.0,0.0,0.0,-0.008091848803588387,0.04018498475097932,-0.47064866473893635,0.057695910827103215,0.18863104999459734,-0.005432382427965148,0.46682307043885135,0.06113059018410999,True,ok
case_000371,aileron,8.0,-6.0,5.5,10.0,0.0,0.0,0.0072710081586364,0.03594855523872594,-0.5981008972034386,0.043008470699948766,0.23043436451911042,-0.008612738926290218,0.5928197383441755,0.07938040528682994,True,ok
case_000372,aileron,10.0,-6.0,5.5,10.0,0.0,0.0,0.022901665268145726,0.03240292233557028,-0.7049069501583911,0.03141128733094197,0.28068404875882713,-0.012106807599385792,0.6976545931740762,0.10269209739782013,True,ok
case_000373,aileron,12.0,-6.0,5.5,10.0,0.0,0.0,0.027299276546195756,0.029277168662646968,-0.7494160374368204,0.021689821153170946,0.32813709076545455,-0.015983110647040655,0.7381860837410379,0.1314626549812375,True,ok
case_000374,aileron,-8.0,0.0,5.5,10.0,0.0,0.0,0.007956250566359952,0.009785504066868378,0.6206059975488223,0.03531448411706315,-0.24717512331873273,0.005475512677204507,-0.6156735987054435,0.07849284027051108,True,ok
case_000375,aileron,-6.0,0.0,5.5,10.0,0.0,0.0,-0.008090948778206519,0.013933957646201886,0.4944047960362651,0.050285659545191194,-0.20637438216517076,0.003876079186614889,-0.4908506603909877,0.059725999276058,True,ok
case_000376,aileron,-4.0,0.0,5.5,10.0,0.0,0.0,-0.021545138776596407,0.017848838119723966,0.35463965243497003,0.06441390305290053,-0.16033033036517802,0.0033858270735401884,-0.35227285515838186,0.046231067505097215,True,ok
case_000377,aileron,-2.0,0.0,5.5,10.0,0.0,0.0,-0.03170218566898333,0.01972843789301186,0.1875232076078544,0.07119710971109909,-0.08851776175611989,0.0038163953747738194,-0.18630258321227045,0.0382273391195909,True,ok
case_000378,aileron,0.0,0.0,5.5,10.0,0.0,0.0,-0.03552424992476813,0.020167008629931624,0.00420317073486668,0.07277984875216705,-0.0010531904721277072,0.004469441133841405,-0.00420317073486668,0.03552424992476813,True,ok
case_000379,aileron,2.0,0.0,5.5,10.0,0.0,0.0,-0.03174858321312932,0.019781660094425276,-0.17951946040943975,0.07138918102123762,0.08630779961130515,0.004950420743273438,0.1783020924294561,0.037994381650647883,True,ok
case_000380,aileron,4.0,0.0,5.5,10.0,0.0,0.0,-0.021528677421422164,0.01801496820490189,-0.348009608679627,0.06501344276125809,0.15827404883507243,0.004623924496262238,0.345660110142492,0.045752157775814845,True,ok
case_000381,aileron,6.0,0.0,5.5,10.0,0.0,0.0,-0.007921679843260983,0.014191316669699666,-0.48905563113130435,0.05121443143937159,0.20436913387466854,0.002501737162786099,0.4855484921927175,0.05899851762676819,True,ok
case_000382,aileron,8.0,0.0,5.5,10.0,0.0,0.0,0.008184500380744888,0.009994322190234151,-0.6153606229477988,0.036068078847652806,0.2439757891018261,-0.0009172483537124541,0.6105110379639235,0.07753679671870789,True,ok
case_000383,aileron,10.0,0.0,5.5,10.0,0.0,0.0,0.02433544484402658,0.006988110938666963,-0.7209748397328529,0.02521909255419752,0.2923416480468429,-0.004356376558826896,0.714247417545527,0.10123023230791872,True,ok
case_000384,aileron,12.0,0.0,5.5,10.0,0.0,0.0,0.0289720367237881,0.004845060055850008,-0.7638317434196299,0.017485128534956425,0.33812281781407183,-0.0076887968677504725,0.7531638123319078,0.13047062106490714,True,ok
case_000385,aileron,-8.0,6.0,5.5,10.0,0.0,0.0,0.011582044013835727,-0.01630017430390365,0.6239226859728966,0.02787511472901437,-0.25547125958494843,0.014433461019147477,-0.6192733836791438,0.07665490730408286,True,ok
case_000386,aileron,-6.0,6.0,5.5,10.0,0.0,0.0,-0.004821367720152114,-0.012371620696550543,0.5016781357846039,0.042672673029259915,-0.21765971282799387,0.012775872995516246,-0.4983263998939932,0.0582142497221171,True,ok
case_000387,aileron,-4.0,6.0,5.5,10.0,0.0,0.0,-0.019402782476465402,-0.009041716837111727,0.3584576519575087,0.05501032540815532,-0.16690881742997232,0.012211889949459527,-0.35618964839455264,0.04506236668086944,True,ok
case_000388,aileron,-2.0,6.0,5.5,10.0,0.0,0.0,-0.0301478596566154,-0.007663620151575242,0.18781188858386522,0.06015155253946673,-0.09036539013340725,0.012364430832511826,-0.18663026642283598,0.037284142238068335,True,ok
case_000389,aileron,0.0,6.0,5.5,10.0,0.0,0.0,-0.03406708832431925,-0.0073686540869509695,0.004208220513007597,0.061269897277985166,-0.0015214148459478654,0.012637823655229172,-0.004208220513007597,0.034650699338040256,True,ok
case_000390,aileron,2.0,6.0,5.5,10.0,0.0,0.0,-0.03020760607006578,-0.007625544617991999,-0.17969312549314273,0.06028897408929875,0.08708529185890715,0.012777877299069835,0.17851447090687772,0.03705775660541907,True,ok
case_000391,aileron,4.0,6.0,5.5,10.0,0.0,0.0,-0.019435165575559826,-0.008910163852307475,-0.35150217437421494,0.055485994291447474,0.1634124421551014,0.012324719174075884,0.349249650739889,0.04459821122906982,True,ok
case_000392,aileron,6.0,6.0,5.5,10.0,0.0,0.0,-0.004693905719878264,-0.012131410764885168,-0.49628720109647073,0.04354542392570405,0.21419526442898193,0.010299770172698928,0.4929804752184337,0.05750265244903634,True,ok
case_000393,aileron,8.0,6.0,5.5,10.0,0.0,0.0,0.011826235704683078,-0.01609891551174495,-0.6190005011986436,0.02862603908900157,0.25105063824768464,0.006802985651100752,0.6144351253789071,0.07571209646568657,True,ok
case_000394,aileron,10.0,6.0,5.5,10.0,0.0,0.0,0.027618952962844525,-0.018531906060452515,-0.7189347038032629,0.01864722581133861,0.29431454594049816,0.0034927501347143675,0.7125358562592655,0.09904455886409276,True,ok
case_000395,aileron,12.0,6.0,5.5,10.0,0.0,0.0,0.03228318083410299,-0.019669613540543904,-0.759985927567657,0.012982470682266186,0.3382293078035436,0.0007664589977115476,0.7497644261620734,0.1277956687400847,True,ok
case_000396,aileron,-8.0,-6.0,6.5,10.0,0.0,0.0,0.007048748966211251,0.035736751763130174,0.60346676460238,0.042268712434463285,-0.23417080533471576,-0.0035732299971875004,-0.5981064617301861,0.08031984970848607,True,ok
case_000397,aileron,-6.0,-6.0,6.5,10.0,0.0,0.0,-0.008289393401969367,0.0399263854275832,0.47593882956468664,0.056768530489127396,-0.19113673400992734,-0.005037218846389891,-0.4720669758447039,0.06184888893770916,True,ok
case_000398,aileron,-4.0,-6.0,6.5,10.0,0.0,0.0,-0.020324777482554884,0.04421383922639804,0.34137566021771604,0.07192083204599024,-0.14947885837135721,-0.005457243325683688,-0.33882953171942215,0.04846851326395195,True,ok
case_000399,aileron,-2.0,-6.0,6.5,10.0,0.0,0.0,-0.029467811064001728,0.046609639793467855,0.18224512129035403,0.08039906014926697,-0.08480755743047955,-0.004803985182049266,-0.18094894546803506,0.040485985499181865,True,ok
case_000400,aileron,0.0,-6.0,6.5,10.0,0.0,0.0,-0.03303875141618343,0.04722225251978739,0.004084707611881005,0.08255603741549698,-0.0015245163041689355,-0.003804904102578586,-0.004084707611881005,0.03779383116695442,True,ok
case_000401,aileron,2.0,-6.0,6.5,10.0,0.0,0.0,-0.02949321421154233,0.04668100812861336,-0.174593123905812,0.08065660586300367,0.08182661496519222,-0.0030282865095027194,0.1733004225814988,0.040253106192933014,True,ok
case_000402,aileron,4.0,-6.0,6.5,10.0,0.0,0.0,-0.020252154735321985,0.04441054261597208,-0.3352186818236564,0.07262979345257313,0.14700883217893954,-0.003292292875769169,0.3326909679091564,0.047989889075563785,True,ok
case_000403,aileron,6.0,-6.0,6.5,10.0,0.0,0.0,-0.008091848803588389,0.04018498475097932,-0.47064866473893663,0.0576959108271032,0.1886310499945975,-0.005432382427965149,0.46682307043885163,0.06113059018411003,True,ok
case_000404,aileron,8.0,-6.0,6.5,10.0,0.0,0.0,0.007271008158636402,0.035948555238725935,-0.5981008972034386,0.04300847069994875,0.23043436451911045,-0.008612738926290215,0.5928197383441755,0.07938040528682994,True,ok
case_000405,aileron,10.0,-6.0,6.5,10.0,0.0,0.0,0.022901665268145743,0.03240292233557028,-0.7049069501583909,0.031411287330941964,0.2806840487588272,-0.012106807599385792,0.697654593174076,0.10269209739782009,True,ok
case_000406,aileron,12.0,-6.0,6.5,10.0,0.0,0.0,0.02729927654619575,0.02927716866264696,-0.7494160374368203,0.021689821153170898,0.3281370907654544,-0.01598311064704066,0.7381860837410378,0.1314626549812375,True,ok
case_000407,aileron,-8.0,0.0,6.5,10.0,0.0,0.0,0.007956250566359964,0.00978550406686837,0.6206059975488223,0.03531448411706314,-0.24717512331873273,0.00547551267720451,-0.6156735987054435,0.07849284027051107,True,ok
case_000408,aileron,-6.0,0.0,6.5,10.0,0.0,0.0,-0.008090948778206531,0.013933957646201886,0.4944047960362655,0.050285659545191215,-0.2063743821651708,0.0038760791866148943,-0.4908506603909881,0.05972599927605806,True,ok
case_000409,aileron,-4.0,0.0,6.5,10.0,0.0,0.0,-0.021545138776596424,0.017848838119723973,0.35463965243497025,0.06441390305290053,-0.16033033036517821,0.003385827073540189,-0.3522728551583821,0.04623106750509725,True,ok
case_000410,aileron,-2.0,0.0,6.5,10.0,0.0,0.0,-0.03170218566898331,0.01972843789301187,0.18752320760785454,0.07119710971109913,-0.08851776175611989,0.0038163953747738185,-0.18630258321227058,0.03822733911959088,True,ok
case_000411,aileron,0.0,0.0,6.5,10.0,0.0,0.0,-0.035524249924768145,0.020167008629931628,0.0042031707348667065,0.07277984875216705,-0.001053190472127723,0.004469441133841404,-0.0042031707348667065,0.035524249924768145,True,ok
case_000412,aileron,2.0,0.0,6.5,10.0,0.0,0.0,-0.0317485832131293,0.019781660094425283,-0.17951946040943983,0.07138918102123765,0.0863077996113052,0.004950420743273442,0.1783020924294562,0.03799438165064787,True,ok
case_000413,aileron,4.0,0.0,6.5,10.0,0.0,0.0,-0.021528677421422185,0.0180149682049019,-0.3480096086796272,0.0650134427612581,0.15827404883507235,0.0046239244962622385,0.3456601101424922,0.045752157775814886,True,ok
case_000414,aileron,6.0,0.0,6.5,10.0,0.0,0.0,-0.007921679843260991,0.014191316669699666,-0.4890556311313046,0.0512144314393716,0.20436913387466862,0.0025017371627860953,0.4855484921927178,0.05899851762676823,True,ok
case_000415,aileron,8.0,0.0,6.5,10.0,0.0,0.0,0.008184500380744886,0.009994322190234146,-0.6153606229477988,0.03606807884765278,0.24397578910182618,-0.0009172483537124614,0.6105110379639235,0.07753679671870789,True,ok
case_000416,aileron,10.0,0.0,6.5,10.0,0.0,0.0,0.024335444844026558,0.006988110938666967,-0.7209748397328529,0.025219092554197527,0.2923416480468428,-0.0043563765588268966,0.714247417545527,0.10123023230791875,True,ok
case_000417,aileron,12.0,0.0,6.5,10.0,0.0,0.0,0.028972036723788123,0.004845060055850006,-0.7638317434196298,0.01748512853495642,0.33812281781407183,-0.007688796867750471,0.7531638123319077,0.1304706210649071,True,ok
case_000418,aileron,-8.0,6.0,6.5,10.0,0.0,0.0,0.011582044013835726,-0.016300174303903642,0.6239226859728965,0.027875114729014397,-0.2554712595849485,0.014433461019147473,-0.6192733836791436,0.07665490730408285,True,ok
case_000419,aileron,-6.0,6.0,6.5,10.0,0.0,0.0,-0.004821367720152118,-0.01237162069655053,0.5016781357846043,0.04267267302925992,-0.21765971282799385,0.012775872995516246,-0.49832639989399363,0.05821424972211715,True,ok
case_000420,aileron,-4.0,6.0,6.5,10.0,0.0,0.0,-0.019402782476465416,-0.009041716837111743,0.3584576519575088,0.05501032540815532,-0.16690881742997243,0.012211889949459527,-0.3561896483945527,0.04506236668086946,True,ok
case_000421,aileron,-2.0,6.0,6.5,10.0,0.0,0.0,-0.030147859656615417,-0.007663620151575256,0.18781188858386536,0.06015155253946673,-0.09036539013340715,0.012364430832511833,-0.18663026642283612,0.037284142238068356,True,ok
case_000422,aileron,0.0,6.0,6.5,10.0,0.0,0.0,-0.03406708832431927,-0.007368654086950964,0.004208220513007566,0.06126989727798515,-0.0015214148459478287,0.012637823655229174,-0.004208220513007566,0.034650699338040276,True,ok
case_000423,aileron,2.0,6.0,6.5,10.0,0.0,0.0,-0.0302076060700658,-0.007625544617992009,-0.1796931254931428,0.060288974089298744,0.08708529185890712,0.012777877299069838,0.1785144709068778,0.037057756605419094,True,ok
case_000424,aileron,4.0,6.0,6.5,10.0,0.0,0.0,-0.019435165575559844,-0.008910163852307485,-0.35150217437421494,0.05548599429144745,0.1634124421551012,0.012324719174075887,0.349249650739889,0.04459821122906984,True,ok
case_000425,aileron,6.0,6.0,6.5,10.0,0.0,0.0,-0.004693905719878266,-0.01213141076488516,-0.496287201096471,0.04354542392570405,0.21419526442898199,0.010299770172698926,0.49298047521843397,0.057502652449036365,True,ok
case_000426,aileron,8.0,6.0,6.5,10.0,0.0,0.0,0.011826235704683085,-0.01609891551174495,-0.6190005011986435,0.02862603908900157,0.2510506382476847,0.006802985651100749,0.614435125378907,0.07571209646568655,True,ok
case_000427,aileron,10.0,6.0,6.5,10.0,0.0,0.0,0.027618952962844542,-0.018531906060452498,-0.718934703803263,0.018647225811338652,0.29431454594049805,0.003492750134714376,0.7125358562592655,0.09904455886409277,True,ok
case_000428,aileron,12.0,6.0,6.5,10.0,0.0,0.0,0.032283180834102955,-0.019669613540543897,-0.759985927567657,0.012982470682266226,0.3382293078035435,0.0007664589977115433,0.7497644261620734,0.12779566874008472,True,ok
case_000429,aileron,-8.0,-6.0,7.5,10.0,0.0,0.0,0.007048748966211254,0.03573675176313019,0.6034667646023798,0.042268712434463285,-0.2341708053347158,-0.0035732299971875064,-0.5981064617301859,0.08031984970848603,True,ok
case_000430,aileron,-6.0,-6.0,7.5,10.0,0.0,0.0,-0.008289393401969377,0.03992638542758321,0.47593882956468636,0.056768530489127396,-0.19113673400992742,-0.005037218846389893,-0.47206697584470364,0.061848888937709144,True,ok
case_000431,aileron,-4.0,-6.0,7.5,10.0,0.0,0.0,-0.020324777482554877,0.04421383922639801,0.34137566021771637,0.0719208320459902,-0.14947885837135708,-0.005457243325683689,-0.3388295317194225,0.04846851326395197,True,ok
case_000432,aileron,-2.0,-6.0,7.5,10.0,0.0,0.0,-0.02946781106400173,0.04660963979346785,0.18224512129035408,0.080399060149267,-0.08480755743047964,-0.004803985182049259,-0.1809489454680351,0.04048598549918187,True,ok
case_000433,aileron,0.0,-6.0,7.5,10.0,0.0,0.0,-0.03303875141618344,0.04722225251978739,0.0040847076118809755,0.082556037415497,-0.0015245163041689162,-0.003804904102578585,-0.0040847076118809755,0.03779383116695443,True,ok
case_000434,aileron,2.0,-6.0,7.5,10.0,0.0,0.0,-0.029493214211542308,0.04668100812861335,-0.17459312390581205,0.08065660586300369,0.08182661496519224,-0.003028286509502715,0.17330042258149886,0.04025310619293299,True,ok
