source_rollout_id,rollout_id,source_outcome_class,w2_outcome_class,source_reuse_count
r646_c00003_00814,w2_r648_000937,failed,failed,1
r646_c00013_00601,w2_r648_000938,rejected,rejected,1
r646_c00073_00019,w2_r648_000939,rejected,rejected,1
r646_c00008_00063,w2_r648_000940,accepted,accepted,1
r646_c00008_00073,w2_r648_000941,accepted,failed,1
r646_c00033_00162,w2_r648_000942,weak,failed,1
r646_c00018_00614,w2_r648_000943,weak,failed,1
r646_c00018_00160,w2_r648_000944,boundary_terminal,boundary_terminal,1
r646_c00003_00255,w2_r648_000945,boundary_terminal,boundary_terminal,1
r646_c00003_00423,w2_r648_000946,failed,failed,1
r646_c00003_00815,w2_r648_000947,failed,failed,1
r646_c00013_00660,w2_r648_000948,rejected,rejected,1
r646_c00073_00138,w2_r648_000949,rejected,rejected,1
r646_c00008_00101,w2_r648_000950,accepted,accepted,1
r646_c00008_00090,w2_r648_000951,accepted,weak,1
r646_c00033_00207,w2_r648_000952,weak,weak,1
r646_c00018_00633,w2_r648_000953,weak,accepted,1
r646_c00018_00226,w2_r648_000954,boundary_terminal,boundary_terminal,1
r646_c00003_00256,w2_r648_000955,boundary_terminal,boundary_terminal,1
r646_c00003_00424,w2_r648_000956,failed,failed,1
r646_c00003_00830,w2_r648_000957,failed,accepted,1
r646_c00013_00661,w2_r648_000958,rejected,rejected,1
r646_c00073_00238,w2_r648_000959,rejected,rejected,1
r646_c00008_00122,w2_r648_000960,accepted,accepted,1
r646_c00008_00093,w2_r648_000961,accepted,boundary_terminal,1
r646_c00033_00267,w2_r648_000962,weak,weak,1
r646_c00018_00653,w2_r648_000963,weak,failed,1
r646_c00018_00227,w2_r648_000964,boundary_terminal,boundary_terminal,1
r646_c00003_00257,w2_r648_000965,boundary_terminal,boundary_terminal,1
r646_c00003_00425,w2_r648_000966,failed,failed,1
r646_c00003_00834,w2_r648_000967,failed,failed,1
r646_c00013_00662,w2_r648_000968,rejected,rejected,1
r646_c00073_00338,w2_r648_000969,rejected,rejected,1
r646_c00008_00127,w2_r648_000970,accepted,failed,1
r646_c00008_00095,w2_r648_000971,accepted,accepted,1
r646_c00033_00280,w2_r648_000972,weak,failed,1
r646_c00018_00717,w2_r648_000973,weak,failed,1
r646_c00018_00246,w2_r648_000974,boundary_terminal,failed,1
r646_c00003_00258,w2_r648_000975,boundary_terminal,boundary_terminal,1
r646_c00003_00426,w2_r648_000976,failed,accepted,1
r646_c00003_00835,w2_r648_000977,failed,failed,1
r646_c00013_00664,w2_r648_000978,rejected,rejected,1
r646_c00073_00738,w2_r648_000979,rejected,rejected,1
r646_c00008_00142,w2_r648_000980,accepted,accepted,1
r646_c00008_00108,w2_r648_000981,accepted,accepted,1
r646_c00033_00281,w2_r648_000982,weak,failed,1
r646_c00018_00732,w2_r648_000983,weak,accepted,1
r646_c00018_00262,w2_r648_000984,boundary_terminal,rejected,1
r646_c00003_00259,w2_r648_000985,boundary_terminal,boundary_terminal,1
r646_c00003_00427,w2_r648_000986,failed,accepted,1
r646_c00003_00854,w2_r648_000987,failed,failed,1
r646_c00013_00665,w2_r648_000988,rejected,rejected,1
r646_c00073_00739,w2_r648_000989,rejected,rejected,1
r646_c00008_00143,w2_r648_000990,accepted,accepted,1
r646_c00008_00111,w2_r648_000991,accepted,failed,1
r646_c00033_00305,w2_r648_000992,weak,failed,1
r646_c00018_00839,w2_r648_000993,weak,failed,1
r646_c00018_00502,w2_r648_000994,boundary_terminal,rejected,1
r646_c00003_00268,w2_r648_000995,boundary_terminal,boundary_terminal,1
r646_c00003_00446,w2_r648_000996,failed,failed,1
r646_c00003_00871,w2_r648_000997,failed,accepted,1
r646_c00013_00666,w2_r648_000998,rejected,rejected,1
r646_c00078_00098,w2_r648_000999,rejected,rejected,1
