split,session_label,case_id,throw_id,residual_status,sample_index,t_since_alignment_s,regime,speed_m_s,q_bar_pa,alpha_deg,q_rad_s,q_hat,post_stall_activation,theta_deg,z_m,cx_required,cx_model,cx_residual,cz_required,cz_model,cz_residual,cl_required,cl_model,cl_residual,cd_required,cd_model,cd_residual,cm_required,cm_model,cm_residual,pitch_moment_required_n_m,pitch_moment_model_n_m,pitch_moment_residual_n_m,force_residual_norm_n,angular_accel_q_rad_s2
train,20260604_151619,C0_neutral,v001,ok,58,0.2875846,post_stall,3.493943631,7.477180783,22.52995465,0.5857694537,0.0138313565,1,26.221976,1.516395613,-0.03342708849,-0.04567345997,0.01224637148,-1.357356281,-1.010199532,-0.3471567484,1.240953812,0.9155998988,0.3253539131,0.5509692182,0.4292621401,0.1217070781,-0.1023775047,-0.08581459209,-0.01656291266,-0.01592222176,-0.01334628119,-0.002575940574,0.4044892065,-6.89352019
train,20260604_151619,C0_neutral,v001,ok,59,0.2937174,post_stall,3.474249572,7.393126178,22.68672917,0.5234695331,0.0124303783,1,26.27876151,1.51735616,-0.02772294172,-0.04502984894,0.01730690722,-1.361259736,-1.01628768,-0.3449720564,1.24524307,0.9202872401,0.3249558299,0.5506054189,0.4335201621,0.1170852568,-0.107884501,-0.07845718688,-0.02942731414,-0.0165900778,-0.01206485475,-0.004525223052,0.3896979726,-7.196879667
train,20260604_151619,C0_neutral,v001,ok,60,0.300237,post_stall,3.450969445,7.294378942,22.70119759,0.4367050366,0.0104400129,1,26.27631187,1.518396451,-0.01970329351,-0.04480855884,0.02510526532,-1.350762778,-1.018343244,-0.3324195346,1.238515217,0.9221594585,0.3163557586,0.539470444,0.4343416881,0.1051287559,-0.1057269827,-0.06732129647,-0.03840568618,-0.01604114654,-0.01021414548,-0.005827001058,0.3631498676,-7.011803901
train,20260604_151619,C0_neutral,v001,ok,61,0.3063041,post_stall,3.426857639,7.192803883,22.96773559,0.4084796431,0.009833956967,1,26.35034621,1.519190688,-0.01768658843,-0.04396734244,0.02628075401,-1.360233117,-1.029875943,-0.3303571746,1.245498746,0.9310756397,0.3144231066,0.5470647328,0.4423525042,0.1047122286,-0.1040009448,-0.06374650542,-0.04025443937,-0.0155595399,-0.009537089272,-0.006022450632,0.3442347804,-6.864266004
train,20260604_151619,C0_neutral,v001,ok,62,0.3123177,post_stall,3.404844898,7.100693376,23.39896024,0.4064202098,0.009847634274,1,26.46234067,1.519758801,-0.01931926088,-0.04269868281,0.02337942193,-1.404193752,-1.047487368,-0.3567063842,1.281043149,0.9443869454,0.3366562036,0.5753796802,0.4551771741,0.1202025061,-0.1136495968,-0.06357772519,-0.05007187162,-0.01678533084,-0.009390030244,-0.007395300594,0.3556204712,-7.406929583
train,20260604_151619,C0_neutral,v001,ok,63,0.3181546,post_stall,3.363047427,6.927428896,23.76981358,0.3164896271,0.007763909016,1,26.52157,1.521080184,-0.0285780428,-0.04149926605,0.01292122326,-1.411544999,-1.065047968,-0.3464970309,1.280287914,0.9579754116,0.3223125021,0.5950956613,0.4672606058,0.1278350555,-0.1152426621,-0.05107484549,-0.06416781663,-0.0166052954,-0.007359365717,-0.00924592968,0.3209040535,-7.442442264
train,20260604_151619,C0_neutral,v001,ok,64,0.324697,post_stall,3.340607708,6.835291664,23.92969253,0.2685636119,0.006632475261,1,26.53160537,1.521673137,-0.02155942541,-0.04097952392,0.01942009851,-1.409112487,-1.072398067,-0.3367144204,1.279245805,0.9635969616,0.3156488432,0.591263885,0.4724381769,0.1188257081,-0.1073446612,-0.04445409075,-0.06289057041,-0.01526155363,-0.006320188474,-0.00894136516,0.3032302901,-6.921200308
train,20260604_151619,C0_neutral,v001,ok,65,0.3307297,post_stall,3.318085801,6.743437197,24.09979557,0.2122558613,0.0052774731,1,26.51453849,1.522168695,-0.03911149687,-0.04038403568,0.001272538802,-1.378135353,-1.07975042,-0.298384933,1.24204077,0.9691447587,0.2728960118,0.5984325225,0.477755456,0.1206770665,-0.09372583364,-0.0367424799,-0.05698335374,-0.01314624967,-0.005153603821,-0.007992645852,0.2672247815,-6.078778911
train,20260604_151619,C0_neutral,v001,ok,66,0.3365562,post_stall,3.299638093,6.668662073,24.51561467,0.2406208813,0.006016181818,1,26.62798986,1.522457755,-0.02607660077,-0.03927194961,0.01319534883,-1.392083801,-1.096216997,-0.295866804,1.255764715,0.9810955352,0.2746691796,0.6013586949,0.490597128,0.1107615669,-0.08260053697,-0.04029175829,-0.04230877869,-0.01145731433,-0.005588769234,-0.0058685451,0.2573360246,-5.416679769
train,20260604_151619,C0_neutral,v001,ok,67,0.3423885,post_stall,3.278181766,6.582216363,24.7927949,0.2191050231,0.005514082406,1,26.66402222,1.522735192,-0.01436000551,-0.03840847058,0.02404846506,-1.390207131,-1.106177144,-0.2840299865,1.256050348,0.9881149102,0.2679354382,0.5960030184,0.4987303969,0.09727262149,-0.07198790696,-0.03766282918,-0.03432507778,-0.009855824182,-0.005156396932,-0.00469942725,0.2431303673,-4.742387314
