primitive_variant_id,primitive_id,entry_role,transition_entry_class,controller_id,candidate_index,candidate_weight_label,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s,K_gain_checksum,augmented_A_checksum,augmented_B_checksum,augmented_gain_checksum,Q_weight_json,R_weight_json,reference_state_vector,reference_command_vector,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,timing_augmentation_type,transition_object_id,w3_variant_status,eligible_for_post_w3_library_size_study,compatible_row_count,incompatible_row_count,continuation_valid_count,episode_terminal_useful_count,hard_failure_count,blocked_count,positive_continuation_count,transition_chain_compatible_count,transition_chain_compatible_rate,transition_success_probability,transition_exit_classes_seen,transition_pairs_seen,accepted_count,continuation_valid_rate,episode_terminal_useful_rate,hard_failure_rate,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s,saturation_fraction_mean,w3_environment_modes_seen,w3_environment_mode_count,both_w3_modes_positive,status_reason
primvar_glide_transition_object_0b8c860a6d5c,glide,transition_object,launch_gate,lqrta_glide_662b2de90590,29,glide_robust_lhs_logqr_refbias_029,speed_bin_5p5_m_s,5.5,4cc3767c50df0ea22d7b422226ff3a07937dd449d78525a033d4bdd4df1fcf2a,ddf6fd76f0fb11df88c353b8f32edee2fba2359ad84e4c295b6ac036772b5afc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,329e1e8f88f0296718f69bb60cd1cfbce5ab2057413e4080ce9411806006bd48,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,-0.003795740347051265,0.0,5.4714374007798,0.0,0.5597970787240485,0.0,0.0,0.0,0.0,-0.016697164375168067,0.0]","[0.0,-0.016697164375168067,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_0b8c860a6d5c__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.751917581504454,1.5506927522142535,-0.13816040092394943,0.006,0.5549999999999999,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_569de01b2531,glide,transition_object,launch_gate,lqrta_glide_663235fcc234,29,glide_robust_lhs_logqr_refbias_029,speed_bin_7p5_m_s,7.499999999999999,44bc99f53da25a9fa0a4e5571ea07f56b2ea8fb5b065e646f19947d928aad579,4f5d934bc3d60a8e43ce0972e21274db050873d01b035e2087f8e340a1eb6746,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,481b868acbcc3e564199b0e8bb1f56599a8368e5b1463ea07818aa2e7da05dd1,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,-0.07027311919254767,0.0,7.488799706034377,0.0,0.40973035389072937,0.0,0.0,0.0,0.0,-0.008985397011923286,0.0]","[0.0,-0.008985397011923286,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_569de01b2531__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7517970049012878,1.551738887855909,-0.1384417647290152,0.0015,0.385,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_786cbd0277dc,glide,transition_object,launch_gate,lqrta_glide_061f621e8942,29,glide_robust_lhs_logqr_refbias_029,speed_bin_6p5_m_s,6.5,e0f1246d2d4a5fda5430ccc88a802df7fbe3f5c517aa726263f5168a15394fc6,7763002034843e2314c6c07973b672a307171b5d67b1fbca1d674b1f61398794,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,1686e9391422ea43e4d0e8f10a2825d3fa7e13ee1d43d4ac9ee9c55a1de69624,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,-0.038829531730389444,0.0,6.482818095890479,0.0,0.4723023772912313,0.0,0.0,0.0,0.0,-0.011856491499609824,0.0]","[0.0,-0.011856491499609824,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_786cbd0277dc__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7519280424156781,1.5516641323397051,-0.1386094923445421,0.0005,0.43000000000000005,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_84ee8b828649,glide,transition_object,launch_gate,lqrta_glide_0854d37000de,29,glide_robust_lhs_logqr_refbias_029,speed_bin_4p5_m_s,4.5,30691abc8400d0e752170c18bf1aa8362463e2335a957e9db06034ea259f4760,4ad3ab5e902cad25034db9a655f3937276a05148421391a3e0edd469161fdaa1,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,e3221827798b31684409e3f0b669f3d9f9cf5419bfd5e69fe2ffcb505e248fcb,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,0.025786756720855557,0.0,4.4580024038084805,0.0,0.6133633243337958,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_84ee8b828649__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7516295144578641,1.5512534017309374,-0.13817959087944004,0.0025,0.71,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_95bd41197405,glide,transition_object,launch_gate,lqrta_glide_31ffa8d44000,29,glide_robust_lhs_logqr_refbias_029,speed_bin_7p0_m_s,7.0,5033cc83b15bca6550c898d8635bd0b13f68bd2eaa02a34c61e6e24ef5857de2,4960290c4b345812154abcd290cb6390b92798e13de9f1681834a40c6dd42943,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,431f1f418e55211bc81db9f8896f07f06b938c46fb6098273786ea713667f126,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,-0.05476913025391397,0.0,6.986238655337723,0.0,0.4387134037899517,0.0,0.0,0.0,0.0,-0.010271096863337612,0.0]","[0.0,-0.010271096863337612,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_95bd41197405__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.751567947496608,1.5493977757815076,-0.13840060672202226,0.003,0.375,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_ad817af95d9e,glide,transition_object,launch_gate,lqrta_glide_ebee70020695,29,glide_robust_lhs_logqr_refbias_029,speed_bin_5p0_m_s,5.0,9539facf5e8534a2d3f72e8ec059517e136e09a724edc6fc09c7e8c5d62c5b28,46f7e19c62c0c6d4eb88fcf9b345043db8a00901e32d949735a0a37072ae2af0,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,b2b38531e6d4eefb13e1869dcb12304efcdc53c5f3448db384c45d84c57ffb87,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,0.01677636824574113,0.0,4.961198229091909,0.0,0.6217009985960275,0.0,0.0,0.0,0.0,-0.021914755184844342,0.0]","[0.0,-0.021914755184844342,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_ad817af95d9e__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7516510553505121,1.55184005049689,-0.13842370545404095,0.0005,0.63,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_bd30d582cdb6,glide,transition_object,launch_gate,lqrta_glide_b7795023949c,29,glide_robust_lhs_logqr_refbias_029,speed_bin_4p0_m_s,4.0,b52767e663888a592cf05b639df5a2795e620f7ec32a1c9dca22bdc303add770,54927bcefebfb3a189c1207a244274e701e97e6071e85e03dc6da4071a460bfc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,b96b9f428c637c5803b7fb8e1f00babcea61e592285d70a311257d44dc6187f2,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,0.025786756720855557,0.0,3.9626688033853164,0.0,0.5452118438522628,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_bd30d582cdb6__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7523113250552279,1.5514999640520362,-0.13846394647490193,0.003,0.805,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_e92390b3ba9e,glide,transition_object,launch_gate,lqrta_glide_fd1c41c19ed0,29,glide_robust_lhs_logqr_refbias_029,speed_bin_3p5_m_s,3.5,730547f17a0abe7a7a9b4daf31a1b070459087c19721f49fe46683c4eef45dd8,05a0875ef9c591e85119d8eedc262de1b628a67b8f5e379aa700ae1875e54222,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,ba5cb48ecbd645cb3062800c92067a06d0060b5d89315866920d599d261c3d44,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,0.025786756720855557,0.0,3.467335202962152,0.0,0.47706036337073,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_e92390b3ba9e__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7525377337791775,1.551717562524137,-0.13814733789075806,0.0025,0.875,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_f9d873c94528,glide,transition_object,launch_gate,lqrta_glide_c8d12f803a9b,29,glide_robust_lhs_logqr_refbias_029,speed_bin_8p0_m_s,8.0,605cdb17c17110dde2bac4a9f00b315337f9e60c1c7f218ddcd8811ee4945853,a07a3f5eab717036e5a1f18b1f433cf3acba38596179990bedb7a3a288dc8899,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,cfb25cfebeb4550fb4f0b12de721d0676922ca4145a89622bc7ea8a63edd05e5,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":4.963751043006878,""q_rates"":0.5886284637726804,""q_surfaces"":0.2149518855355444,""q_velocity"":0.13242272292941767,""reference_bank_bias_rad"":-0.036666666666666674,""reference_pitch_bias_rad"":0.008333333333333331,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":6.802888490859432,""r_elevator"":2.6484544585883536,""r_rudder"":2.316743939920454}","[0.0,0.0,0.0,-0.036666666666666674,-0.08563054711918311,0.0,7.990758646972372,0.0,0.3844167606078879,0.0,0.0,0.0,0.0,-0.007922324452238772,0.0]","[0.0,-0.007922324452238772,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_f9d873c94528__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7522292233522717,1.5519012353280377,-0.13859195893226034,0.0,0.325,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_0226c2b4c58c,glide,transition_object,launch_gate,lqrta_glide_43c1350574b7,30,glide_robust_lhs_logqr_refbias_030,speed_bin_7p5_m_s,7.499999999999999,b3d79a2232db881ff90a781ed0b7e524da58d30ea23a35e7c462ccf455795d12,4f5d934bc3d60a8e43ce0972e21274db050873d01b035e2087f8e340a1eb6746,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,2f5695db279c0bcbd2a1fcf4d9b02f3b3e31854e768212858aacd0b2551b96f5,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":1.8126334550403271,""q_rates"":0.9064445853571993,""q_surfaces"":0.6797375456401227,""q_velocity"":0.09930303310880655,""reference_bank_bias_rad"":0.03,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.868754289809967,""r_elevator"":0.17198576774733965,""r_rudder"":0.8460149463333859}","[0.0,0.0,0.0,0.03,-0.053606452525881,0.0,7.488799706034377,0.0,0.40973035389072937,0.0,0.0,0.0,0.0,-0.008985397011923286,0.0]","[0.0,-0.008985397011923286,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_0226c2b4c58c__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7517741598626976,1.5516061164651684,-0.1384571299032912,0.004,0.33999999999999997,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_09f0ea18eada,glide,transition_object,launch_gate,lqrta_glide_896f6d328323,30,glide_robust_lhs_logqr_refbias_030,speed_bin_3p0_m_s,3.0,04928d876828f9533a26227f25dd40b64a6e9b7d7351e4bdb0b313427440c28f,1d1fcb4bc0a3d44eb46fb20c2ff74df8038da7f13c084e0025398358a3b0e8e7,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,c1f88aa88aa0078215f513b33f7b9f5bcd8d51a3a4eccf837a92d9cab02075ad,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":1.8126334550403271,""q_rates"":0.9064445853571993,""q_surfaces"":0.6797375456401227,""q_velocity"":0.09930303310880655,""reference_bank_bias_rad"":0.03,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.868754289809967,""r_elevator"":0.17198576774733965,""r_rudder"":0.8460149463333859}","[0.0,0.0,0.0,0.03,0.04245342338752223,0.0,2.9720016025389873,0.0,0.40890888288919713,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_09f0ea18eada__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.7520912453605636,1.5515571514180129,-0.13845410332976282,0.0005,1.025,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
primvar_glide_transition_object_3067fda2006a,glide,transition_object,launch_gate,lqrta_glide_9b3afc7d152d,30,glide_robust_lhs_logqr_refbias_030,speed_bin_4p0_m_s,4.0,f2b2de564181229827345878f8b6d52fccf41959243330966208975cfb5d02dd,54927bcefebfb3a189c1207a244274e701e97e6071e85e03dc6da4071a460bfc,2ec5fa998d9923a1fd053429c76263170d5b52e867e62e975d68bb8642a00325,c21e0a763a238af0527e459d83a3c2de67a32fb065c7b6286cc7e1ac0bb6ce59,"{""grouping"":""diagonal_grouped_log_scaled_with_reference_bias"",""longitudinal_speed_error_policy"":""passive_u_error_zeroed_speed_is_scheduling_only_v1"",""q_attitude"":1.8126334550403271,""q_rates"":0.9064445853571993,""q_surfaces"":0.6797375456401227,""q_velocity"":0.09930303310880655,""reference_bank_bias_rad"":0.03,""reference_pitch_bias_rad"":0.025,""reference_roll_rate_bias_rad_s"":0.0,""reference_speed_bias_m_s"":0.0,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.868754289809967,""r_elevator"":0.17198576774733965,""r_rudder"":0.8460149463333859}","[0.0,0.0,0.0,0.03,0.04245342338752223,0.0,3.9626688033853164,0.0,0.5452118438522628,0.0,0.0,0.0,0.0,-0.02691332032012884,0.0]","[0.0,-0.02691332032012884,0.0]",0.1,5,0.02,v411_0p10s_5slot_20ms,actuator_surface_state_command_fifo_predictor_compensated,primvar_glide_transition_object_3067fda2006a__entry_launch_gate,route_usable,True,40,0,40,0,0,0,20,20,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,6,1.0,0.0,0.0,0.0042965023720533,0.751760734167758,1.5515357792182558,-0.1384409002903449,0.003,0.865,w3_randomised_four;w3_randomised_single,2,True,launch_gate_route_usable_nonzero_handoff_low_hard_failure
