audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:heavy_cluster",97,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:light_cluster",98,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:no_cluster_no_merge",98,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:super_light_cluster",97,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:balanced_cluster",1077,1077,142,2,140,0.0001624903156475865,0.0062131394729414,5.362356776737376e-05,50585.103399599866,106,0.6194420795907569,0.38055792040924313,0.00044212497196608315,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:heavy_cluster",1070,1070,211,3,208,0.0002695629213578129,0.0068516919696146,2.5039746798480967e-05,92856.0448014947,174,0.592128520520558,0.407871479479442,0.0006301919926107589,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:light_cluster",1076,1076,189,2,187,0.00024335510470978756,0.0088910282680054,6.251035150565691e-05,64304.82208982045,138,0.5936905312189811,0.4063094687810189,0.0005776242350854794,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:no_cluster_no_merge",1074,1074,353,43,310,0.00048599616958950974,0.0105150255623871,6.768863622961604e-05,150828.27240458247,285,0.5516134263763157,0.44838657362368417,0.0010638295687632562,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:super_light_cluster",1080,1080,281,10,271,0.00033667046593991606,0.0104991672145398,7.681402901567189e-05,106167.03417751528,208,0.5810342876443614,0.4189657123556385,0.0007307940890823915,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:balanced_cluster",317,317,45,4,41,0.00020387746280491032,0.0062131394729414,7.882576365655512e-05,104342.54301758026,36,0.5045651482460544,0.49543485175394564,0.0006633899899455066,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:heavy_cluster",314,314,61,6,55,0.000312867094621648,0.0068516919696146,3.302674601739649e-05,114055.89387666719,53,0.46071613371644704,0.539283866283553,0.001082233973742518,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:light_cluster",316,316,59,3,56,0.0003000339373588191,0.0067766070996715,0.00010509279593173246,127786.46034167467,46,0.47412751508681816,0.5258724849131818,0.0009038823594842804,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:no_cluster_no_merge",318,318,104,15,89,0.0006737963766634554,0.0105150255623871,0.00019351772248932684,213985.54223502902,81,0.4284817551048785,0.5715182448951214,0.001814294849264952,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:super_light_cluster",317,317,82,7,75,0.000553779746105233,0.0104991672145398,0.00020853228299389353,180310.7984674728,62,0.45425514844733517,0.5457448515526648,0.0012221140781133062,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:balanced_cluster",3189,3189,441,4,437,0.0001606851819494575,0.0122936700775412,2.566593786955995e-05,60236.034356376134,372,0.728180458302053,0.27181954169794703,0.0002883047948609116,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:heavy_cluster",3175,3175,587,6,581,0.0002122165755304001,0.0104985194503068,2.096570305176146e-05,76095.99758763418,492,0.7115488937452452,0.2884511062547549,0.0003509928660886495,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:light_cluster",3191,3191,579,4,575,0.00021403892601069228,0.0108729834281047,3.461210687612057e-05,82511.12652742656,477,0.7056529538452961,0.29434704615470386,0.00037330463820891863,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:no_cluster_no_merge",3187,3187,1069,76,993,0.00043686223614074237,0.0167764275617656,4.3079997959400514e-05,149795.21234059293,895,0.6640442573788636,0.3359557426211364,0.0007112162049584575,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:history,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:super_light_cluster",3187,3187,807,20,787,0.00030042193069902034,0.0167925561653901,4.201821439265122e-05,101559.71190581282,645,0.6916804927566874,0.3083195072433126,0.0004992541220123759,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
