plot_outcome_group,plot_index,rollout_id,row_index,primitive_id,candidate_index,outcome_class,transition_entry_class,transition_exit_class,transition_chain_compatible,environment_mode,start_state_family,speed_bin,duration_s,x0,y0,z0,x1,y1,z1,dx,dy,dz,floor_margin_m,wall_margin_m,saturation_fraction,max_abs_command_norm,termination_cause,failure_label,boundary_use_class
accepted,11,w01_037_0050627,50627,lift_dwell_arc,29,accepted,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_lift_region,speed_bin_6p0_m_s,0.1,3.9838653809353577,1.3479738381082635,2.118085446567028,4.475612826407843,1.0430681863108051,2.158001566627323,0.4917474454724857,-0.30490565179745843,0.03991612006029488,1.7180854465670277,1.0430681863108051,1.2,1.0,controlled_finish,success,continuation_valid
accepted,12,w01_037_0073715,73715,lift_dwell_arc,31,accepted,recoverable_degraded,inflight_stable,True,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_3p0_m_s,0.1,4.851415484455789,1.084514922138104,1.5318806447590143,5.112952627116592,1.231075746833514,1.5591171263912023,0.26153714266080375,0.14656082469540999,0.027236481632187948,1.1318806447590144,1.084514922138104,1.2,1.0,controlled_finish,success,continuation_valid
accepted,13,w01_037_0032260,32260,mild_turn_left,0,accepted,inflight_stable,boundary_near,True,dry_air,inflight_nominal,speed_bin_7p0_m_s,0.1,5.583638060050113,0.5075509841352658,1.165581662076665,6.259349819250402,0.6964953323637085,1.2492970031583484,0.675711759200289,0.18894434822844275,0.08371534108168333,0.765581662076665,0.3406501807495976,1.0,1.0,controlled_finish,success,continuation_valid
accepted,14,w01_037_0059844,59844,mild_turn_left,29,accepted,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_lift_region,speed_bin_6p0_m_s,0.1,3.980959733700509,1.949436289397744,2.313307458005877,4.572362625165769,2.022620432645487,2.420476114642617,0.5914028914652598,0.07318414324774292,0.10716865663674024,1.9133074580058769,1.949436289397744,0.4,1.0,controlled_finish,success,continuation_valid
accepted,15,w01_037_0075876,75876,mild_turn_left,25,accepted,recoverable_degraded,inflight_stable,True,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_3p5_m_s,0.1,1.6520513575974158,2.6484121951643025,0.949178368735002,1.9739582439612984,2.628989018342222,1.0226909832071929,0.32190688636388254,-0.01942317682208028,0.07351261447219082,0.5491783687350019,0.4520513575974159,1.0,1.0,controlled_finish,success,continuation_valid
accepted,16,w01_037_0032261,32261,mild_turn_right,0,accepted,inflight_stable,boundary_near,True,dry_air,inflight_nominal,speed_bin_7p0_m_s,0.1,5.583638060050113,0.5075509841352658,1.165581662076665,6.25930477870891,0.6961875435019403,1.2509870981325502,0.675666718658797,0.18863655936667456,0.08540543605588513,0.765581662076665,0.3406952212910896,1.0,1.0,controlled_finish,success,continuation_valid
accepted,17,w01_037_0043717,43717,mild_turn_right,29,accepted,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_7p0_m_s,0.1,5.007776590055765,0.5536618440846676,2.6393702689558736,5.634470308495631,0.33180351753998416,2.7123024351314142,0.6266937184398662,-0.2218583265446834,0.07293216617554066,2.2393702689558737,0.3318035175399841,0.0,0.5701937536627714,controlled_finish,success,continuation_valid
accepted,18,w01_037_0076717,76717,mild_turn_right,28,accepted,recoverable_degraded,inflight_stable,True,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_3p5_m_s,0.1,3.9919022027630375,1.184535238431605,2.1983584831267104,4.295376348190992,1.28617155088049,2.2218101227732343,0.30347414542795415,0.10163631244888505,0.02345163964652386,1.7983584831267103,1.184535238431605,0.6,1.0,controlled_finish,success,continuation_valid
accepted,19,w01_037_0032262,32262,energy_retaining_bank,0,accepted,inflight_stable,boundary_near,True,dry_air,inflight_nominal,speed_bin_7p0_m_s,0.1,5.583638060050113,0.5075509841352658,1.165581662076665,6.259161335390995,0.6963734893653531,1.2505150123008901,0.6755232753408817,0.18882250523008737,0.0849333502242251,0.765581662076665,0.3408386646090049,0.4,1.0,controlled_finish,success,continuation_valid
accepted,20,w01_037_0050630,50630,energy_retaining_bank,29,accepted,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_lift_region,speed_bin_6p0_m_s,0.1,3.9838653809353577,1.3479738381082635,2.118085446567028,4.474733317503076,1.0418947335521693,2.1646744709120838,0.4908679365677182,-0.3060791045560942,0.04658902434505574,1.7180854465670277,1.041894733552169,0.8,1.0,controlled_finish,success,continuation_valid
accepted,21,w01_037_0071318,71318,energy_retaining_bank,27,accepted,recoverable_degraded,inflight_stable,True,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_3p5_m_s,0.1,2.7219423151430204,1.923499103151885,2.670435350831616,3.0269677075227133,2.047432976720511,2.733275563582959,0.30502539237969284,0.12393387356862573,0.06284021275134277,2.270435350831616,1.5219423151430205,0.6,1.0,controlled_finish,success,continuation_valid
accepted,22,w01_037_0032263,32263,safe_exit_or_recovery_handoff,0,accepted,inflight_stable,boundary_near,True,dry_air,inflight_nominal,speed_bin_7p0_m_s,0.1,5.583638060050113,0.5075509841352658,1.165581662076665,6.258896249598743,0.6963512953721102,1.2508075823223281,0.6752581895486296,0.18880031123684438,0.08522592024566311,0.765581662076665,0.341103750401257,1.0,1.0,controlled_finish,success,continuation_valid
accepted,23,w01_037_0055983,55983,safe_exit_or_recovery_handoff,28,accepted,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_lift_region,speed_bin_4p5_m_s,0.1,2.735194068422631,3.071774883964796,2.284462101266949,3.1584368190197183,2.965413159720936,2.3206684558267456,0.42324275059708727,-0.10636172424386015,0.036206354559796594,1.884462101266949,1.3282251160352043,0.0,0.949178255287278,controlled_finish,success,continuation_valid
accepted,24,w01_037_0075879,75879,safe_exit_or_recovery_handoff,25,accepted,recoverable_degraded,inflight_stable,True,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_3p5_m_s,0.1,1.6520513575974158,2.6484121951643025,0.949178368735002,1.9738000572788728,2.628981606736295,1.0229967574468315,0.3217486996814569,-0.01943058842800749,0.07381838871182944,0.5491783687350019,0.4520513575974159,1.2,1.0,controlled_finish,success,continuation_valid
weak,1,w01_037_0061440,61440,glide,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.666262819028997,0.6272797143280416,1.3017903682417395,0.10332478195437123,0.0016108326971719933,-0.009320298399650762,0.9017903682417396,-0.0662628190289975,0.0,0.947435038978328,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,2,w01_037_0037376,37376,glide,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_4p5_m_s,0.1,2.825675865750151,0.5850803665332887,1.8543051004149165,3.28622929089268,0.6065026167181851,1.7934114738643616,0.4605534251425287,0.021422250184896408,-0.06089362655055486,1.3934114738643617,0.5850803665332887,1.0,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,3,w01_037_0076784,76784,glide,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6791524959082813,1.4560132443479756,2.036121765298742,0.40231192133501814,-0.0025895982841381837,-0.17387403505785803,1.636121765298742,1.4560132443479756,0.4,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,4,w01_037_0061441,61441,recovery,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.66626025283821,0.6272817753587129,1.301822740435087,0.10332221576358425,0.0016128937278432343,-0.009287926206303254,0.901822740435087,-0.0662602528382105,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,5,w01_037_0032001,32001,recovery,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_4p5_m_s,0.1,2.350042910312388,2.951338918360074,2.3355293644387083,2.7986163022233517,2.837711540134327,2.2933140925983997,0.4485733919109638,-0.11362737822574687,-0.0422152718403086,1.8933140925984,1.150042910312388,0.0,0.6030653016544586,weak_energy_result,model_boundary_only,continuation_valid
weak,6,w01_037_0076785,76785,recovery,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6828971225676654,1.4544998730788197,2.0441739852699796,0.4060565479944023,-0.004102969553294145,-0.1658218150866202,1.6441739852699797,1.4544998730788197,1.0,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,7,w01_037_0061442,61442,lift_entry,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.666264158907461,0.6272768522277703,1.3017680167104628,0.1033261218328354,0.0016079705969006541,-0.009342649930927482,0.9017680167104628,-0.0662641589074617,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,8,w01_037_0038146,38146,lift_entry,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_7p0_m_s,0.1,2.893588691262172,0.6006428738028297,1.1411469311963678,3.5650915530583513,0.5978223895519177,1.0361292251062824,0.6715028617961791,-0.00282048425091197,-0.10501770609008543,0.6361292251062823,0.5956974289084673,1.0,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,9,w01_037_0076786,76786,lift_entry,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.685653723893232,1.4542000419305383,2.050545360297749,0.4088131493199687,-0.004402800701575504,-0.15945044005885078,1.6505453602977491,1.4542000419305383,0.8,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,10,w01_037_0061443,61443,lift_dwell_arc,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.666273817305781,0.6272739403844726,1.3017856312499048,0.10333578023115475,0.0016050587536029504,-0.009325035391485548,0.9017856312499049,-0.066273817305781,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,11,w01_037_0039683,39683,lift_dwell_arc,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_5p5_m_s,0.1,5.759986473065265,1.8769498162670275,2.4188709658513763,6.286131202799435,1.9156926179108964,2.411342365776458,0.5261447297341704,0.038742801643868896,-0.007528600074918401,2.011342365776458,0.3138687972005645,1.0,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,12,w01_037_0076787,76787,lift_dwell_arc,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6832753684945505,1.4545465885061999,2.045067651970071,0.40643479392128734,-0.004056254125913927,-0.16492814838652903,1.6450676519700709,1.4545465885062,1.2,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,13,w01_037_0061444,61444,mild_turn_left,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.666265542987007,0.627276865185313,1.301793208695851,0.1033275059123806,0.0016079835544433596,-0.009317457945539287,0.901793208695851,-0.0662655429870069,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,14,w01_037_0038916,38916,mild_turn_left,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_6p5_m_s,0.1,4.763251525083055,0.7500663100139167,1.815763660063689,5.401323943965373,0.5691592893009474,1.801068940025753,0.6380724188823184,-0.18090702071296927,-0.014694720037936149,1.4010689400257528,0.5691592893009474,0.0,0.7123904011833567,weak_energy_result,model_boundary_only,continuation_valid
weak,15,w01_037_0076788,76788,mild_turn_left,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6810549928147545,1.4553008337162456,2.0400892389160696,0.4042144182414913,-0.003302008915868182,-0.16990656144053018,1.6400892389160695,1.4553008337162456,1.2,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,16,w01_037_0061445,61445,mild_turn_right,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.666256347392127,0.627285936050771,1.3017900636922006,0.10331831031750127,0.0016170544199013426,-0.009320602949189682,0.9017900636922006,-0.0662563473921276,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,17,w01_037_0039685,39685,mild_turn_right,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_5p5_m_s,0.1,5.759986473065265,1.8769498162670275,2.4188709658513763,6.286031783839684,1.9156316953371448,2.4131617634024396,0.5260453107744194,0.03868187907011733,-0.00570920244893669,2.01316176340244,0.3139682161603154,0.0,0.9154534143816112,weak_energy_result,model_boundary_only,continuation_valid
weak,18,w01_037_0076789,76789,mild_turn_right,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6844120897947406,1.4542102216638164,2.0472796126337616,0.4075715152214774,-0.0043926209682974005,-0.16271618772283825,1.6472796126337617,1.4542102216638164,1.2,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,19,w01_037_0061446,61446,energy_retaining_bank,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.66626520395195,0.6272772126704326,1.3017553367374395,0.10332716687732368,0.0016083310395629269,-0.009355329903950826,0.9017553367374396,-0.06626520395195,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,20,w01_037_0041222,41222,energy_retaining_bank,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_7p0_m_s,0.1,2.265615681621096,2.900788093702622,1.5016195657693705,2.9175953563707053,2.637821019689215,1.4460498232460695,0.6519796747496094,-0.26296707401340713,-0.05556974252330105,1.0460498232460695,1.065615681621096,0.4,0.7124279494898055,weak_energy_result,model_boundary_only,continuation_valid
weak,21,w01_037_0076790,76790,energy_retaining_bank,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6769593973821175,1.4568882622135513,2.031014584870043,0.40011882280885436,-0.001714580418562539,-0.17898121548655688,1.631014584870043,1.4568882622135513,1.0,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,22,w01_037_0061447,61447,safe_exit_or_recovery_handoff,0,weak,boundary_near,safe_terminal,True,dry_air,inflight_boundary_near,speed_bin_5p0_m_s,0.02,6.562938037074626,0.6256688816308696,1.3111106666413903,6.666262946306371,0.6272776893203259,1.3017321679045877,0.10332490923174475,0.0016088076894562597,-0.009378498736802632,0.9017321679045875,-0.066262946306371,0.4,1.0,wall_boundary_exit_retained,xy_boundary_terminal,episode_terminal_useful
weak,23,w01_037_0045831,45831,safe_exit_or_recovery_handoff,21,weak,inflight_stable,boundary_near,True,w1_annular_gp_randomised_single,inflight_nominal,speed_bin_5p5_m_s,0.1,4.5693916481084695,2.3133714374502263,1.894696466419476,5.085943002361501,2.1004536574609007,1.8654270904684584,0.5165513542530311,-0.2129177799893256,-0.02926937595101764,1.4654270904684583,1.514056997638499,0.8,1.0,weak_energy_result,model_boundary_only,continuation_valid
weak,24,w01_037_0076791,76791,safe_exit_or_recovery_handoff,31,weak,recoverable_degraded,boundary_near,False,w1_annular_gp_randomised_single,inflight_recovery_edge,speed_bin_4p0_m_s,0.1,3.276840574573263,1.4586028426321138,2.2099958003566,3.6899109698676176,1.4528171170343034,2.0607600248658904,0.4130703952943544,-0.005785725597810432,-0.14923577549070943,1.6607600248658905,1.4528171170343034,1.0,1.0,weak_energy_result,model_boundary_only,continuation_valid
