model_id,split,residual_metric,launch_variable,sample_count,pearson_r,abs_pearson_r,slope,intercept,residual_mean,launch_variable_mean
coefficient_candidate,train,dy,p0_rad_s,63,-0.3492973229,0.3492973229,-1.591454704,-1.012277591,-1.541761099,0.3327041015
coefficient_candidate,train,dy,r0_rad_s,63,0.04457123931,0.04457123931,0.2702370707,-1.490214716,-1.541761099,-0.1907450454
coefficient_candidate,train,dy,phi0_deg,63,-0.5923695429,0.5923695429,-0.1849042419,0.4392929389,-1.541761099,10.71394586
coefficient_candidate,train,dy,psi0_deg,63,-0.3948067207,0.3948067207,-0.1271175735,-2.121669102,-1.541761099,-4.561981377
coefficient_candidate,train,roll,v0_m_s,63,-0.1301029942,0.1301029942,-10.7649265,-10.61060365,-20.64402997,0.9320478245
coefficient_candidate,train,roll,p0_rad_s,63,0.08022818651,0.08022818651,8.220857896,-23.37914311,-20.64402997,0.3327041015
coefficient_candidate,train,roll,r0_rad_s,63,-0.0009386331455,0.0009386331455,-0.1279903543,-20.6684435,-20.64402997,-0.1907450454
coefficient_candidate,train,roll,phi0_deg,63,0.2172971491,0.2172971491,1.525454726,-36.98766932,-20.64402997,10.71394586
coefficient_candidate,train,roll,psi0_deg,63,0.1037572991,0.1037572991,0.7513302174,-17.21647551,-20.64402997,-4.561981377
coefficient_candidate,train,yaw,v0_m_s,63,-0.1992955701,0.1992955701,-8.803639736,-14.34310908,-22.54852234,0.9320478245
coefficient_candidate,train,yaw,p0_rad_s,63,0.2114492964,0.2114492964,11.56743984,-26.39705702,-22.54852234,0.3327041015
coefficient_candidate,train,yaw,r0_rad_s,63,-0.05922827152,0.05922827152,-4.31172698,-23.3709629,-22.54852234,-0.1907450454
coefficient_candidate,train,yaw,phi0_deg,63,0.2998584928,0.2998584928,1.123834829,-34.58922786,-22.54852234,10.71394586
coefficient_candidate,train,yaw,psi0_deg,63,0.1708983228,0.1708983228,0.6606795095,-19.53451473,-22.54852234,-4.561981377
coefficient_candidate,heldout,dy,v0_m_s,11,0.01216465546,0.01216465546,0.03045809387,-1.642047395,-1.612228602,0.9790104845
coefficient_candidate,heldout,dy,p0_rad_s,11,-0.4712021513,0.4712021513,-2.030953353,-1.06488207,-1.612228602,0.2695022663
coefficient_candidate,heldout,dy,r0_rad_s,11,0.276371208,0.276371208,1.456840958,-1.251408668,-1.612228602,-0.2476728375
coefficient_candidate,heldout,dy,phi0_deg,11,-0.8299791093,0.8299791093,-0.1698346925,0.1804051806,-1.612228602,10.55516842
coefficient_candidate,heldout,dy,psi0_deg,11,-0.4974668361,0.4974668361,-0.1247345798,-2.281292486,-1.612228602,-5.363900574
coefficient_candidate,heldout,roll,v0_m_s,11,0.4415662183,0.4415662183,25.54182452,-52.8999249,-27.89421091,0.9790104845
coefficient_candidate,heldout,roll,p0_rad_s,11,-0.7072111646,0.7072111646,-70.41982807,-8.915907652,-27.89421091,0.2695022663
coefficient_candidate,heldout,roll,r0_rad_s,11,0.004534787502,0.004534787502,0.5522420283,-27.75743556,-27.89421091,-0.2476728375
coefficient_candidate,heldout,roll,phi0_deg,11,-0.2158771141,0.2158771141,-1.020514124,-17.12251246,-27.89421091,10.55516842
coefficient_candidate,heldout,roll,psi0_deg,11,-0.7040380595,0.7040380595,-4.078233054,-49.76944753,-27.89421091,-5.363900574
coefficient_candidate,heldout,yaw,v0_m_s,11,0.3296493587,0.3296493587,17.94063626,-44.42772393,-26.86365293,0.9790104845
coefficient_candidate,heldout,yaw,p0_rad_s,11,-0.6199364745,0.6199364745,-58.07946019,-11.21110679,-26.86365293,0.2695022663
coefficient_candidate,heldout,yaw,r0_rad_s,11,0.04303538337,0.04303538337,4.930917318,-25.64239865,-26.86365293,-0.2476728375
coefficient_candidate,heldout,yaw,phi0_deg,11,-0.3797445212,0.3797445212,-1.68901483,-9.035816946,-26.86365293,10.55516842
coefficient_candidate,heldout,yaw,psi0_deg,11,-0.5179157341,0.5179157341,-2.822698795,-42.00432862,-26.86365293,-5.363900574
lateral_diagnostic_candidate,train,dy,v0_m_s,63,0.469622316,0.469622316,0.9593023263,-1.979831008,-1.085715362,0.9320478245
lateral_diagnostic_candidate,train,dy,p0_rad_s,63,-0.5142596755,0.5142596755,-1.300935101,-0.6528889176,-1.085715362,0.3327041015
lateral_diagnostic_candidate,train,dy,r0_rad_s,63,-0.3039329357,0.3039329357,-1.023156611,-1.280877416,-1.085715362,-0.1907450454
lateral_diagnostic_candidate,train,dy,phi0_deg,63,-0.5987669963,0.5987669963,-0.1037734232,0.02610747619,-1.085715362,10.71394586
lateral_diagnostic_candidate,train,dy,psi0_deg,63,-0.6481932987,0.6481932987,-0.1158776634,-1.614347104,-1.085715362,-4.561981377
lateral_diagnostic_candidate,train,roll,v0_m_s,63,0.0192427112,0.0192427112,2.024797195,-1.375253167,0.511954654,0.9320478245
lateral_diagnostic_candidate,train,roll,p0_rad_s,63,0.07169027786,0.07169027786,9.342044267,-2.59618179,0.511954654,0.3327041015
lateral_diagnostic_candidate,train,roll,r0_rad_s,63,-0.003593378148,0.003593378148,-0.6231258516,0.3930964851,0.511954654,-0.1907450454
lateral_diagnostic_candidate,train,roll,phi0_deg,63,0.09398458765,0.09398458765,0.8390607889,-8.477697212,0.511954654,10.71394586
lateral_diagnostic_candidate,train,roll,psi0_deg,63,0.03157834208,0.03157834208,0.2907990707,1.838574599,0.511954654,-4.561981377
lateral_diagnostic_candidate,train,yaw,v0_m_s,63,-0.04455644978,0.04455644978,-12.04941465,58.10214977,46.87151906,0.9320478245
lateral_diagnostic_candidate,train,yaw,p0_rad_s,63,0.01445168062,0.01445168062,4.839941522,45.26125067,46.87151906,0.3327041015
lateral_diagnostic_candidate,train,yaw,r0_rad_s,63,0.1834315565,0.1834315565,81.74985668,62.46489918,46.87151906,-0.1907450454
lateral_diagnostic_candidate,train,yaw,phi0_deg,63,-0.07341177096,0.07341177096,-1.684389745,64.9179796,46.87151906,10.71394586
lateral_diagnostic_candidate,train,yaw,psi0_deg,63,0.08974869225,0.08974869225,2.124085138,56.56155591,46.87151906,-4.561981377
lateral_diagnostic_candidate,heldout,dy,v0_m_s,11,0.1113356235,0.1113356235,0.1924972769,-1.246506903,-1.058050051,0.9790104845
lateral_diagnostic_candidate,heldout,dy,p0_rad_s,11,-0.471873709,0.471873709,-1.404449091,-0.679547838,-1.058050051,0.2695022663
lateral_diagnostic_candidate,heldout,dy,r0_rad_s,11,-0.01111781101,0.01111781101,-0.04046934453,-1.068073208,-1.058050051,-0.2476728375
lateral_diagnostic_candidate,heldout,dy,phi0_deg,11,-0.5020458509,0.5020458509,-0.07093983383,-0.3092681573,-1.058050051,10.55516842
lateral_diagnostic_candidate,heldout,dy,psi0_deg,11,-0.6809644497,0.6809644497,-0.1179056756,-1.690484372,-1.058050051,-5.363900574
lateral_diagnostic_candidate,heldout,roll,v0_m_s,11,0.5978609994,0.5978609994,58.04773066,-74.76414152,-17.93480461,0.9790104845
lateral_diagnostic_candidate,heldout,roll,p0_rad_s,11,0.4651430268,0.4651430268,77.74300312,-38.88672013,-17.93480461,0.2695022663
lateral_diagnostic_candidate,heldout,roll,r0_rad_s,11,-0.5110832425,0.5110832425,-104.4703626,-43.80927574,-17.93480461,-0.2476728375
lateral_diagnostic_candidate,heldout,roll,phi0_deg,11,0.6254738754,0.6254738754,4.96307156,-70.32086079,-17.93480461,10.55516842
lateral_diagnostic_candidate,heldout,roll,psi0_deg,11,-0.06877293937,0.06877293937,-0.6686863156,-21.52157152,-17.93480461,-5.363900574
lateral_diagnostic_candidate,heldout,yaw,v0_m_s,11,0.3974778767,0.3974778767,73.38553597,-44.42653544,27.41867368,0.9790104845
lateral_diagnostic_candidate,heldout,yaw,p0_rad_s,11,0.6633783996,0.6633783996,210.8378659,-29.40260899,27.41867368,0.2695022663
lateral_diagnostic_candidate,heldout,yaw,r0_rad_s,11,-0.4046982267,0.4046982267,-157.3059859,-11.5417462,27.41867368,-0.2476728375
lateral_diagnostic_candidate,heldout,yaw,phi0_deg,11,0.4124064114,0.4124064114,6.222705641,-38.26303238,27.41867368,10.55516842
lateral_diagnostic_candidate,heldout,yaw,psi0_deg,11,0.2124497001,0.2124497001,3.928017902,48.48817116,27.41867368,-5.363900574
