ix,iy,x_w_m,y_w_m,W_layer,environment_mode,seed,w_wing_mean_m_s
1,0,3.2249999999999996,0.55,W1,gaussian_four,2139102,0.8711856101014243
1,0,3.2249999999999996,0.55,W2,annular_gp_single,2139103,-0.0017112872157786653
1,0,3.2249999999999996,0.55,W2,annular_gp_four,2139104,0.9694359232889842
1,0,3.2249999999999996,0.55,W3,w3_randomised_single,2139105,-0.0012546368112721807
1,0,3.2249999999999996,0.55,W3,w3_randomised_four,2139106,0.5458188932438736
1,1,3.2249999999999996,1.6500000000000001,W1,gaussian_single,2139118,0.22459796829881523
1,1,3.2249999999999996,1.6500000000000001,W1,gaussian_four,2139119,1.1036716945606975
1,1,3.2249999999999996,1.6500000000000001,W2,annular_gp_single,2139120,0.24276874117113598
1,1,3.2249999999999996,1.6500000000000001,W2,annular_gp_four,2139121,1.436406564141272
1,1,3.2249999999999996,1.6500000000000001,W3,w3_randomised_single,2139122,0.5283244807019718
1,1,3.2249999999999996,1.6500000000000001,W3,w3_randomised_four,2139123,1.450787545032013
1,2,3.2249999999999996,2.75,W1,gaussian_single,2139135,0.43239740494376666
1,2,3.2249999999999996,2.75,W1,gaussian_four,2139136,0.9132967264358857
1,2,3.2249999999999996,2.75,W2,annular_gp_single,2139137,0.12847665886914458
1,2,3.2249999999999996,2.75,W2,annular_gp_four,2139138,1.1299809707742872
1,2,3.2249999999999996,2.75,W3,w3_randomised_single,2139139,0.4836831880837393
1,2,3.2249999999999996,2.75,W3,w3_randomised_four,2139140,0.9503786747394835
1,3,3.2249999999999996,3.85,W1,gaussian_single,2139152,0.013326011204756056
1,3,3.2249999999999996,3.85,W1,gaussian_four,2139153,1.7280363136819687
1,3,3.2249999999999996,3.85,W2,annular_gp_single,2139154,0.002573984329089661
1,3,3.2249999999999996,3.85,W2,annular_gp_four,2139155,1.732816661958269
1,3,3.2249999999999996,3.85,W3,w3_randomised_single,2139156,0.005818358363851444
1,3,3.2249999999999996,3.85,W3,w3_randomised_four,2139157,1.897838250026714
2,0,4.575,0.55,W1,gaussian_single,2139202,0.0027673725075209087
2,0,4.575,0.55,W1,gaussian_four,2139203,0.39870389161640213
2,0,4.575,0.55,W2,annular_gp_single,2139204,0.009870427077911859
2,0,4.575,0.55,W2,annular_gp_four,2139205,0.3813489737718194
2,0,4.575,0.55,W3,w3_randomised_single,2139206,0.014407003132262463
2,0,4.575,0.55,W3,w3_randomised_four,2139207,0.23307848917984983
2,1,4.575,1.6500000000000001,W1,gaussian_single,2139219,0.9649527266402624
2,1,4.575,1.6500000000000001,W1,gaussian_four,2139220,0.5543686034497367
2,1,4.575,1.6500000000000001,W2,annular_gp_single,2139221,1.0066955602463838
2,1,4.575,1.6500000000000001,W2,annular_gp_four,2139222,1.095955210501243
2,1,4.575,1.6500000000000001,W3,w3_randomised_single,2139223,1.6972545743741063
2,1,4.575,1.6500000000000001,W3,w3_randomised_four,2139224,0.8005977004443662
2,2,4.575,2.75,W1,gaussian_single,2139236,1.8247887385889938
2,2,4.575,2.75,W1,gaussian_four,2139237,0.5630281259984852
2,2,4.575,2.75,W2,annular_gp_single,2139238,2.127669121278485
2,2,4.575,2.75,W2,annular_gp_four,2139239,0.6523670397233651
2,2,4.575,2.75,W3,w3_randomised_single,2139240,2.3403465460280235
2,2,4.575,2.75,W3,w3_randomised_four,2139241,0.6235656727877174
2,3,4.575,3.85,W1,gaussian_single,2139253,0.09074806103886125
2,3,4.575,3.85,W1,gaussian_four,2139254,0.8347402083254597
2,3,4.575,3.85,W2,annular_gp_single,2139255,0.0008332782640835429
2,3,4.575,3.85,W2,annular_gp_four,2139256,1.2446602812520866
2,3,4.575,3.85,W3,w3_randomised_single,2139257,0.061067962408167274
2,3,4.575,3.85,W3,w3_randomised_four,2139258,0.9375086638673832
3,0,5.925,0.55,W1,gaussian_single,2139303,-0.011249901172280523
3,0,5.925,0.55,W1,gaussian_four,2139304,0.6410222197404022
3,0,5.925,0.55,W2,annular_gp_single,2139305,4.0048996181535476e-05
3,0,5.925,0.55,W2,annular_gp_four,2139306,0.4517817146593794
3,0,5.925,0.55,W3,w3_randomised_single,2139307,0.0034198791145790743
3,0,5.925,0.55,W3,w3_randomised_four,2139308,0.7674121865449
3,1,5.925,1.6500000000000001,W1,gaussian_single,2139320,-0.004573240327173519
3,1,5.925,1.6500000000000001,W1,gaussian_four,2139321,0.9049226133845457
3,1,5.925,1.6500000000000001,W2,annular_gp_single,2139322,0.00209173284763715
3,1,5.925,1.6500000000000001,W2,annular_gp_four,2139323,1.0801445346212837
3,1,5.925,1.6500000000000001,W3,w3_randomised_single,2139324,0.0010294578087450318
3,1,5.925,1.6500000000000001,W3,w3_randomised_four,2139325,1.115951856995962
3,2,5.925,2.75,W1,gaussian_single,2139337,0.0013932124041357318
3,2,5.925,2.75,W1,gaussian_four,2139338,0.7165002117775754
3,2,5.925,2.75,W2,annular_gp_single,2139339,0.0005442700488915192
3,2,5.925,2.75,W2,annular_gp_four,2139340,0.5462512566711879
3,2,5.925,2.75,W3,w3_randomised_single,2139341,0.05613512136654182
3,2,5.925,2.75,W3,w3_randomised_four,2139342,0.8617307041104628
3,3,5.925,3.85,W1,gaussian_single,2139354,-0.010639397992493277
3,3,5.925,3.85,W1,gaussian_four,2139355,1.0488633593987142
3,3,5.925,3.85,W2,annular_gp_single,2139356,0.0006837573989462477
3,3,5.925,3.85,W2,annular_gp_four,2139357,0.9587264051452759
3,3,5.925,3.85,W3,w3_randomised_single,2139358,-0.0060747801251000025
3,3,5.925,3.85,W3,w3_randomised_four,2139359,1.2506939329130045
