audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",106,106,9,0,9,4.389520547310015e-07,3.858180064267829e-05,1.3207547169814056e-06,12.178364190291331,1,0.03615910279391699,0.8042053736056671,4.8275415717611795e-06,13,3.9490855385665124e-06,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",107,107,1,0,1,2.5355976356602445e-09,2.713089470156462e-07,0.0,2.535597635660244,1,0.04218450901458737,0.7923156073520153,4.127307644180184e-06,7,1.9163821605410524e-08,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",110,110,4,0,4,2.3827654558375578e-07,2.4479575524642152e-05,0.0,238.27654558375576,3,0.037807312696179596,0.7560338501450302,2.881612617926012e-07,15,6.225798397303931e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",106,106,1,0,1,-3.2982275124528867e-10,0.0,0.0,-0.32982275124528865,0,0.038001752083043135,0.8043402675418229,1.941307772950325e-06,7,1.6738734633171276e-08,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",107,107,5,1,4,1.014916258037943e-06,8.893646980492114e-05,3.312681106348344e-06,7.798016509831746,3,0.04230048385898263,0.808916837689187,6.7219650374147305e-06,10,2.452749409254949e-06,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",106,106,3,0,3,4.7062122892899445e-08,4.387704714225746e-06,0.0,47.06212289289944,3,0.038484781639715575,0.8050670516018573,1.0185497699536698e-06,8,2.65082379013805e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",107,107,1,0,1,1.0408087398853829e-10,1.1136653516773598e-08,0.0,0.10408087398853827,1,0.045806217130998944,0.7842637444664555,4.143888125973717e-06,21,8.698596007565343e-10,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",110,110,4,0,4,2.2253309382569925e-07,2.447851278567707e-05,0.0,222.53309382569927,1,0.048834163118361314,0.748833771802472,3.733778355108806e-06,30,5.16805228454522e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",106,106,2,0,2,3.642063572530016e-14,3.856782867248457e-12,0.0,3.6420635725299626e-05,0,0.04569099714080251,0.796035759217825,3.440457219195886e-07,19,7.804344173008895e-13,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",107,107,3,0,3,1.53934247304812e-06,0.0001290381684074,1.121495327099775e-06,0.029162047645980693,2,0.044627279999374055,0.8021746896189134,3.2006576448586273e-06,23,6.791031529553443e-06,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",106,106,5,0,5,5.989792580261779e-08,4.646648329057618e-06,9.433962264003271e-08,0.012018733819553259,0,0.044354180409658016,0.7985752756065619,3.584567680866415e-07,27,1.9544623880534506e-07,outer_loop_spatial_flow_belief_safe_explore_exploit_memory_v2_2,profiled
