episode_id,environment_block_id,library_size_case_id,outer_case_index,common_final_launch_key,policy_id,history_length,mission_success,front_wall_terminal_success,safe_success,full_safe_success,wrong_wall_exit,no_viable_primitive,hard_failure,floor_or_ceiling_violation,launch_score,selector_decision_count,executed_selected_decision_count,blocked_selector_decision_count,accumulated_selected_score,accumulated_base_library_score_component,accumulated_mission_score_component,accumulated_exploration_score_component,accumulated_memory_score_component,accumulated_calibrated_regime_mismatch_score_component,posthoc_score_source
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0007,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,7,r10_changed_final_0007,spatial_flow_belief_memory_h3,3,False,False,False,False,False,True,False,False,-40.0,11,11.0,0.0,-inf,3.5522150736795255,1.8521056492219756,0.0315871457922312,0.5611461759483316,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0014,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,14,r10_changed_final_0014,spatial_flow_belief_memory_h3,3,False,False,False,False,True,False,True,False,-100.0,13,13.0,0.0,12.538778880746138,11.927186626488627,7.322744747603032,0.0530983519962937,0.6115922542575106,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0022,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,22,r10_changed_final_0022,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,119.78412681491707,10,10.0,0.0,10.76973803243644,10.282501118292988,6.766841551720741,0.0433753453937559,0.4872369141434512,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0015,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,15,r10_changed_final_0015,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,True,True,-100.0,7,7.0,0.0,10.115553418337784,9.791825320002665,5.136323515483396,0.0308549019401351,0.3237280983351178,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0016,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,16,r10_changed_final_0016,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,120.0028683163461,9,9.0,0.0,9.733874151840965,9.270967205710262,5.750301595215277,0.0391478385803822,0.4629069461307033,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_no_memory_baseline_final_0048,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,48,r10_changed_final_0048,no_memory_baseline,0,True,True,True,False,False,False,False,False,127.20697795039861,10,10.0,0.0,10.94422201505196,10.94422201505196,6.873859450626646,0.0,0.0,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0025,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,25,r10_changed_final_0025,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,True,True,-100.0,9,9.0,0.0,8.376407866029924,7.935818483937914,4.758135612919401,0.0370019204638604,0.440589382092009,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0002,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,2,r10_changed_final_0002,spatial_flow_belief_memory_h3,3,False,False,True,False,True,False,False,False,-50.0,6,6.0,0.0,8.289434651962706,8.020959667584806,3.538095943001576,0.027554567412515,0.2684749843778989,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0021,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,21,r10_changed_final_0021,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,120.02587743834299,9,9.0,0.0,14.237424531654042,13.839707320801327,7.414208259251395,0.0398748774180988,0.3977172108527147,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0018,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,18,r10_changed_final_0018,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,False,False,0.0,11,11.0,0.0,9.966970929695782,9.43184966254757,5.999366446545068,0.0449668176361068,0.53512126714821,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0003,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,3,r10_changed_final_0003,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,122.62957916236873,9,9.0,0.0,13.121909899345683,12.683141759452427,6.643690151941197,0.0406665294818551,0.4387681398932558,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0012,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,12,r10_changed_final_0012,spatial_flow_belief_memory_h3,3,False,False,True,False,True,False,False,False,-50.0,9,9.0,0.0,9.197659555046979,8.726638225123448,4.011940489313577,0.0365900033203153,0.4710213299235311,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0004,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,4,r10_changed_final_0004,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,True,True,-100.0,10,10.0,0.0,6.057471798301017,5.583528108091949,3.8519088779258848,0.0367885842756485,0.4739436902090665,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0011,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,11,r10_changed_final_0011,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,113.65762526415388,12,12.0,0.0,17.908332266979784,17.35015747442658,8.945697749973125,0.0517106326341517,0.5581747925531982,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0008,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,8,r10_changed_final_0008,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,133.5429800993917,9,9.0,0.0,11.549479979964806,11.121013155397703,6.500585051833438,0.0397862853859224,0.4284668245671022,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0009,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,9,r10_changed_final_0009,spatial_flow_belief_memory_h3,3,False,False,False,False,True,False,True,False,-100.0,8,8.0,0.0,10.350910083774824,9.990309035055065,6.3303267032835,0.0357680217630437,0.3606010487197593,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0023,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,23,r10_changed_final_0023,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,True,True,-100.0,9,9.0,0.0,12.190858104007395,11.771707484399588,5.623708319506785,0.0389182119509142,0.4191506196078071,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0030,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,30,r10_changed_final_0030,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,120.0,9,9.0,0.0,10.818093520887288,10.396676929140826,5.826298329555324,0.0397579490897249,0.4214165917464634,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0010,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,10,r10_changed_final_0010,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,True,True,-100.0,8,8.0,0.0,9.23702514900649,8.821873972002749,4.59294798867427,0.0339380789609667,0.4151511770037421,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0006,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,6,r10_changed_final_0006,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,120.24011791917894,9,9.0,0.0,11.510025198270084,11.091905042826737,6.550880749043955,0.0384651067798903,0.4181201554433467,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0020,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,20,r10_changed_final_0020,spatial_flow_belief_memory_h3,3,False,False,False,False,False,False,False,False,0.0,10,10.0,0.0,11.684477850329737,11.207638106117198,5.872089380323544,0.0425605947295659,0.4768397442125373,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0013,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,13,r10_changed_final_0013,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,127.75768293959914,11,11.0,0.0,13.640748143306775,13.133077172854208,7.85625472575713,0.0452014144346167,0.5076709704525654,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0019,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,19,r10_changed_final_0019,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,158.2675959771103,17,17.0,0.0,14.154453448387562,13.30967471097684,8.622782646464886,0.0626743097951438,0.8447787374107221,0.0,selector_decision_log_selected_executed_rows
r10_heavy_cluster_spatial_flow_belief_memory_h3_final_0031,r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,31,r10_changed_final_0031,spatial_flow_belief_memory_h3,3,True,True,True,False,False,False,False,False,120.0022677400586,9,9.0,0.0,12.367503044805533,11.921298044314767,6.605185245057243,0.0404469755874061,0.4462050004907653,0.0,selector_decision_log_selected_executed_rows
