environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l2_four_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,135.43259615056832,134.83307294888562,0.84,0.8142857142857144,4.501013487987573,4.101013487987573,20.0,0.13949701769726858,0.5680583789569866,-0.03293905117403135,0.17243606887129997
r11_l2_four_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,7,0.7777777777777778,9,1.0,0,0.0,7,0.7777777777777778,2,0.2222222222222222,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,9,1.0,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,97.97455158744202,139.7364659614828,1.1666666666666667,1.12,2.8081349463140373,2.4081349463140374,15.542317406235652,0.027708571296553568,0.7707984540542305,-0.3839083831977515,0.41161695449430513
r11_l2_four_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,8,0.7272727272727273,10,0.9090909090909091,0,0.0,8,0.7272727272727273,2,0.18181818181818182,0,0.0,11,1.0,1,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0,10,0.9090909090909091,11,1.0,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,90.517672052403,141.1630838804676,1.4672727272727277,1.4072727272727275,1.6677706116044875,1.2677706116044873,10.131924927240746,7.165474370747272e-05,1.1780799605500187,-1.0007663805237021,1.0008380352674098
r11_l2_four_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,1,0.16666666666666666,1,0.16666666666666666,0,0.0,1,0.16666666666666666,0,0.0,3,0.5,3,0.5,2,0.3333333333333333,0,0.0,0,0.0,3,0.5,3,0.5,1,0.16666666666666666,6,1.0,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,12.904925557633254,0.0,1.5133333333333334,1.4333333333333333,0.990123076988032,0.590123076988032,1.4382588909665868,0.0019023185187264499,1.4646972138811167,-1.225676383609963,1.2275787021286895
r11_l2_four_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,9,0.9,10,1.0,0,0.0,9,0.9,1,0.1,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,118.13703079076586,136.00283719947257,0.95,0.9179999999999999,3.7004602245639995,3.3004602245639996,18.0,0.07853468378702987,0.6096906567593242,-0.061076728227148824,0.13961141201417873
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,133.71947534504804,132.74580434961402,0.8414285714285714,0.7257142857142858,4.301460525681418,3.901460525681417,20.0,0.08881621281067409,0.5045451958238293,-0.23249201348018772,0.3213082262908618
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,8,0.8888888888888888,0,0.0,8,0.8888888888888888,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,0,0.0,8,0.8888888888888888,9,1.0,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,109.85204353222605,132.68059911431044,1.1933333333333334,1.0088888888888887,2.5015342655970287,2.1015342655970293,16.56796627489771,0.0038677688183045337,0.6719967884476303,-0.69050906391476,0.6943768327330644
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,2,0.3333333333333333,2,0.3333333333333333,0,0.0,0,0.0,4,0.6666666666666666,4,0.6666666666666666,0,0.0,6,1.0,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-13.333333333333334,0.0,1.1266666666666667,0.9600000000000001,1.0715585288793965,0.6715585288793967,0.0,0.0,0.6768533700503321,-1.1442409317185982,1.1442409317185982
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,6,0.5454545454545454,6,0.5454545454545454,0,0.0,6,0.5454545454545454,1,0.09090909090909091,3,0.2727272727272727,8,0.7272727272727273,1,0.09090909090909091,1,0.09090909090909091,0,0.0,4,0.36363636363636365,3,0.2727272727272727,6,0.5454545454545454,11,1.0,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,59.937456348750175,120.76004997257432,1.4272727272727275,1.2927272727272727,1.4783007174654934,1.0783007174654935,5.620996346082533,0.013474764169942772,0.9943097410192082,-1.1902362746626958,1.2037110388326389
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,8,0.8,10,1.0,0,0.0,8,0.8,2,0.2,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,99.16621531045871,132.51982438039042,0.9759999999999998,0.8160000000000001,3.398720431690878,2.998720431690878,16.0,0.026149971904508074,0.7094305870355735,-0.3628165211002701,0.38896649300477815
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,13,0.9285714285714286,13,0.9285714285714286,0,0.0,13,0.9285714285714286,0,0.0,0,0.0,14,1.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,13,0.9285714285714286,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,121.21922057301198,130.52075981035304,0.8457142857142855,0.7357142857142858,4.345451762904138,3.945451762904138,18.571428571428573,0.10477481871505408,0.5294895505238638,-0.18850077625746714,0.29327559497252126
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,9,1.0,0,0.0,8,0.8888888888888888,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,9,1.0,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,115.77692951760787,134.29916087202875,1.2022222222222223,1.0666666666666667,2.4383315609415064,2.038331560941506,16.253041943037154,0.007344787470224223,0.7521355378004095,-0.7537117685702825,0.7610565560405069
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,5,0.8333333333333334,5,0.8333333333333334,0,0.0,6,1.0,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-6.666666666666667,0.0,1.1633333333333333,0.8266666666666668,1.1126287379693538,0.7126287379693537,0.0,0.00011681370664395,0.6587541721022807,-1.1031707226286411,1.1032875363352854
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,5,0.45454545454545453,5,0.45454545454545453,0,0.0,5,0.45454545454545453,0,0.0,4,0.36363636363636365,7,0.6363636363636364,2,0.18181818181818182,0,0.0,0,0.0,4,0.36363636363636365,4,0.36363636363636365,5,0.45454545454545453,11,1.0,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,51.81108994220622,0.0,1.4200000000000002,1.2018181818181821,1.4374156334618602,1.0374156334618603,5.157017631480072,0.0,0.9192927636541288,-1.2311213586663294,1.2311213586663294
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,9,0.9,10,1.0,0,0.0,9,0.9,1,0.1,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,119.96322954825546,138.22378930443892,0.958,0.8380000000000001,3.4788676352915004,3.078867635291501,18.0,0.049503798570667806,0.7476781762114044,-0.28266931749964713,0.33217311607031497
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,6,0.6666666666666666,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,125.55563507897644,121.49963740576712,1.1044444444444443,0.43777777777777777,2.5087593849799714,2.1087593849799715,19.016517067992417,0.0,0.21751145610475625,-0.6832839445318172,0.6832839445318172
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,5,0.45454545454545453,5,0.45454545454545453,0,0.0,5,0.45454545454545453,1,0.09090909090909091,4,0.36363636363636365,7,0.6363636363636364,1,0.09090909090909091,1,0.09090909090909091,0,0.0,5,0.45454545454545453,4,0.36363636363636365,5,0.45454545454545453,10,0.9090909090909091,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,45.91352893920078,0.0,1.370909090909091,1.0454545454545454,1.4127642796585391,1.012764279658539,4.900592614237537,0.0014817490825556,0.8282020937430697,-1.2557727124696505,1.257254461552206
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,13,0.9285714285714286,0,0.0,0,0.0,7.507576996631259,7.033537600394101,7.98089025501754,126.30007279691267,125.30862298592233,0.8242857142857144,0.39571428571428574,4.115153891895543,3.7151538918955427,20.0,0.037595695742989856,0.21607506841706184,-0.4187986472660618,0.4563943430090517
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,5,0.5,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,126.60363556462296,120.49558765037443,0.9279999999999999,0.30000000000000004,3.3196215865504692,2.919621586550469,20.0,0.014094236118491732,0.25518177823114835,-0.44191536624067923,0.456009602359171
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,5,0.8333333333333334,5,0.8333333333333334,0,0.0,5,0.8333333333333334,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-6.666666666666667,0.0,1.0966666666666667,0.7833333333333333,1.1115336133255813,0.7115336133255813,0.0,0.0,0.579298547679885,-1.1042658472724136,1.1042658472724136
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,7,0.7777777777777778,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,127.1491354274827,127.4703006772498,1.1488888888888888,0.5422222222222222,2.481604854975524,2.081604854975524,18.83188526574761,0.0015542452032146223,0.2803069525311992,-0.7104384745362646,0.7119927197394793
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,2,0.18181818181818182,3,0.2727272727272727,0,0.0,2,0.18181818181818182,2,0.18181818181818182,5,0.45454545454545453,6,0.5454545454545454,2,0.18181818181818182,1,0.09090909090909091,0,0.0,6,0.5454545454545454,5,0.45454545454545453,3,0.2727272727272727,10,0.9090909090909091,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,2.535356726979697,0.0,1.3127272727272727,0.8490909090909091,1.408491946021751,1.008491946021751,1.9872999751882106,0.0,0.5061912168307942,-1.2600450461064385,1.2600450461064385
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,13,0.9285714285714286,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,126.49149344898414,125.97427418648181,0.8142857142857143,0.43142857142857144,4.1551611733633615,3.7551611733633616,20.0,0.03077130716684386,0.2167175295920643,-0.3787913657982437,0.4095626729650876
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,5,0.5,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,125.96487248570686,120.37554117050448,0.9279999999999999,0.26,3.35118489276881,2.95118489276881,20.0,0.02355943224087563,0.23324362428534298,-0.41035206002233815,0.4339114922632138
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,4,0.6666666666666666,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.0966666666666665,0.6133333333333334,1.0344927800175903,0.63449278001759,0.0,0.0,0.45047939578096136,-1.1813066805804049,1.1813066805804049
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,8,0.8888888888888888,0,0.0,8,0.8888888888888888,0,0.0,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,8,0.8888888888888888,6,0.6666666666666666,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,100.02841669086308,120.45860563031476,1.1133333333333333,0.2911111111111111,2.4872435416689456,2.0872435416689457,17.388794799008508,0.0021502806181469556,0.1703144279260616,-0.7047997878428431,0.7069500684609902
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,9,0.6428571428571429,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,124.68914810278737,121.8158985109815,0.8085714285714286,0.22428571428571428,4.115358486718847,3.7153584867188463,20.0,0.0426756654121786,0.17838597656793942,-0.41859405244275794,0.46126971785493653
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,1,0.09090909090909091,4,0.36363636363636365,7,0.6363636363636364,2,0.18181818181818182,1,0.09090909090909091,0,0.0,5,0.45454545454545453,4,0.36363636363636365,4,0.36363636363636365,9,0.8181818181818182,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,26.532605887389526,0.0,1.2054545454545453,0.3963636363636363,1.6585014834705065,1.2585014834705068,4.335875188914345,0.008211597653632174,0.27882894062654234,-1.010035508657683,1.0182471063113152
