environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,13,0.9285714285714286,13,0.9285714285714286,0,0.0,13,0.9285714285714286,0,0.0,0,0.0,14,1.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,13,0.9285714285714286,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,120.33143435908131,131.78810775348197,0.8114285714285715,0.7,4.453998849361008,4.053998849361009,18.571428571428573,0.1028770660760969,0.488930530751173,-0.1291443055765113,0.2320213716526082
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,8,0.8888888888888888,0,0.0,8,0.8888888888888888,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,0,0.0,8,0.8888888888888888,9,1.0,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,107.94206914177796,130.93355888869775,1.1399999999999997,0.948888888888889,2.6340033132855645,2.234003313285564,16.347199453636684,0.007123114120535922,0.5598843048127118,-0.6013747079651649,0.6084978220857009
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,0,0.0,6,0.5454545454545454,5,0.45454545454545453,1,0.09090909090909091,0,0.0,0,0.0,6,0.5454545454545454,6,0.5454545454545454,4,0.36363636363636365,11,1.0,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,44.3787747554446,0.0,1.3272727272727272,1.1963636363636367,1.5261727531573082,1.1261727531573085,4.386129779096094,0.0,0.7366123067793567,-1.1942310747132319,1.1942310747132319
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,5,0.8333333333333334,5,0.8333333333333334,0,0.0,6,1.0,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-6.666666666666667,0.0,1.13,0.9733333333333333,1.0888126258771271,0.6888126258771271,0.0,0.0,0.6480464207984772,-1.19165447822845,1.19165447822845
r11_l3_fan_parameter_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,138.42932981593697,139.73306180905487,0.958,0.8080000000000002,3.6763000326816773,3.2763000326816774,20.0,0.08918280720395272,0.7194664907968502,-0.1304296236147563,0.21961243081870907
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,13,0.9285714285714286,13,0.9285714285714286,0,0.0,13,0.9285714285714286,0,0.0,0,0.0,14,1.0,0,0.0,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,1,0.07142857142857142,13,0.9285714285714286,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,116.05491998187723,130.6231751626422,0.8157142857142857,0.6999999999999998,4.469760734049782,4.069760734049782,18.571428571428573,0.1260323973145002,0.500273343750944,-0.11338242088773796,0.23941481820223814
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,9,1.0,0,0.0,8,0.8888888888888888,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,9,1.0,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,113.49429500523132,131.5679568533955,1.171111111111111,1.037777777777778,2.6482527065433548,2.2482527065433544,16.28125316002237,0.010910060350367089,0.6495846831561951,-0.5871253147073747,0.598035375057742
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,6,1.0,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.1533333333333333,0.81,1.1557292652166338,0.7557292652166337,0.0,0.0,0.6215973744435549,-1.124737838888943,1.124737838888943
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,0,0.0,5,0.45454545454545453,6,0.5454545454545454,2,0.18181818181818182,0,0.0,0,0.0,5,0.45454545454545453,5,0.45454545454545453,4,0.36363636363636365,11,1.0,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,38.614112675970375,0.0,1.361818181818182,1.1418181818181818,1.3929192090668738,0.9929192090668739,4.124150538751845,0.0,0.6394964497721668,-1.3274846188036664,1.3274846188036664
r11_l4_local_fan_position_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,139.13226741034762,142.88966077435518,0.9579999999999999,0.8240000000000001,3.65636673771118,3.25636673771118,20.0,0.09515631431215862,0.750613370517381,-0.15036291858525302,0.2455192328974117
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,5,0.5555555555555556,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,125.3040955971188,123.98183489129376,1.0599999999999998,0.4022222222222222,2.7545742694223674,2.354574269422367,19.89735505624202,0.0,0.1697814714882836,-0.4808037518283618,0.4808037518283618
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,13,0.9285714285714286,0,0.0,0,0.0,7.507576996631259,7.033537600394101,7.98089025501754,126.15390688599538,124.9999519735079,0.8042857142857142,0.39285714285714285,4.233994288549659,3.8339942885496585,20.0,0.044752510675539266,0.2094810585854828,-0.3491488663878613,0.39390137706340056
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,0,0.0,2,0.18181818181818182,9,0.8181818181818182,5,0.45454545454545453,0,0.0,0,0.0,2,0.18181818181818182,2,0.18181818181818182,4,0.36363636363636365,10,0.9090909090909091,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,26.77078625933915,0.0,1.2854545454545454,0.9309090909090909,1.4841472851229247,1.0841472851229248,3.991689092892491,0.0,0.516568149836409,-1.2362565427476158,1.2362565427476158
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,5,0.5,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,126.61733419229321,120.43143694811313,0.9099999999999998,0.284,3.449764583581188,3.049764583581188,20.0,0.02103327443645851,0.2598667096146598,-0.3569650727152449,0.37799834715170344
r11_l5_active_fan_count_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.6666666666666666,2,0.3333333333333333,2,0.3333333333333333,0,0.0,0,0.0,4,0.6666666666666666,4,0.6666666666666666,0,0.0,5,0.8333333333333334,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-13.333333333333334,0.0,1.08,0.77,1.1631294036826294,0.7631294036826296,0.0,0.0,0.5385295035688581,-1.1173377004229474,1.1173377004229474
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,7,0.7777777777777778,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,126.50269042700012,126.8585017015886,1.0933333333333333,0.4955555555555555,2.707170116145254,2.307170116145254,19.260867722607767,0.0029990499587221665,0.23820224633072756,-0.5282079051054753,0.5312069550641976
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,0,0.0,5,0.45454545454545453,6,0.5454545454545454,2,0.18181818181818182,0,0.0,0,0.0,5,0.45454545454545453,5,0.45454545454545453,4,0.36363636363636365,10,0.9090909090909091,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,37.35379983152958,0.0,1.2854545454545454,0.8345454545454545,1.4512359174108087,1.0512359174108088,3.964227417102897,0.0,0.3978941795974594,-1.2691679104597315,1.2691679104597315
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,13,0.9285714285714286,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,126.40468141740408,126.03984988303586,0.7985714285714286,0.43142857142857144,4.226396524201795,3.8263965242017948,20.0,0.028471931434158798,0.21237692801306066,-0.35674663073572466,0.3852185621698835
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,5,0.5,0,0.0,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,126.28331646494476,120.36684780333476,0.9139999999999999,0.252,3.4651723042962934,3.0651723042962935,20.0,0.04914813521643037,0.2511658232472374,-0.34155735200013976,0.39070548721657017
r11_l6_environment_only_full_uncertainty,heavy_cluster,no_memory_baseline,0,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,4,0.6666666666666666,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.0799999999999998,0.5866666666666667,1.092105239785227,0.6921052397852271,0.0,0.0,0.3957013165192251,-1.18836186432035,1.18836186432035
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,8,0.8888888888888888,0,0.0,8,0.8888888888888888,0,0.0,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,1,0.1111111111111111,8,0.8888888888888888,6,0.6666666666666666,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,98.2615749058047,120.16433590204058,1.1,0.26888888888888896,2.476603495786102,2.0766034957861015,16.340789606672132,0.0008589759597616222,0.15993698656857458,-0.7587745254646273,0.759633501424389
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,1,0.09090909090909091,4,0.36363636363636365,7,0.6363636363636364,2,0.18181818181818182,1,0.09090909090909091,0,0.0,5,0.45454545454545453,4,0.36363636363636365,4,0.36363636363636365,8,0.7272727272727273,0,0.0,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,26.10839459257179,0.0,1.230909090909091,0.36909090909090914,1.559247704306613,1.159247704306613,3.8955083066624834,0.008410775987606138,0.2687763242682437,-1.1611561235639274,1.1695668995515336
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,13,0.9285714285714286,13,0.9285714285714286,0,0.0,13,0.9285714285714286,1,0.07142857142857142,0,0.0,14,1.0,0,0.0,1,0.07142857142857142,0,0.0,1,0.07142857142857142,0,0.0,13,0.9285714285714286,9,0.6428571428571429,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,108.21428371273454,120.99525994518228,0.7928571428571428,0.23,4.186468287905762,3.7864682879057616,18.571428571428573,0.051389885177107374,0.18060090233295603,-0.3966748670317584,0.4480647522088658
