split,session_label,case_id,throw_id,residual_status,sample_index,t_since_alignment_s,regime,stage_fit_group,post_stall_seen_before_sample,speed_m_s,q_bar_pa,alpha_deg,beta_deg,q_rad_s,q_hat,p_rad_s,p_hat,r_rad_s,r_hat,post_stall_activation,theta_deg,z_m,cx_required,cx_model,cx_residual,cz_required,cz_model,cz_residual,cl_required,cl_model,cl_residual,cd_required,cd_model,cd_residual,cy_required,cy_model,cy_residual,cm_required,cm_model,cm_residual,cl_roll_required,cl_roll_model,cl_roll_residual,cn_yaw_required,cn_yaw_model,cn_yaw_residual,pitch_moment_required_n_m,pitch_moment_model_n_m,pitch_moment_residual_n_m,force_residual_norm_n,angular_accel_q_rad_s2
train,20260604_185934,C0_neutral,v001,ok,24,0.09560499999,transition,transition_before_post_stall,False,4.410087235,11.91243252,13.38733542,3.356767058,0.5798654945,0.0108476093,0.4991802548,0.04323879488,-0.1939634632,-0.01680103794,0.079789808,22.10369084,1.628187795,-0.05825927357,-0.08289624665,0.02463697308,-1.042485442,-0.8293424613,-0.2131429803,1.000669131,0.7876135982,0.2130555323,0.2980458522,0.2726637594,0.02538209281,-0.3875060401,-0.01689677822,-0.3706092619,-0.08399518525,-0.08481262242,0.0008174371662,0.002532484085,0.002550171771,-1.768768655e-05,0.0006037284939,0.006130784859,-0.005527056365,-0.02081210905,-0.02101465151,0.0002025424599,0.6430775874,-7.058637322
train,20260604_185934,C0_neutral,v001,ok,25,0.1017481,transition,transition_before_post_stall,False,4.382649731,11.76466643,13.57911532,3.409339848,0.560010324,0.01054176231,0.5316498103,0.04633959819,-0.2492603669,-0.02172600276,0.1015061418,22.26626627,1.631224323,-0.05293080593,-0.08180963147,0.02887882554,-1.049454617,-0.8263775929,-0.2230770239,1.007691333,0.7840696638,0.2236216693,0.2978503652,0.2735461645,0.02430420072,-0.4160235568,-0.01841708011,-0.3976064767,-0.08778915295,-0.08801147055,0.0002223175943,0.003389857696,0.001366091726,0.00202376597,-0.000152233322,0.006639578681,-0.006791812003,-0.02148234681,-0.02153674879,5.440197908e-05,0.6774947357,-7.317600473
train,20260604_185934,C0_neutral,v001,ok,26,0.1193726,transition,transition_before_post_stall,False,4.294982483,11.29871065,13.99270877,3.424798973,0.4070443135,0.007818694488,0.5802534108,0.05160831361,-0.2650134204,-0.02357055634,0.155225918,22.60707697,1.643287683,-0.09662380099,-0.07920274448,-0.01742105651,-1.018477673,-0.8173922268,-0.2010854459,0.9648923978,0.7739862439,0.190906154,0.3400229248,0.2744966693,0.06552625552,-0.4458406415,-0.01929464427,-0.4265459973,-0.09688837702,-0.08662188909,-0.01026648794,0.003326729481,0.0002309653418,0.003095764139,0.001696260052,0.006654420232,-0.00495816018,-0.02276993626,-0.02035718787,-0.002412748393,0.6721204742,-7.768880981
train,20260604_185934,C0_neutral,v001,ok,27,0.1253916,transition,transition_before_post_stall,False,4.249775569,11.06211284,14.18256807,3.382971364,0.3228290495,0.006267012493,0.5804849297,0.0521781067,-0.2257771792,-0.0202944558,0.1826810617,22.69363748,1.649094059,-0.1152925304,-0.07796481413,-0.03732771627,-0.9986902212,-0.8133576121,-0.185332609,0.9400019792,0.7694640738,0.1705379054,0.3564699209,0.2748711635,0.08159875733,-0.4418696681,-0.01853236471,-0.4233373034,-0.09926201881,-0.08465906615,-0.01460295266,0.003015749243,0.0003340063704,0.002681742872,0.002756716499,0.006184181198,-0.003427464699,-0.02283928137,-0.01947927571,-0.003360005657,0.6465322304,-7.769865034
train,20260604_185934,C0_neutral,v001,ok,28,0.1314068,transition,transition_before_post_stall,False,4.227527915,10.94659527,14.27990098,3.308884,0.2784782353,0.005434489108,0.5872760475,0.05306634389,-0.1961313881,-0.01772245903,0.1973616173,22.71275119,1.651931208,-0.1243797951,-0.07732482409,-0.04705497102,-0.9832282029,-0.8117915376,-0.1714366653,0.9221693252,0.767636191,0.1545331342,0.3630589044,0.275171414,0.08788749035,-0.4308850741,-0.017748363,-0.4131367111,-0.09587257085,-0.08338758379,-0.01248498706,0.002115334551,0.0005009793955,0.001614355155,0.003092485625,0.005752183839,-0.002659698214,-0.02182904225,-0.01898635943,-0.002842682819,0.6206402926,-7.416131588
train,20260604_185934,C0_neutral,v001,ok,29,0.1374497,transition,transition_before_post_stall,False,4.203785724,10.82398633,14.38453822,3.33152643,0.2377824174,0.004666519828,0.589277137,0.05354789257,-0.1930804555,-0.01754531245,0.2135692666,22.73485963,1.654684234,-0.1194639242,-0.07668104724,-0.04278287698,-0.968987512,-0.8099073645,-0.1590801475,0.90893174,0.7654672032,0.1434645368,0.35644287,0.2754811841,0.08096168592,-0.4361562112,-0.01796942462,-0.4181867866,-0.08990977199,-0.08254337379,-0.007366398193,0.001155360982,-3.832472955e-06,0.001159193455,0.004680688655,0.005754039434,-0.001073350779,-0.02024209125,-0.01858363632,-0.001658454928,0.6132796542,-6.883557986
train,20260604_185934,C0_neutral,v001,ok,30,0.1455251,transition,transition_before_post_stall,False,4.155754775,10.57805737,14.62512685,3.305107672,0.1972500923,0.003915806753,0.5707193689,0.05246093928,-0.1744665511,-0.01603709221,0.252363198,22.80958153,1.660078555,-0.1048856641,-0.07522895883,-0.02965670524,-0.9609395722,-0.8068180884,-0.1541214837,0.9033207493,0.7616811595,0.1416395898,0.3441184212,0.2765079301,0.06761049113,-0.42917556,-0.01780654448,-0.4113690155,-0.07738968886,-0.08451337018,0.007123681318,-4.158553321e-07,-0.0008882983192,0.0008878824638,0.003454341568,0.005569765663,-0.002115424096,-0.01702747557,-0.018594846,0.001567370426,0.5871167004,-5.793876756
train,20260604_185934,C0_neutral,v001,ok,31,0.1518016,transition,transition_before_post_stall,False,4.134729807,10.47129423,14.75463021,3.30641221,0.160847895,0.003209387785,0.5817399839,0.0537458756,-0.1813392281,-0.01675359416,0.2740380911,22.81943422,1.662660652,-0.09698989442,-0.07447033094,-0.02251956348,-0.9508132387,-0.805577065,-0.1452361737,0.8947591195,0.7600473408,0.1347117787,0.3359448952,0.2771791435,0.05876575176,-0.4386247581,-0.01826203888,-0.4203627192,-0.0741001223,-0.08412366748,0.01002354518,-0.0003239070016,-0.001899291541,0.001575384539,0.004135048118,0.005630039621,-0.001494991503,-0.01613914541,-0.01832229232,0.002183146912,0.5878209188,-5.502211879
train,20260604_185934,C0_neutral,v001,ok,32,0.157832,transition,transition_before_post_stall,False,4.091910008,10.2555331,15.03007254,3.318550762,0.102082927,0.002058168792,0.5894456067,0.05502765733,-0.1994256095,-0.01861736516,0.3217029308,22.83452551,1.6676156,-0.09371010941,-0.07287320329,-0.02083690611,-0.942224994,-0.8032420775,-0.1389829164,0.885689867,0.7568651286,0.1288247385,0.3348477017,0.2786817469,0.05616595479,-0.4632098308,-0.0193262215,-0.4438836093,-0.07223772514,-0.08463762959,0.01239990446,-0.00102636464,-0.004212773398,0.003186408759,0.005317208534,0.005855409607,-0.0005382010729,-0.01540932265,-0.01805439665,0.002645073999,0.6019331213,-5.269629874
train,20260604_185934,C0_neutral,v001,ok,33,0.1636564,transition,transition_before_post_stall,False,4.069787574,10.14494218,15.16583567,3.311316369,0.07097100021,0.001438676444,0.5870248813,0.05509956,-0.1997714894,-0.01875103002,0.3458615181,22.82624364,1.669993071,-0.08688419567,-0.07207041796,-0.01481377771,-0.9322769372,-0.8020668385,-0.1302100987,0.8770781155,0.7552783753,0.1217997401,0.3277546804,0.2793920799,0.04836260052,-0.4662512213,-0.01959975503,-0.4466514662,-0.06745972235,-0.08467052884,0.01721080649,-0.001440182192,-0.005227388411,0.003787206218,0.004358130744,0.005878320761,-0.001520190017,-0.0142349312,-0.01786664858,0.003631717382,0.5952890913,-4.876291757
train,20260604_185934,C0_neutral,v001,ok,34,0.1694196,transition,transition_before_post_stall,False,4.050370821,10.04837107,15.40088213,3.369331331,0.06353001478,0.00129401145,0.5768473147,0.05440382719,-0.2000546545,-0.01886762506,0.3885054335,22.84875012,1.672189481,-0.0861681966,-0.07075709301,-0.01541110359,-0.9358106979,-0.8014220714,-0.1343886265,0.8793231961,0.75385303,0.1254701661,0.3315981561,0.2810507283,0.05054742779,-0.4756098038,-0.02023518171,-0.455374622,-0.06686392934,-0.08816750794,0.0213035786,-0.002588323315,-0.006807750307,0.004219426992,0.005146351381,0.006042651071,-0.0008962996902,-0.01397490314,-0.01842746,0.004452556862,0.6017331881,-4.78753123
train,20260604_185934,C0_neutral,v001,ok,35,0.1754414,transition,transition_before_post_stall,False,4.028662896,9.940951399,15.57186612,3.354146723,0.05692661951,0.001165758027,0.5943724096,0.05635871412,-0.1917565228,-0.01818245746,0.4200314456,22.8668243,1.674414945,-0.07522694914,-0.06991120963,-0.00531573951,-0.9385651991,-0.8032095907,-0.1353556084,0.883920255,0.7549599357,0.1289603193,0.3244205752,0.2829641662,0.041456409,-0.488247225,-0.0203655868,-0.4678816382,-0.06647414031,-0.08988706421,0.0234129239,-0.003451667056,-0.007858226366,0.00440655931,0.006514740072,0.005926508629,0.0005882314432,-0.01374491084,-0.01858601973,0.004841108888,0.6104075814,-4.708978449
train,20260604_185934,C0_neutral,v001,ok,36,0.1813715,transition,transition_before_post_stall,False,4.006848883,9.833588256,15.6970234,3.4364033,0.03868397473,0.0007964932066,0.576667856,0.05497764638,-0.1979652883,-0.01887336966,0.4433005266,22.86997444,1.676585432,-0.05895279153,-0.06917640374,0.01022361221,-0.9430605541,-0.8019771239,-0.1410834302,0.891940165,0.7533523253,0.1385878397,0.3118996351,0.2835717829,0.02832785223,-0.4993465127,-0.02105412416,-0.4782923885,-0.06934385411,-0.09075487992,0.0214110258,-0.004509204616,-0.008909660663,0.004400456047,0.007775225002,0.006198985683,0.001576239319,-0.01418342913,-0.01856279008,0.004379360953,0.6182877648,-4.85611783
train,20260604_185934,C0_neutral,v001,ok,37,0.1874907,transition,transition_before_post_stall,False,3.987093665,9.736860983,15.85845463,3.373479542,0.01154056115,0.0002387945643,0.5631813452,0.05395791821,-0.1600136006,-0.01533076486,0.4734713211,22.83342536,1.678645854,-0.04977268365,-0.06824040042,0.01846771678,-0.9405184217,-0.8020029944,-0.1385154274,0.8911210412,0.7528310306,0.1382900107,0.3048860632,0.2847999203,0.02008614287,-0.4927100579,-0.02018570783,-0.4725243501,-0.06997005606,-0.0910682326,0.02109817654,-0.006165149139,-0.00923115466,0.003066005521,0.01016487859,0.005775247948,0.004389630638,-0.01417073701,-0.01844366072,0.004272923705,0.6048208193,-4.828516266
train,20260604_185934,C0_neutral,v001,ok,38,0.1934651,transition,transition_before_post_stall,False,3.964897876,9.62875429,15.9756718,3.304954161,-0.01111915681,-0.0002313629419,0.5269040072,0.05076482095,-0.1319495708,-0.0127127451,0.4954385192,22.7984842,1.680701021,-0.04725503339,-0.06745214252,0.02019710913,-0.942246744,-0.8004184297,-0.1418283143,0.8928499361,0.7509403895,0.1419095466,0.3047637716,0.2851455515,0.01961822013,-0.4906050867,-0.01933966878,-0.4712654179,-0.07422117821,-0.09159922604,0.01737804783,-0.007545116136,-0.009303525261,0.001758409125,0.01278363435,0.005489899462,0.007293734884,-0.01486480429,-0.01834522977,0.003480425481,0.5978683923,-5.04106308
train,20260604_185934,C0_neutral,v001,ok,39,0.1999769,transition,transition_before_post_stall,False,3.925256907,9.437180592,16.26437051,3.325920457,-0.07542173133,-0.00158519378,0.5459381317,0.05312986418,-0.1433512772,-0.01395072709,0.5494972933,22.69983363,1.684447051,-0.06201877978,-0.06601604463,0.003997264847,-0.9355403549,-0.8028072479,-0.132733107,0.8807301056,0.7521895122,0.1285405934,0.321553364,0.2882161224,0.03333724159,-0.5259838654,-0.02037203584,-0.5056118296,-0.08238739478,-0.08951779544,0.007130400653,-0.009047583376,-0.01182402794,0.002776444567,0.01558618899,0.005676520272,0.009909668716,-0.01617202049,-0.01757166404,0.001399643547,0.6219012214,-5.486967749
train,20260604_185934,C0_neutral,v001,ok,40,0.2056999,transition,transition_before_post_stall,False,3.901215923,9.321934979,16.35455545,3.195885335,-0.1118395264,-0.002365098757,0.4921290398,0.04818838457,-0.1117427666,-0.01094164939,0.5663050411,22.61527701,1.686286525,-0.06662509105,-0.06529184166,-0.001333249392,-0.93928308,-0.8003218918,-0.1389611882,0.8825171201,0.7495540502,0.1329630699,0.3284130628,0.2880050016,0.04040806122,-0.5213238523,-0.01901482959,-0.5023090227,-0.0907086539,-0.08854302252,-0.002165631387,-0.009765803797,-0.01134344107,0.001577637276,0.01775795782,0.005287831951,0.01247012587,-0.01758798306,-0.01716807728,-0.0004199057807,0.6124481344,-5.938671153
train,20260604_185934,C0_neutral,v001,ok,41,0.2117141,transition,transition_before_post_stall,False,3.886994233,9.254093554,16.57038249,3.192667178,-0.1329758274,-0.002822362243,0.4919177084,0.04834392679,-0.1117158339,-0.01097903573,0.6062218492,22.55862535,1.687902455,-0.06004818136,-0.06425495079,0.004206769437,-0.934377912,-0.8029993437,-0.1313785683,0.8784479964,0.7513258226,0.1271221738,0.3240323812,0.2905962026,0.03343617866,-0.5321397195,-0.0193203679,-0.5128193516,-0.09352587776,-0.08913302992,-0.004392847835,-0.01056664479,-0.01260632074,0.002039675952,0.01973730109,0.005331842941,0.01440545815,-0.01800225568,-0.01715670179,-0.0008455538913,0.6175797881,-6.077301202
train,20260604_185934,C0_neutral,v001,ok,42,0.2174396,transition,transition_before_post_stall,False,3.866516581,9.156844662,16.65176639,3.200876092,-0.19267516,-0.004111116653,0.4647133612,0.04591225726,-0.1075619026,-0.01062678666,0.6211246756,22.4306543,1.689493657,-0.07233357981,-0.06370973323,-0.008623846579,-0.9122363322,-0.8016968714,-0.1105394608,0.8532533661,0.7498206794,0.1034326867,0.3307052551,0.290767523,0.03993773205,-0.5434570109,-0.01928557899,-0.5241714319,-0.09531394389,-0.08514592074,-0.01016802315,-0.01101043513,-0.01284116933,0.001830734193,0.02244766956,0.00539210108,0.01705556848,-0.01815363227,-0.0162170158,-0.001936616466,0.6184451582,-6.123334468
train,20260604_185934,C0_neutral,v001,ok,43,0.2234289,transition,transition_before_post_stall,False,3.853487947,9.095238734,16.87905501,3.176379893,-0.1942415573,-0.004158551602,0.4249906636,0.04212973693,-0.07786553046,-0.007718885602,0.6621693816,22.36940574,1.690926379,-0.07109389634,-0.06257173599,-0.008522160356,-0.9215496151,-0.8044016035,-0.1171480115,0.8612067795,0.7515799588,0.1096268207,0.3356053009,0.2934360705,0.04216923047,-0.5332665317,-0.01846113,-0.5148054017,-0.0971168497,-0.08772296192,-0.009393887782,-0.01106489011,-0.01268343198,0.001618541872,0.02344149082,0.005166453352,0.01827503747,-0.01837257108,-0.01659543486,-0.001777136218,0.6054162265,-6.180430237
train,20260604_185934,C0_neutral,v001,ok,44,0.22948,transition,transition_before_post_stall,False,3.815026152,8.91458503,17.16928611,3.082572922,-0.2625593066,-0.005677849098,0.4071246879,0.04076554775,-0.04796382656,-0.00480263595,0.7129962892,22.13236559,1.693567977,-0.07758581955,-0.06121328945,-0.0163725301,-0.9082046492,-0.8091892083,-0.0990154409,0.8448290733,0.7550591872,0.0897698861,0.3422266518,0.2973547806,0.04487187122,-0.5366458499,-0.01760307863,-0.5190427713,-0.09746978004,-0.08394651523,-0.01352326482,-0.0105293284,-0.01313796502,0.002608636626,0.02466928337,0.004787782526,0.01988150085,-0.01807308806,-0.0155655708,-0.002507517261,0.5940894931,-6.067090814
train,20260604_185934,C0_neutral,v001,ok,45,0.2355489,transition,transition_before_post_stall,False,3.792773728,8.810893689,17.20221711,2.974498699,-0.3081696941,-0.006703273538,0.3666407866,0.03692727026,-0.004298265511,-0.0004329120435,0.7186282255,21.96761273,1.694875163,-0.06963170867,-0.06091010824,-0.008721600433,-0.8973960202,-0.8082607423,-0.0891352779,0.8366595003,0.7540908879,0.08256861242,0.3319172674,0.2972244969,0.03469277049,-0.5191388575,-0.01588141374,-0.5032574438,-0.09230694902,-0.08027447238,-0.01203247664,-0.01022093121,-0.01170217595,0.001481244737,0.02541558925,0.004237896641,0.02117769261,-0.01691669833,-0.01471155799,-0.002205140346,0.5677511325,-5.662805626
