audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_flow_map_information_gain,flow_map_information_gain_positive_count,mean_information_gain_score_component,information_gain_score_component_positive_count,mean_route_memory_score_component,route_memory_score_component_positive_count,mean_route_flow_exploitation_m,mean_route_flow_information_gain,mean_route_flow_confidence,mean_memory_cost_benefit_total_benefit,mean_memory_cost_benefit_total_cost,mean_memory_cost_benefit_net_value,memory_cost_benefit_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03376091096607055,0.8659471758856944,5.059890134863878e-10,4,0.5746646639325155,20,0.049188767900254095,20,0.0494422286056226,20,-0.00017930572421847305,0.219389591065449,0.00125659153712514,0.0494422286056226,0.0,0.0494422286056226,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",20,20,1,1,0,0.00054655083152755,0.010931016630551,6.353924041647e-05,0.43008920782272264,1,0.03234564421549221,0.8587411419428067,3.833189468256065e-07,2,0.5682584519540291,20,0.047771201531818255,20,0.04792960899299389,20,1.5585309064794629e-06,0.21946410487748197,6.1860116325899995e-06,0.04799314823341037,6.353924041647e-05,0.04792960899299389,20,0.00048301159111108,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03218652219261108,0.8318972911489567,0.0,0,0.568608840168958,20,0.048158560978086115,20,0.04838452941912595,20,8.611063632234999e-06,0.274454301896472,5.815246682606e-05,0.04838452941912595,0.0,0.04838452941912595,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",20,20,1,1,0,0.000546384319889105,0.0109276863977821,6.353924041647e-05,0.42995817726793917,1,0.03192511826953368,0.8655552931440674,3.58057463193358e-07,4,0.5748921728057995,20,0.048580858157624765,20,0.04879607692734092,20,6.462869687616243e-06,0.21387709114611497,2.830847236820145e-05,0.0488596161677574,6.353924041647e-05,0.04879607692734092,20,0.00048284507947263494,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03263953339529867,0.8659532641677687,1.9189914974289393e-07,4,0.5771125797864174,20,0.04814071437661899,20,0.04838089081003352,20,3.970952623942187e-07,0.18794900412012963,2.410368502843404e-06,0.04838089081003352,0.0,0.04838089081003352,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.030996106167775796,0.8666303545776461,3.3028175781027726e-07,3,0.575514545409822,20,0.04928832837480658,20,0.049566636350454205,20,2.6166613836236484e-06,0.22041772599946566,1.6920381382961193e-05,0.049566636350454205,0.0,0.049566636350454205,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",20,20,1,1,0,0.000215344063810265,0.0043068812762053,6.353924041647e-05,0.1694575371052447,1,0.05406426206557101,0.8475148193198878,8.854784881794387e-07,7,0.5607661828518689,20,0.04809556226482222,20,0.04815853882991257,20,-0.0003391487075043551,0.23206109321065957,0.005414565083438655,0.048222078070329036,6.353924041647e-05,0.04815853882991257,20,0.000151804823393795,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",20,20,2,2,0,0.000386985453194,0.0044788217803002,0.00012855526239946997,0.2991518970279114,2,0.04700888291074889,0.8230399022727113,8.910443186168736e-07,9,0.5629327909803137,20,0.048934306846570345,20,0.048927271580677965,20,-0.00020476364229085115,0.2923272644329345,0.0025714235910309835,0.049055826843077445,0.00012855526239946997,0.048927271580677965,20,0.000258430190794525,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",20,20,2,2,0,0.000752622136545995,0.0110441820106622,0.00011009248328941001,0.750802211834152,2,0.040524974793744735,0.8588808429275445,1.5906533494981383e-06,7,0.5693557375613121,20,0.04908923347453083,20,0.049337273143778865,20,1.0730330315413484e-05,0.22550690123863104,0.0006101500020360925,0.049447365627068265,0.00011009248328941001,0.049337273143778865,20,0.00064252965325659,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",20,20,3,3,0,0.000770214153663805,0.0074015478004869,0.00023941543633967501,0.5824307826140437,3,0.03985449647925739,0.8602933822758109,1.4756140256608384e-06,8,0.5699480248638571,20,0.04876739272670903,20,0.04886528853319071,20,4.0691240550480136e-05,0.2232545698927555,0.0008655587741181438,0.049104703969530386,0.00023941543633967501,0.04886528853319071,20,0.000530798717324125,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",20,20,2,2,0,0.00088310658881873,0.0134921687554765,0.00019705005099389999,0.4167122614380788,2,0.03875875406704831,0.8601261906433131,2.7967736705213852e-06,8,0.5691885717498034,20,0.04845573862564727,20,0.04855640782282564,20,-1.278617654605644e-05,0.21521606462830914,0.0005604238115681854,0.04875345787381954,0.00019705005099389999,0.04855640782282564,20,0.000686056537824825,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
