case_id,primitive_id,start_state_family,W_layer,environment_mode,candidate_index,candidate_weight_label,duration_s,completed_full_duration,termination_cause,floor_violation,wall_violation,altitude_delta_m,speed_initial_m_s,speed_final_m_s,minimum_speed_m_s,minimum_floor_margin_m,minimum_wall_margin_m,minimum_ceiling_margin_m,yaw_delta_deg,roll_delta_deg,pitch_delta_deg,initial_roll_rate_rad_s,final_roll_rate_rad_s,roll_rate_delta_rad_s,lateral_delta_m,signed_lateral_delta_m,signed_roll_rate_delta_rad_s,turn_expected_lateral_sign,turn_expected_roll_sign,trajectory_integrated_updraft_gain_m,saturation_fraction,max_abs_command_norm,max_abs_surface_rad,selection_score
same_start_mild_turn_left,mild_turn_left,inflight_nominal,W0,dry_air,6,mild_turn_left_robust_anchor_balanced_robust_ref_left_bias_006,0.6,True,completed_full_duration,False,False,-0.48782123801159893,5.5,5.568489173341725,5.5,1.312178761988401,0.9085946390846817,1.3114200551436683,-6.744390549688604,-19.882688160896034,10.447191234351727,0.15261966630223167,-0.07553401221744949,-0.22815367851968116,-0.07847092530663602,-0.07847092530663602,0.22815367851968116,1.0,-1.0,0.0,0.8333333333333334,1.0,0.5600492465768562,1.410783229854098
same_start_mild_turn_left,mild_turn_left,inflight_nominal,W0,dry_air,7,mild_turn_left_robust_anchor_balanced_agile_ref_right_bias_007,0.6,True,completed_full_duration,False,False,-0.489633799337972,5.5,5.575297340481748,5.5,1.310366200662028,0.9085946390846817,1.3114200551436683,-4.915471329768552,-19.386925513990278,10.407177621297171,0.15261966630223167,0.004751791166482833,-0.14786787513574884,-0.0800489984771332,-0.0800489984771332,0.14786787513574884,1.0,-1.0,0.0,0.8666666666666667,1.0,0.5600492465768562,1.3833915386568822
same_start_mild_turn_right,mild_turn_right,inflight_nominal,W0,dry_air,0,mild_turn_right_robust_anchor_nominal_ref_nominal_000,0.6,True,completed_full_duration,False,False,-0.37275992567181526,5.5,5.353491537172542,5.353491537172542,1.4254375968633135,0.9085946390846817,1.3114200551436683,0.5635012564561117,2.192323606526626,17.25681078285942,0.15261966630223167,-0.057701154357704065,-0.21032082065993574,0.13251002800356199,-0.13251002800356199,-0.21032082065993574,-1.0,1.0,0.0,0.7,1.0,0.48004221135159103,1.5634744214566783
same_start_mild_turn_right,mild_turn_right,inflight_nominal,W0,dry_air,1,mild_turn_right_robust_anchor_attitude_heavy_ref_pitch_up_001,0.6,True,completed_full_duration,False,False,-0.34089818837857866,5.5,5.2475928047133005,5.2475928047133005,1.452940367861927,0.9085946390846817,1.3114200551436683,0.2414217136443176,2.7548025939575025,19.096088675570805,0.15261966630223167,-0.6537573734970241,-0.8063770397992558,0.15942459281159022,-0.15942459281159022,-0.8063770397992558,-1.0,1.0,0.0,0.7333333333333333,1.0,0.5202874976188329,1.549552449707306
same_start_mild_turn_right,mild_turn_right,inflight_nominal,W0,dry_air,3,mild_turn_right_robust_anchor_rate_damped_ref_damped_level_003,0.6,True,completed_full_duration,False,False,-0.3897128246200823,5.5,5.403114306513776,5.403114306513776,1.4090996639192381,0.9085946390846817,1.3114200551436683,1.3726302343168473,3.740196293771978,17.119806018344637,0.15261966630223167,-0.542263380699203,-0.6948830470014347,0.15138589149188414,-0.15138589149188414,-0.6948830470014347,-1.0,1.0,0.0,0.7333333333333333,1.0,0.5600492465768562,1.5300265952107048
same_start_mild_turn_right,mild_turn_right,inflight_nominal,W0,dry_air,5,mild_turn_right_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.6,True,completed_full_duration,False,False,-0.33389346323957403,5.5,5.200540730689355,5.200540730689355,1.4586397358881396,0.9085946390846817,1.3114200551436683,0.5123600023556522,0.5494361937930112,19.200978223958117,0.15261966630223167,-0.7627890727282242,-0.9154087390304558,0.15212030904675355,-0.15212030904675355,-0.9154087390304558,-1.0,1.0,0.0,0.7333333333333333,1.0,0.5600492465768562,1.552354339762908
same_start_mild_turn_right,mild_turn_right,inflight_nominal,W0,dry_air,6,mild_turn_right_robust_anchor_balanced_robust_ref_left_bias_006,0.6,True,completed_full_duration,False,False,-0.4256211460958659,5.5,5.468331842018248,5.468331842018248,1.3743788539041342,0.9085946390846817,1.3114200551436683,1.6007439665561563,6.0567053844493985,14.281890188262974,0.15261966630223167,-0.8575692036055059,-1.0101888699077377,0.17933770947695116,-0.17933770947695116,-1.0101888699077377,-1.0,1.0,0.0,0.6666666666666666,1.0,0.5600492465768562,1.5689965999537248
same_start_mild_turn_right,mild_turn_right,inflight_nominal,W0,dry_air,7,mild_turn_right_robust_anchor_balanced_agile_ref_right_bias_007,0.6,True,completed_full_duration,False,False,-0.41928357823479345,5.5,5.44934496276777,5.44934496276777,1.3807164217652068,0.9085946390846817,1.3114200551436683,1.4880643513713954,5.904024695185438,14.42921903431703,0.15261966630223167,-0.8675238738004036,-1.0201435401026353,0.17808844844919902,-0.17808844844919902,-1.0201435401026353,-1.0,1.0,0.0,0.6666666666666666,1.0,0.5600492465768562,1.5715316270981536
same_start_energy_retaining_bank,energy_retaining_bank,inflight_nominal,W0,dry_air,0,energy_retaining_bank_robust_anchor_nominal_ref_nominal_000,0.6,True,completed_full_duration,False,False,-0.3992253689111853,5.5,5.413404940799481,5.413404940799481,1.4007746310888147,0.9085946390846817,1.3114200551436683,-0.41123401840779916,-0.5000831933408327,14.940856822743863,0.15261966630223167,0.019923892821549702,-0.13269577348068196,0.10060346123196134,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.5157498966935768,1.5795549108275968
same_start_energy_retaining_bank,energy_retaining_bank,inflight_nominal,W0,dry_air,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.6,True,completed_full_duration,False,False,-0.3451445765292118,5.5,5.252800126390171,5.252800126390171,1.4497085338024256,0.9085946390846817,1.3114200551436683,-1.1512341329145543,-1.5916826058431903,17.98731662033134,0.15261966630223167,-0.18099415430811877,-0.33361382061035044,0.10147609223197251,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.52069456039574,1.5745205611137196
same_start_energy_retaining_bank,energy_retaining_bank,inflight_nominal,W0,dry_air,3,energy_retaining_bank_robust_anchor_rate_damped_ref_damped_level_003,0.6,True,completed_full_duration,False,False,-0.4175301350097864,5.5,5.449302035726469,5.449302035726469,1.3824698649902136,0.9085946390846817,1.3114200551436683,-0.35925246243041165,-0.422285505009565,14.451371413492778,0.15261966630223167,0.040277465779701926,-0.11234220052252974,0.09520301177505719,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.5600492465768562,1.5455663377214899
same_start_energy_retaining_bank,energy_retaining_bank,inflight_nominal,W0,dry_air,5,energy_retaining_bank_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.6,True,completed_full_duration,False,False,-0.3417268723109388,5.5,5.218016191907761,5.218016191907761,1.4520327480928672,0.9085946390846817,1.3114200551436683,-1.1000851774487226,-2.009114719681238,18.279095725717422,0.15261966630223167,-0.22165446173127928,-0.37427412803351096,0.09409814896560004,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.5600492465768562,1.5758876428010287
same_start_energy_retaining_bank,energy_retaining_bank,inflight_nominal,W0,dry_air,6,energy_retaining_bank_robust_anchor_balanced_robust_ref_left_bias_006,0.6,True,completed_full_duration,False,False,-0.41355339883897435,5.5,5.434299267519017,5.434299267519017,1.3864466011610257,0.9085946390846817,1.3114200551436683,-1.720483153444521,-4.465426652014988,13.975067607262726,0.15261966630223167,-0.030051399089769948,-0.18267106539200162,0.06077675472960531,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,1.0,0.5403192968886026,1.600490365523148
same_start_energy_retaining_bank,energy_retaining_bank,inflight_nominal,W0,dry_air,7,energy_retaining_bank_robust_anchor_balanced_agile_ref_right_bias_007,0.6,True,completed_full_duration,False,False,-0.36140438989323664,5.5,5.348928841297972,5.348928841297972,1.4321586137916067,0.9085946390846817,1.3114200551436683,1.588740857067187,4.344309052902326,18.761858513807454,0.15261966630223167,-0.16220522247666136,-0.31482488877889303,0.14734201160142585,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,1.0,0.48004221135159103,1.621349969101443
