summary_section,fan_branch,W_layer,primitive_family,failure_label,evidence_role,accepted,row_count,minimum_margin_min_m,minimum_margin_mean_m,energy_residual_min_m,energy_residual_mean_m,energy_residual_max_m,archive_prepared_status,mission_evidence_ready_status,archive_chunk_index,archive_chunk_count
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_left,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_right,,,,4,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,recovery,,,,31,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,118,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,primitive_entry_check_failed,partial_feedback,,232,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,true_safety_violation,ablation_diagnostic,,144,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,118,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,primitive_entry_check_failed,partial_feedback,,240,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,true_safety_violation,ablation_diagnostic,,144,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,118,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,primitive_entry_check_failed,partial_feedback,,232,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,true_safety_violation,ablation_diagnostic,,144,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,118,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,primitive_entry_check_failed,partial_feedback,,240,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,true_safety_violation,ablation_diagnostic,,144,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,primitive_entry_check_failed,partial_feedback,,232,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,true_safety_violation,ablation_diagnostic,,142,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,214,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,primitive_entry_check_failed,partial_feedback,,232,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,true_safety_violation,ablation_diagnostic,,142,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,116,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,212,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,primitive_entry_check_failed,partial_feedback,,176,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,ablation_diagnostic,,144,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,partial_feedback,,6,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,,,,4,0.0517023651900001,0.0987341707275,-0.3795183236290045,-0.3008518702745997,-0.2062993832122064,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,,,,4,0.0517023651900001,0.0987341707275,-0.3795183236290045,-0.3008518702745997,-0.2062993832122064,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,,,,4,0.0517023651900001,0.0987341707275,-0.3801752947949737,-0.301118283875795,-0.2048981075507581,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,,,,4,0.0517023651900001,0.0987341707275,-0.3795183236290045,-0.3008518702745997,-0.2062993832122064,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,,,,27,0.00707057847,0.0732264343262963,-0.4376338872129173,-0.2756509198826791,-0.1628998084833322,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,energy_retaining_bank,,,,4,0.0517023651900001,0.0987341707275,-0.3465678059467034,-0.1965911568585602,-0.1233907986773377,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_dwell_arc,,,,4,0.0517023651900001,0.0987341707275,-0.3465678059467034,-0.1965911568585602,-0.1233907986773377,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_left,,,,4,0.0517023651900001,0.0987341707275,-0.3487193035710878,-0.1964766921131336,-0.1285669308610222,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_right,,,,4,0.0517023651900001,0.0987341707275,-0.3465678059467034,-0.1965911568585602,-0.1233907986773377,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,,,,31,0.00449786726,0.0687931720662237,-0.4198366585362443,-0.2033554465991036,-0.0743936116808514,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,glide,primitive_entry_check_failed,,,120,0.00449786726,0.1027124664439167,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_entry,primitive_entry_check_failed,,,120,0.00449786726,0.1027124664439167,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,primitive_entry_check_failed,,,88,0.0087340388200001,0.1141840336810227,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W0,recovery,true_safety_violation,,,5,-0.0338831356750468,-0.0257954679550933,-0.5143609529080164,-0.4694088903014607,-0.429784189957707,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,energy_retaining_bank,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,glide,primitive_entry_check_failed,,,120,0.00449786726,0.1027124664439167,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_dwell_arc,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,lift_entry,primitive_entry_check_failed,,,120,0.00449786726,0.1027124664439167,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_left,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,mild_coordinated_turn_right,primitive_entry_check_failed,,,116,0.00449786726,0.1028496490548276,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,primitive_entry_check_failed,,,88,0.0087340388200001,0.1141840336810227,0.0,0.0,0.0,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
weak_partial_feedback_margin_energy_summary,single_fan_branch,W1,recovery,true_safety_violation,,,1,-0.0244438114815088,-0.0244438114815088,-0.5110052775712641,-0.5110052775712641,-0.5110052775712641,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
readiness_status,all,"W0,W1",all,,,,5000,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,0,96
row_count_by_branch_layer,single_fan_branch,W0,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
row_count_by_branch_layer,single_fan_branch,W1,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
non_dry_w1_measured_updraft_by_branch,single_fan_branch,W1,,,,,2500,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,energy_retaining_bank,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,lift_dwell_arc,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,mild_coordinated_turn_left,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,mild_coordinated_turn_right,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W0,recovery,,,,31,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,energy_retaining_bank,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,lift_dwell_arc,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_left,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,mild_coordinated_turn_right,,,,7,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_by_branch_layer_primitive,single_fan_branch,W1,recovery,,,,32,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,86,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,232,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,primitive_entry_check_failed,partial_feedback,,258,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,energy_retaining_bank,true_safety_violation,ablation_diagnostic,,126,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,86,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,233,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,primitive_entry_check_failed,partial_feedback,,270,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,glide,true_safety_violation,ablation_diagnostic,,123,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,86,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,233,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,primitive_entry_check_failed,partial_feedback,,256,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_dwell_arc,true_safety_violation,ablation_diagnostic,,123,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,86,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,233,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,primitive_entry_check_failed,partial_feedback,,270,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,lift_entry,true_safety_violation,ablation_diagnostic,,123,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,88,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,232,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,primitive_entry_check_failed,partial_feedback,,256,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_left,true_safety_violation,ablation_diagnostic,,126,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,88,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,233,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,primitive_entry_check_failed,partial_feedback,,256,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,mild_coordinated_turn_right,true_safety_violation,ablation_diagnostic,,125,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked_partial,,88,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,diagnostic_open_loop_not_mission_evidence,ablation_diagnostic,,225,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,primitive_entry_check_failed,partial_feedback,,204,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,ablation_diagnostic,,133,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
rejection_failure_counts_by_branch_primitive,single_fan_branch,,recovery,true_safety_violation,partial_feedback,,3,,,,,,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,energy_retaining_bank,,,,7,0.0559836342599999,0.0998702465485714,-0.4554568437080872,-0.3288624612341633,-0.251230152077317,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,lift_dwell_arc,,,,7,0.0559836342599999,0.0998702465485714,-0.4554568437080872,-0.3288624612341633,-0.251230152077317,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_left,,,,7,0.0559836342599999,0.099522605281282,-0.4543374226656902,-0.3293000052721886,-0.2482886832109558,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
accepted_partial_feedback_margin_energy_summary,single_fan_branch,W0,mild_coordinated_turn_right,,,,7,0.0559836342599999,0.0998702465485714,-0.4554568437080872,-0.3288624612341633,-0.251230152077317,blocked_missing_branch_layer_rows,blocked_no_mission_or_partial_feedback_rows_for_both_branches,1,96
