stage_label,table_name,chunk_index,start_row,row_count,status,relative_path,checksum_sha256,error_type,error
stage_c,r6_1_screen_rows,38,4750,125,skipped,r6_1_screen_rows/c00038.csv.gz,7ce7522dd411599ed88468a7e15ade5f86bd3bc7430c19b1642f357bec4a1cf5,,
stage_c,r6_1_screen_rows,39,4875,125,skipped,r6_1_screen_rows/c00039.csv.gz,3c65d56a6478ab9daded1905eceab76e200b627e69518eb036c032fd8ed2b9bf,,
stage_c,r6_1_screen_rows,40,5000,125,skipped,r6_1_screen_rows/c00040.csv.gz,89187739571002d5f8b7498217efef9ddc9028c6151355554a4de93870d0029f,,
stage_c,r6_1_screen_rows,41,5125,125,skipped,r6_1_screen_rows/c00041.csv.gz,3ad5d0fd48c428e86c5961f15b8b95fb81c415b91d922de0e9ea5d7e34f58207,,
stage_c,r6_1_screen_rows,42,5250,125,skipped,r6_1_screen_rows/c00042.csv.gz,78b881e0c9d382ef67920425cb4b88998ae57e605fec7ad2947d0dd050f8c713,,
stage_c,r6_1_screen_rows,43,5375,125,skipped,r6_1_screen_rows/c00043.csv.gz,75f5b31b9b92e57eb3cf5868077e932eef5d728eb8a68fb75299f140839e9c60,,
stage_c,r6_1_screen_rows,44,5500,125,skipped,r6_1_screen_rows/c00044.csv.gz,b4158faebd37112bd3597cbe4011aceebe0d13eb2ee5790fb90bb1d4c252fe1a,,
stage_c,r6_1_screen_rows,45,5625,125,skipped,r6_1_screen_rows/c00045.csv.gz,b8f55765e84a4b28e83d06ab08fdcfa7137e2c371107abd413ddcb927ce72327,,
stage_c,r6_1_screen_rows,46,5750,125,skipped,r6_1_screen_rows/c00046.csv.gz,93c8299e4757696027f4664253ecf68af88cc579524b7dde8b784e6fd92fff0d,,
stage_c,r6_1_screen_rows,47,5875,125,skipped,r6_1_screen_rows/c00047.csv.gz,0825129be37e51963bf8ce883d203730ff36a8d903ba6cacc9136a7095e0255a,,
stage_c,r6_1_screen_rows,48,6000,125,skipped,r6_1_screen_rows/c00048.csv.gz,77cbc9f7fca17f5dbbb13b277bd58f172093d987cc0e9896f678a232dcf4afcf,,
stage_c,r6_1_screen_rows,49,6125,19,skipped,r6_1_screen_rows/c00049.csv.gz,dd5c91b1048018d975b894530cb42af28fb9f5f5552b9915a7fc9deec2d3e4fb,,
stage_d,r6_1_finalist_rows,0,0,125,skipped,r6_1_finalist_rows/c00000.csv.gz,c238a15d711f4b4f8c28824b4b96471c57b2e038f1f76f8f2dc9a0c16385b9fa,,
stage_d,r6_1_finalist_rows,1,125,125,skipped,r6_1_finalist_rows/c00001.csv.gz,680ee3d418d3e5bdda2164600dee70836a6965456faeccd2bd93ecdd71e7ffcc,,
stage_d,r6_1_finalist_rows,2,250,125,skipped,r6_1_finalist_rows/c00002.csv.gz,810022a2235779cbc0a0cd37e1c78f59a8ac09ba173ca17f72dd71bd69f0ee26,,
stage_d,r6_1_finalist_rows,3,375,125,skipped,r6_1_finalist_rows/c00003.csv.gz,60a229d63952d2406238920e2d6fa0339739fd382459ee80bfdc1aa1251a2d8e,,
stage_d,r6_1_finalist_rows,4,500,125,skipped,r6_1_finalist_rows/c00004.csv.gz,8217ff064f1aedd93f1c55ee455d45ca2ab0aaa5b872f2e88506761aca9f4bd1,,
stage_d,r6_1_finalist_rows,5,625,125,skipped,r6_1_finalist_rows/c00005.csv.gz,22109ca41bc97fc39ba38f92e156767d7e1fe7c20bbb6132ac92056d7ff7e5c7,,
stage_d,r6_1_finalist_rows,6,750,125,skipped,r6_1_finalist_rows/c00006.csv.gz,b103ec4dd2bde76b1a942ec92c7636e7901266c396c32a26f0356ed290c248f4,,
stage_d,r6_1_finalist_rows,7,875,125,skipped,r6_1_finalist_rows/c00007.csv.gz,eda9c849c19135807689c8d4a9b9f0dffa17f1a2d603b6fcf778500f18abc490,,
stage_d,r6_1_finalist_rows,8,1000,125,skipped,r6_1_finalist_rows/c00008.csv.gz,bc3560b0e4658bfd18a87d2298220c50f59b600c308c8e1e8ee2ee4840673d44,,
stage_d,r6_1_finalist_rows,9,1125,125,skipped,r6_1_finalist_rows/c00009.csv.gz,064ea5a1e420f4c8f51e94fc79f18a6393f3eaa909c07748bc3a89236cfb2c91,,
stage_d,r6_1_finalist_rows,10,1250,125,skipped,r6_1_finalist_rows/c00010.csv.gz,e2a2f833b33f206ad51543bdac795869a9a59e71dedb4b1943249d3df847c44c,,
stage_d,r6_1_finalist_rows,11,1375,125,skipped,r6_1_finalist_rows/c00011.csv.gz,6fa7c997e4844920c97ce4643ec7ce1cb30c5cf09c28a5817d0e7b1e23463c17,,
stage_d,r6_1_finalist_rows,12,1500,125,skipped,r6_1_finalist_rows/c00012.csv.gz,98e96a062d3e70b1e96ae882ff0f33c5610a0598b88a23fcb35038b9c64dc6b4,,
stage_d,r6_1_finalist_rows,13,1625,125,skipped,r6_1_finalist_rows/c00013.csv.gz,4eb5b14bffddd182a1ae136d9005ebb3141512166f3ded69e63316b74940a4a6,,
stage_d,r6_1_finalist_rows,14,1750,125,skipped,r6_1_finalist_rows/c00014.csv.gz,2201fbdf96018b652842bcb53672441a1e3fa45543d8baa35361642675dd2fa6,,
stage_d,r6_1_finalist_rows,15,1875,125,skipped,r6_1_finalist_rows/c00015.csv.gz,a66eb2cc9abeb918fb7625551bf2a222dd897b26d1a140cdb17d0a565a58f2f1,,
stage_d,r6_1_finalist_rows,16,2000,125,skipped,r6_1_finalist_rows/c00016.csv.gz,8ab74a55b785676edf87df52114cdc410bbb89967ce7f48355af510da43068ed,,
stage_d,r6_1_finalist_rows,17,2125,125,skipped,r6_1_finalist_rows/c00017.csv.gz,2c25c2e593030f4e7eb688e4354a5e8e69c29f5a32502f1ebd9747c01a7acdc5,,
stage_d,r6_1_finalist_rows,18,2250,125,skipped,r6_1_finalist_rows/c00018.csv.gz,1d0a8c13c473e868f7b8462401bff9e0b2ec18a6cd450553e14c61a4e372c9a8,,
stage_d,r6_1_finalist_rows,19,2375,125,skipped,r6_1_finalist_rows/c00019.csv.gz,76ce3b8bf176d7083062807f601d21ef63a7071b254b599da3c8d8f42f60ecdb,,
stage_d,r6_1_finalist_rows,20,2500,125,skipped,r6_1_finalist_rows/c00020.csv.gz,928facbec69051ab25d3ced5830638a745be6f60c6792aae38c0666884c924ea,,
stage_d,r6_1_finalist_rows,21,2625,125,skipped,r6_1_finalist_rows/c00021.csv.gz,18460ac29101134694ef4bbaee48e97ee8f14ae965fe96333c5d883bd9e1327f,,
stage_d,r6_1_finalist_rows,22,2750,125,skipped,r6_1_finalist_rows/c00022.csv.gz,8c7e12ad1741a3e3751b51651064a884b0f734d0209935220fea041df0d3fc0c,,
stage_d,r6_1_finalist_rows,23,2875,125,skipped,r6_1_finalist_rows/c00023.csv.gz,1c5ed2ec56c97f60ec811b6d7e074162e7bf456e41f01f309224bef084590d5f,,
stage_d,r6_1_finalist_rows,24,3000,125,skipped,r6_1_finalist_rows/c00024.csv.gz,0a385f1d5342ae1c18ccab5f4fefaac8f4b9349b0ccc639235a7d4cc546beacb,,
stage_d,r6_1_finalist_rows,25,3125,125,skipped,r6_1_finalist_rows/c00025.csv.gz,87fb56ef069bc736b6d316428de4c29c751b2277ddd7ee16412869f198062c25,,
stage_d,r6_1_finalist_rows,26,3250,125,skipped,r6_1_finalist_rows/c00026.csv.gz,4b512cfbeb23f2c46a9cf663ced23ecf892a413ea153227fc6b9842b8ad99079,,
stage_d,r6_1_finalist_rows,27,3375,125,skipped,r6_1_finalist_rows/c00027.csv.gz,d0353378e9539cb65323c90fa5bcc804aaf723eff94bf59be2f754d229d25203,,
stage_d,r6_1_finalist_rows,28,3500,125,skipped,r6_1_finalist_rows/c00028.csv.gz,decc53b110564610bec64d0f9c6fb013f4879743ed3bbf7116bd2c52c2c4aeca,,
stage_d,r6_1_finalist_rows,29,3625,125,skipped,r6_1_finalist_rows/c00029.csv.gz,df07da42619c7dbec5590950ded992b6275c00dfe948d0f39193afaa5b458edd,,
stage_d,r6_1_finalist_rows,30,3750,125,skipped,r6_1_finalist_rows/c00030.csv.gz,0fa356b53f25615a0b4cee3f5d6d2e9b8a90bcc2297fb478796b5161613378a4,,
stage_d,r6_1_finalist_rows,31,3875,125,skipped,r6_1_finalist_rows/c00031.csv.gz,33e7ca234cc651e72f447f2623df085740bc5f099180316972780f76170aae5a,,
stage_d,r6_1_finalist_rows,32,4000,125,skipped,r6_1_finalist_rows/c00032.csv.gz,a999bb7741444bee3924571b0eebc2b8070d0eb8c32ff6df059c676bf5dc6ae1,,
stage_d,r6_1_finalist_rows,33,4125,125,skipped,r6_1_finalist_rows/c00033.csv.gz,05f351be90d5dda5bbca63d087cc24853409a758f494c12e0d18b127a9b5a3ae,,
stage_d,r6_1_finalist_rows,34,4250,125,skipped,r6_1_finalist_rows/c00034.csv.gz,6826575f6b5e3a243933f7b8d381f824bceaa0c892c5146464090deda5837d89,,
stage_d,r6_1_finalist_rows,35,4375,125,skipped,r6_1_finalist_rows/c00035.csv.gz,5f441dbd93db2e173596ccbe8460624a85f5537c10834c06910c501831d86ba4,,
stage_d,r6_1_finalist_rows,36,4500,125,skipped,r6_1_finalist_rows/c00036.csv.gz,7cf12b1601a966ab6cf7331e85808e304dd382877f1f80e19c7b552913fe30a3,,
stage_d,r6_1_finalist_rows,37,4625,125,skipped,r6_1_finalist_rows/c00037.csv.gz,279d2b811a89c62be913396ba0ff61c493eba1b47ffb1e1ddbf11116050a7512,,
stage_d,r6_1_finalist_rows,38,4750,125,skipped,r6_1_finalist_rows/c00038.csv.gz,dab5fbd9cb2bda4e51eb1e67e6272dcb717d526c7ec35a976546da545794c57f,,
stage_d,r6_1_finalist_rows,39,4875,125,skipped,r6_1_finalist_rows/c00039.csv.gz,3b9e40ed9ca2f5e3e2489df94b5fdf4aa862e821d11d3e7cc106c052da2601ec,,
stage_d,r6_1_finalist_rows,40,5000,125,skipped,r6_1_finalist_rows/c00040.csv.gz,ecf236ce9f526e47b04851ee8474cd613854b4ea8856400bd52cd890e0a35832,,
stage_d,r6_1_finalist_rows,41,5125,125,skipped,r6_1_finalist_rows/c00041.csv.gz,762541e5a746afca94685035707d731aaf31776d196cfcdc1dd2f96db1d497f7,,
stage_d,r6_1_finalist_rows,42,5250,125,skipped,r6_1_finalist_rows/c00042.csv.gz,b0d89e857dec1be804203fb5351989657d2be8ce2e0719376ee181d4963c5a12,,
stage_d,r6_1_finalist_rows,43,5375,125,skipped,r6_1_finalist_rows/c00043.csv.gz,e30425581e8667efff0cbf18e96f4e1f799d910677f900f934a0ad44016dfbf4,,
stage_d,r6_1_finalist_rows,44,5500,125,skipped,r6_1_finalist_rows/c00044.csv.gz,4cc28e16c85900b17b74f90e493e2a9e59443a7cba5c0d613f9b54ee2d8845f4,,
stage_d,r6_1_finalist_rows,45,5625,125,skipped,r6_1_finalist_rows/c00045.csv.gz,1e1fe81a25f55fdf3465b63af654ae5ffcbe84229e11d259926df7f43c677096,,
stage_d,r6_1_finalist_rows,46,5750,125,skipped,r6_1_finalist_rows/c00046.csv.gz,eb0ff7075802ea85c1f0e53d48c2d247064df4e613b314912769d9f859b000a3,,
stage_d,r6_1_finalist_rows,47,5875,125,skipped,r6_1_finalist_rows/c00047.csv.gz,6abff84a4e5638789beeff477eaa55c19dfa28f53d055ccdf7c3176bec05d36c,,
stage_d,r6_1_finalist_rows,48,6000,125,skipped,r6_1_finalist_rows/c00048.csv.gz,fcc22472b1c4d02eb12e7396d6c06ece75a2310d0b2c85169621c8f993964fbf,,
stage_d,r6_1_finalist_rows,49,6125,125,skipped,r6_1_finalist_rows/c00049.csv.gz,a43c00aadb3906d794ae17e6428dc3d7b4abb3dd006cc4a20f4a5211d2695d1c,,
stage_d,r6_1_finalist_rows,50,6250,125,skipped,r6_1_finalist_rows/c00050.csv.gz,baa24a4f4289d15377bfcb551edd9a6c56edb234423cc15cb58cc4c95e66b207,,
stage_d,r6_1_finalist_rows,51,6375,125,skipped,r6_1_finalist_rows/c00051.csv.gz,c63a51ed57f9ab39de92cbdaf209ff4ce78a45292a22d86c5242386af1d7efab,,
stage_d,r6_1_finalist_rows,52,6500,125,skipped,r6_1_finalist_rows/c00052.csv.gz,338ae1b14aef3343a65c959656a4cd3bf8aaf8b575ee1eb6648b101c4715fe97,,
stage_d,r6_1_finalist_rows,53,6625,125,skipped,r6_1_finalist_rows/c00053.csv.gz,ac92bc182d6b8b60275a630c59769357702ef8ed0c61b4ec52064f21bcd87916,,
stage_d,r6_1_finalist_rows,54,6750,125,skipped,r6_1_finalist_rows/c00054.csv.gz,1f90dd2ebe4e39d8e301166147a9798f04a36b03f8072f5731e81d5750bc7554,,
stage_d,r6_1_finalist_rows,55,6875,125,skipped,r6_1_finalist_rows/c00055.csv.gz,e57e3039e98f7eb5c9d0b5372a52fe17753064da48183615666f354c77d2b909,,
stage_d,r6_1_finalist_rows,56,7000,125,skipped,r6_1_finalist_rows/c00056.csv.gz,8dd84435c91dc9d577e8d21140dde6ff9a8b8b34d23ed54c4d80da2610b5e0c1,,
stage_d,r6_1_finalist_rows,57,7125,125,skipped,r6_1_finalist_rows/c00057.csv.gz,7187a6c93c01ae615807fbe73ac25b58c3e98bda45058543ff7a283e7d466a16,,
stage_d,r6_1_finalist_rows,58,7250,125,skipped,r6_1_finalist_rows/c00058.csv.gz,a9676642a9338d5be118453c02c1b9884a0d4f4a6331f70723bc204d6650cb84,,
stage_d,r6_1_finalist_rows,59,7375,125,skipped,r6_1_finalist_rows/c00059.csv.gz,3e3f0921c2cb1858aa2ff6515c09553c39e605fa07ad654dff633129217a2547,,
stage_d,r6_1_finalist_rows,60,7500,125,skipped,r6_1_finalist_rows/c00060.csv.gz,a99aa4d74881ba47480ab244861bbbe8a53dffd13a6c5fad54ac25d8df19e5bd,,
stage_d,r6_1_finalist_rows,61,7625,125,skipped,r6_1_finalist_rows/c00061.csv.gz,c2a503ea05ae6e09715b4936bf2a50011f330da7d4a0424d3f8d56b22e3340c6,,
stage_d,r6_1_finalist_rows,62,7750,125,skipped,r6_1_finalist_rows/c00062.csv.gz,b241407235ff59f06d058d5d2cef2b825a36ba6ef3dd49caee6577eaaf6f72ca,,
stage_d,r6_1_finalist_rows,63,7875,125,skipped,r6_1_finalist_rows/c00063.csv.gz,979cca9f9dacc8687a407edbc0951c456d7d8f78891ff1c442e86c83906ad287,,
stage_d,r6_1_finalist_rows,64,8000,125,skipped,r6_1_finalist_rows/c00064.csv.gz,0f3404b9f1119d6bbae16fb5ba28c2867b14ad50fb0b98a77bba473e0b7d5ff9,,
stage_d,r6_1_finalist_rows,65,8125,125,skipped,r6_1_finalist_rows/c00065.csv.gz,c2e345b46ff258f40626bd4d7dd1d7273b1320f5f2df1a5dc1655e434bee79b8,,
stage_d,r6_1_finalist_rows,66,8250,125,skipped,r6_1_finalist_rows/c00066.csv.gz,3183cba9ce098f58d669df5fa2832d0760d430baf89031e5c3f526d65f068c03,,
stage_d,r6_1_finalist_rows,67,8375,125,skipped,r6_1_finalist_rows/c00067.csv.gz,372b1dfc047cc9a6adb74565226e89ae1d59ad8f2bcc7be70d1cfa1e667e0bce,,
stage_d,r6_1_finalist_rows,68,8500,125,skipped,r6_1_finalist_rows/c00068.csv.gz,91cd627a6b622ce3e417f9fc119b8a0115f0b3c99622a77b08215d6607ff2117,,
stage_d,r6_1_finalist_rows,69,8625,125,skipped,r6_1_finalist_rows/c00069.csv.gz,d439666c9401cf19d334b741f8fef628e70d835f206e404a80fb7d7a682b64ab,,
stage_d,r6_1_finalist_rows,70,8750,125,skipped,r6_1_finalist_rows/c00070.csv.gz,204072c9dc4e66d285ff5972690a140fed351bcfd3813e4a31e57087ae7f40a8,,
stage_d,r6_1_finalist_rows,71,8875,125,skipped,r6_1_finalist_rows/c00071.csv.gz,9b01b56b0605125f60acf71821b72efc9ebe42f3d4235c7b220f5b28113ef495,,
stage_d,r6_1_finalist_rows,72,9000,125,skipped,r6_1_finalist_rows/c00072.csv.gz,85ff1a3f6ef502db17b101eed9881ba3b448f178c211dbc65015a2d84805d11e,,
stage_d,r6_1_finalist_rows,73,9125,125,skipped,r6_1_finalist_rows/c00073.csv.gz,ac21919c15dd5b5a9b7312ba94400b60a5f3a73757561955b640056168e6d80d,,
stage_d,r6_1_finalist_rows,74,9250,125,skipped,r6_1_finalist_rows/c00074.csv.gz,21f3f8a287fbb023d9766373a22cf4d376cb7d3aee8cc21ee1483cd3c18dc0d9,,
stage_d,r6_1_finalist_rows,75,9375,125,skipped,r6_1_finalist_rows/c00075.csv.gz,537574fd6cb5fd03e0d84e2dcb89b42503ae781250d1afbfa68dfeb9834f52e1,,
stage_d,r6_1_finalist_rows,76,9500,100,skipped,r6_1_finalist_rows/c00076.csv.gz,9374186dad5af1317860e5664b0e60c88d0198939b38ed16c57ef1bc0e2b8daf,,
