sample_id,seed,sampling_round,start_class,family,target_heading_deg,direction_sign,environment_role,test_environment_mode,count_basis,x_w_m,y_w_m,z_w_m,speed_m_s,phi_rad,theta_rad,psi_rad,u_m_s,v_m_s,w_m_s,p_rad_s,q_rad_s,r_rad_s,updraft_config,updraft_center_x_m,updraft_center_y_m,updraft_relative_radius_m,updraft_relative_azimuth_rad,updraft_relative_height_m,updraft_sector_label,left_wing_lift_exposure_preference,right_wing_lift_exposure_preference,wing_exposure_bookkeeping_status,true_safe_start,start_generation_status,no_rollout_performed
s007_pilot_000011,144107528,pilot_round_0,favourable,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.4813518799607337,1.5917467148172937,1.2403368070943641,6.526655685351055,0.07366012012296995,0.03754273908367477,-0.13072141131580944,6.526655685351055,0.0,0.0,-0.13034576738531506,0.08404224254498441,0.07869136313275182,none,4.2,2.4,1.8992168737464243,-2.7019989035794847,1.2403368070943641,favourable_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000012,888347156,pilot_round_0,favourable,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.354891964219016,1.563692904427013,1.2350836564416094,6.520501610963463,-0.012054576686844693,0.0521030688582088,0.24937086657958363,6.520501610963463,0.0,0.0,-0.033186650532174414,-0.06807890103115213,0.08413392017839375,none,4.2,2.4,0.8505298811243202,-1.3876620643653466,1.2350836564416094,favourable_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000013,186637231,pilot_round_0,mid_arena,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.662237279547358,3.1480425316904017,1.1467448491058947,6.496006903391043,0.13136450653286635,-0.0850553041241311,0.35175134421763987,6.496006903391043,0.0,0.0,-0.09976636809249728,-0.028434975577231902,-0.02043762610867128,none,4.2,2.4,0.8793355058344499,1.0172978395079715,1.1467448491058947,mid_arena_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000014,1136675434,pilot_round_0,mid_arena,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.9030656861953155,1.4373755393320597,2.432124426904095,5.67369419765752,0.010678300796272274,-0.08939226720455784,-0.9115083257532358,5.67369419765752,0.0,0.0,0.24109804168796162,-0.13960062266159873,-0.0029037215019672713,none,4.2,2.4,1.6151422434572973,-2.5030824694330076,2.432124426904095,mid_arena_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000015,459468612,pilot_round_0,lift_sector,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.179531675342319,2.309019833730949,1.8335261081841518,5.80460819540244,0.1132043746628175,0.025617414527286567,2.356790171760895,5.80460819540244,0.0,0.0,-0.31747898164786376,-0.29269542500421136,0.32254359756189255,none,4.2,2.4,0.9837477794908986,-0.09261557114509962,1.8335261081841518,edge_ring_reference,balanced_reference,balanced_reference,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000016,1271212083,pilot_round_0,lift_sector,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.1445709062794007,2.013417507696989,2.3574580828328195,6.326021831571804,0.1476591621698845,-0.09578792702327596,0.2809228125233742,6.326021831571804,0.0,0.0,0.09554192761385616,-0.03247689769518175,-0.018109606166974768,none,3.0,1.2,0.8261651098723719,1.3949003788712906,2.3574580828328195,edge_ring_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000017,282117439,pilot_round_0,lift_sector,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.6633004438669428,3.6373040209126972,1.2732936056755608,5.992888538401598,0.0018307750633414423,-0.09776819004998678,-3.077398549203307,5.992888538401598,0.0,0.0,0.011375422645593547,0.14789141530141592,-0.1125244669155113,none,3.0,3.6,0.33875976897567506,3.031249478536289,1.2732936056755608,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000018,1176597857,pilot_round_0,lift_sector,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.189578475178218,3.7620411741127047,1.5031545051273618,5.619403408773858,0.10445455679247308,0.11933066445079528,0.33834961612605213,5.619403408773858,0.0,0.0,-0.014020454365689217,-0.01650564003939564,0.2517239458078169,none,5.4,3.6,0.2655834336251942,2.485364411925222,1.5031545051273618,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000019,1768293197,pilot_round_0,random_stress,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.360403850755614,0.2612708315873192,1.320236764836814,6.004891431595973,-0.1378810187562514,-0.1884597195082147,-2.4500057495683136,6.004891431595973,0.0,0.0,0.3330977140834771,0.147628570047463,0.5076734186055306,none,4.2,2.4,2.297625763618871,-1.944879238523511,1.320236764836814,random_stress_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000020,688631674,pilot_round_0,random_stress,mild_bank,15.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,6.179465971767609,1.3872857032399302,2.225784668759856,5.809003430785795,0.030979864125108104,-0.029539460677163728,0.2344783443922189,5.809003430785795,0.0,0.0,-0.18685847146646217,-0.40676054213585855,-0.45006352468347377,none,4.2,2.4,2.2234828041269235,-0.47289229579806846,2.225784668759856,random_stress_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000021,1127352652,pilot_round_0,favourable,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.4917988742064834,2.8429141479592337,2.1029891967209657,6.6949777057279,-0.030087905351450894,-0.016984168901889012,-0.12923722153654288,6.6949777057279,0.0,0.0,0.08099233065784678,-0.007286681574700887,-0.13606025280982506,none,4.2,2.4,0.8352974183113813,2.5827005080425214,2.1029891967209657,favourable_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000022,1908198205,pilot_round_0,favourable,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.865416353364094,1.8208279725169103,1.2476259509808463,6.724593809857468,-0.015985185962330034,-0.013565106600021732,-0.36020519743169094,6.724593809857468,0.0,0.0,0.09197743535027661,0.10755755442281831,0.0457263510439061,none,4.2,2.4,0.6688695343750181,-2.094652138973639,1.2476259509808463,favourable_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000023,1903821050,pilot_round_0,mid_arena,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.021227670761347,2.798986617366279,1.964380709814109,7.113858478205694,-0.10764325607315926,0.05490828182822597,-0.00543038002362539,7.113858478205694,0.0,0.0,0.006994571098859426,0.232360516211644,0.15245801161721068,none,4.2,2.4,0.9130198289530694,0.4522569200901666,1.964380709814109,mid_arena_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000024,965459598,pilot_round_0,mid_arena,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.2379034206283475,1.5925844402049734,2.109652922959014,6.140058044208735,0.08461387348662974,0.08139935697360079,-0.21590846163068417,6.140058044208735,0.0,0.0,-0.21914313862875306,-0.20389500835548768,0.008584113129809279,none,4.2,2.4,1.314976576502844,-0.6611376189275581,2.109652922959014,mid_arena_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000025,495969850,pilot_round_0,lift_sector,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,6.0700131128154915,3.2963785598271778,2.210375722062235,6.799418614949005,-0.07680249583833118,0.11616752022790026,-2.310020668040905,6.799418614949005,0.0,0.0,-0.2847615783607992,0.2127029751610081,-0.33668682834645697,none,5.4,3.6,0.7355974104612677,-0.425476567354075,2.210375722062235,edge_ring_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000026,331095469,pilot_round_0,lift_sector,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.7703238039895917,1.9075269926058178,1.597586176620705,5.478567235095822,-0.07556060548773869,-0.12313394624481408,3.1227005999278914,5.478567235095822,0.0,0.0,0.33483562820544377,0.17621908145890164,-0.2997705151944959,none,3.0,1.2,1.0459413024920796,0.7429317264818283,1.597586176620705,edge_ring_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000027,1466484926,pilot_round_0,lift_sector,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.128568743305804,3.806403967238234,2.274094222485987,5.889181746220429,-0.1247047109124466,0.09957702288971493,-0.18569906019240517,5.889181746220429,0.0,0.0,0.22770199924503054,-0.32193850302958643,-0.035159160300687164,none,3.0,3.6,0.24317178998994854,1.0137095541586403,2.274094222485987,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000028,54017231,pilot_round_0,lift_sector,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.642834860338028,3.9019770015230413,1.045195489392767,6.526766251093512,-0.14990409327158513,-0.07166096633809355,3.0109517131818984,6.526766251093512,0.0,0.0,-0.18320561107329258,-0.009578449103398445,-0.05086180527732742,none,5.4,3.6,0.3875033920422326,0.893529904750955,1.045195489392767,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000029,1039192047,pilot_round_0,random_stress,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,6.199170993431953,0.8421065453080409,2.5771499239700226,5.657479109835238,-0.03142427045894132,-0.15930228372253644,-2.68453908603759,5.657479109835238,0.0,0.0,-0.15279457364274973,-0.023012178664335248,-0.4502949245723313,none,4.2,2.4,2.534505213478905,-0.6619721024328327,2.5771499239700226,random_stress_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000030,1638290476,pilot_round_0,random_stress,mild_bank,30.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.836217225025446,0.2558781528854478,1.7918586240670513,7.096199843616089,-0.1425705397417854,-0.1524182846723257,-1.44299657380014,7.096199843616089,0.0,0.0,0.37051517038216797,-0.5010209860247035,-0.2740144891835241,none,4.2,2.4,2.541094636685382,-2.137306950681755,1.7918586240670513,random_stress_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000031,307574805,pilot_round_0,favourable,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.1075117162952886,2.616705349568348,1.5205882408228866,6.8277236638936385,0.013872667578798624,0.013790206214211561,0.40025112296684473,6.8277236638936385,0.0,0.0,0.14000237617398972,-0.03118179970077177,0.08981900206515886,none,4.2,2.4,1.113773701684326,2.9457750646554146,1.5205882408228866,favourable_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000032,1702346166,pilot_round_0,favourable,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.5729313824567663,1.9555879868682058,1.990241504511118,6.781928062004789,0.049499283446872336,0.027161281265678894,-0.23349439968189117,6.781928062004789,0.0,0.0,-0.0911058760520748,0.029064897723342642,-0.13620887265202442,none,4.2,2.4,1.6866695952704858,-2.874959641672598,1.990241504511118,favourable_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000033,1780897593,pilot_round_0,mid_arena,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.171857466125484,1.2546266843851936,1.2189333294960834,5.699522035194332,0.09678093779823564,-0.03290425092118604,-1.0406907882790863,5.699522035194332,0.0,0.0,0.10799649562702907,-0.13923411867810204,-0.1622189360473918,none,4.2,2.4,1.5021274801381874,-0.8671695682634062,1.2189333294960834,mid_arena_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000034,580750998,pilot_round_0,mid_arena,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.7953177278350836,2.699093874731661,2.1664730365981875,5.761128302234752,0.04581168258121145,0.07745719044103357,0.4182387351538708,5.761128302234752,0.0,0.0,-0.2312788703034555,0.12705245245834162,-0.19838975247528118,none,4.2,2.4,1.4361717973962556,2.931799362760344,2.1664730365981875,mid_arena_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000035,151185942,pilot_round_0,lift_sector,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.920716822178727,1.6930081864410902,1.2797957639029485,6.895971490265069,0.04953541101402144,-0.08134910993301844,-2.0514406402073235,6.895971490265069,0.0,0.0,-0.041796565664857566,-0.15840436804254762,-0.1084403169532333,none,4.2,2.4,0.7601555879247781,-1.947011138974186,1.2797957639029485,edge_ring_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000036,95732778,pilot_round_0,lift_sector,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.1753843029217403,1.9441908657028852,1.149525408539085,5.337356053340817,0.030586350889561693,-0.07306484231986436,0.6362142822746988,5.337356053340817,0.0,0.0,-0.23075347609988905,-0.14724429271444187,0.1614102580053235,none,4.2,2.4,1.1214273465578828,-2.723022511693274,1.149525408539085,edge_ring_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000037,200915539,pilot_round_0,lift_sector,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.6322504540051455,3.8038880798645254,2.462750519211279,5.9571464469462185,0.04571334068610264,-0.09089283224377878,1.9767978193270554,5.9571464469462185,0.0,0.0,-0.14945922116286645,-0.3392308479096459,0.07745335692489719,none,3.0,3.6,0.4204879043328888,2.6353615201027827,2.462750519211279,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000038,1857260790,pilot_round_0,lift_sector,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,2.8140010854995277,1.5113149630644498,1.7267402385803723,5.660480048396512,0.1161313574519602,0.06814783429968317,-2.4355869431718347,5.660480048396512,0.0,0.0,-0.005504616904673132,-0.06814854171156709,0.29577845487771504,none,3.0,1.2,0.3626466633283337,2.1093476887756952,1.7267402385803723,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000039,1465922845,pilot_round_0,random_stress,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,6.220701582667783,1.5740658382357084,1.8368301146718984,5.986333811335722,-0.24710094949424977,0.07289074191928548,2.120584562553584,5.986333811335722,0.0,0.0,-0.14350102687950284,0.5490749714418696,0.08974672168844477,none,4.2,2.4,2.1829801020085746,-0.38801494024989525,1.8368301146718984,random_stress_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000040,551297562,pilot_round_0,random_stress,mild_bank,30.0,1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.007587147353015,4.042065489407626,1.2667652601246446,7.368583440185711,0.29235661310050465,-0.1391027210104676,1.3902632396581824,7.368583440185711,0.0,0.0,-0.13680615079095482,0.1743154377610049,0.07632789229503967,none,4.2,2.4,1.6533002683624225,1.687441731745853,1.2667652601246446,random_stress_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000041,401715455,pilot_round_0,favourable,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.8648034359997196,2.692292599218005,1.521938592261896,6.19155138105151,0.028360955265201045,-0.06304116823700955,0.19873214841494172,6.19155138105151,0.0,0.0,0.08286150307096987,0.023477443630653932,0.12974094534526467,none,4.2,2.4,0.4447377880000884,2.4244622713908983,1.521938592261896,favourable_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000042,28749711,pilot_round_0,favourable,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.382479325261513,2.636752375055756,1.4001654593935389,6.920861874907811,0.011965043153550665,-0.06852380966311793,-0.4036787259637103,6.920861874907811,0.0,0.0,-0.07079182213584503,-0.04137610237071988,-0.09135809136811318,none,4.2,2.4,0.8511120611995892,2.859706060361814,1.4001654593935389,favourable_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000043,1230484586,pilot_round_0,mid_arena,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.6318125687760965,1.688117802751854,2.5983042185589618,7.0743319211244255,-0.06777720894486589,0.0892384192997779,0.14846843909367832,7.0743319211244255,0.0,0.0,0.054803593950864815,0.010720467879313633,0.0042877039275942,none,4.2,2.4,0.8326093665770635,-1.0255535926736645,2.5983042185589618,mid_arena_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000044,1401771667,pilot_round_0,mid_arena,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.503993735803539,2.1303737204395063,1.8341106814942407,7.079987133321109,-0.04530198166692435,0.07247972733121827,-0.4122256415077358,7.079987133321109,0.0,0.0,-0.05359695993821184,-0.13361213005579692,-0.005283834166238899,none,4.2,2.4,0.4063379406816762,-0.7255564182617035,1.8341106814942407,mid_arena_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000045,485818717,pilot_round_0,lift_sector,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,5.650239474361104,2.5632870416926608,1.4104704736370453,6.202794670405389,-0.003612809565300192,0.08995246259774194,1.0986998597360285,6.202794670405389,0.0,0.0,-0.0395529232845524,0.2820965980582809,0.06904692745401908,none,5.4,3.6,1.066486545836785,-1.333949010126667,1.4104704736370453,edge_ring_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000046,660692500,pilot_round_0,lift_sector,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,3.356959526018505,1.6756974840429444,2.3971373579790862,5.842208033590209,-0.1622308650740901,-0.11331851300881692,-0.32201019933850705,5.842208033590209,0.0,0.0,-0.02617769343019627,0.3158535857035565,-0.018528751029882773,none,4.2,2.4,1.1114546213825667,-2.4318075400013006,2.3971373579790862,edge_ring_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000047,129986323,pilot_round_0,lift_sector,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.990809318381477,1.0132502810971684,1.5131514388807075,6.003771286428899,0.15250809715671065,-0.06468855489115022,1.0682679182530146,6.003771286428899,0.0,0.0,0.1169524389072546,-0.2506336878035739,-0.1617402646052949,none,5.4,1.2,0.4497915866639995,-2.713439175502137,1.5131514388807075,core_reference,lower_reference_lift,higher_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
s007_pilot_000048,1241541145,pilot_round_0,lift_sector,mild_bank,45.0,-1,dry_air_capable,W0_dry_air,per_turning_family_target_direction_all_start_classes,4.238117973246002,2.5440552584420097,2.525217302415394,5.525118960885914,-0.1678809969001806,-0.05878979158609749,0.3176560300670131,5.525118960885914,0.0,0.0,0.043231813351995774,-0.294416586309582,-0.1623779632467506,none,4.2,2.4,0.1490130778461312,1.3121182112342784,2.525217302415394,core_reference,higher_reference_lift,lower_reference_lift,geometry_only_w0_no_wind_query,True,generated_inside_true_safe_bounds,True
