ix,iy,x_w_m,y_w_m,W_layer,environment_mode,seed,w_wing_mean_m_s
2,0,4.575,0.55,W3,w3_randomised_four,1836207,0.3565673315658465
2,1,4.575,1.6500000000000001,W1,gaussian_single,1836219,0.9649527266402624
2,1,4.575,1.6500000000000001,W1,gaussian_four,1836220,0.5543686034497367
2,1,4.575,1.6500000000000001,W2,annular_gp_single,1836221,1.0066955602463838
2,1,4.575,1.6500000000000001,W2,annular_gp_four,1836222,1.095955210501243
2,1,4.575,1.6500000000000001,W3,w3_randomised_single,1836223,0.40568768072186195
2,1,4.575,1.6500000000000001,W3,w3_randomised_four,1836224,1.146095075882683
2,2,4.575,2.75,W1,gaussian_single,1836236,1.8247887385889938
2,2,4.575,2.75,W1,gaussian_four,1836237,0.5630281259984852
2,2,4.575,2.75,W2,annular_gp_single,1836238,2.127669121278485
2,2,4.575,2.75,W2,annular_gp_four,1836239,0.6523670397233651
2,2,4.575,2.75,W3,w3_randomised_single,1836240,1.6186841663640237
2,2,4.575,2.75,W3,w3_randomised_four,1836241,0.6748027993533152
2,3,4.575,3.85,W1,gaussian_single,1836253,0.09074806103886125
2,3,4.575,3.85,W1,gaussian_four,1836254,0.8347402083254597
2,3,4.575,3.85,W2,annular_gp_single,1836255,0.0008332782640835429
2,3,4.575,3.85,W2,annular_gp_four,1836256,1.2446602812520866
2,3,4.575,3.85,W3,w3_randomised_single,1836257,-0.01282564224724362
2,3,4.575,3.85,W3,w3_randomised_four,1836258,1.5372524793355793
3,0,5.925,0.55,W1,gaussian_single,1836303,-0.011249901172280523
3,0,5.925,0.55,W1,gaussian_four,1836304,0.6410222197404022
3,0,5.925,0.55,W2,annular_gp_single,1836305,4.0048996181535476e-05
3,0,5.925,0.55,W2,annular_gp_four,1836306,0.4517817146593794
3,0,5.925,0.55,W3,w3_randomised_single,1836307,2.1509699682127812e-05
3,0,5.925,0.55,W3,w3_randomised_four,1836308,0.43676318401939224
3,1,5.925,1.6500000000000001,W1,gaussian_single,1836320,-0.004573240327173519
3,1,5.925,1.6500000000000001,W1,gaussian_four,1836321,0.9049226133845457
3,1,5.925,1.6500000000000001,W2,annular_gp_single,1836322,0.00209173284763715
3,1,5.925,1.6500000000000001,W2,annular_gp_four,1836323,1.0801445346212837
3,1,5.925,1.6500000000000001,W3,w3_randomised_single,1836324,0.0002015478129888243
3,1,5.925,1.6500000000000001,W3,w3_randomised_four,1836325,0.7286325678477468
3,2,5.925,2.75,W1,gaussian_single,1836337,0.0013932124041357318
3,2,5.925,2.75,W1,gaussian_four,1836338,0.7165002117775754
3,2,5.925,2.75,W2,annular_gp_single,1836339,0.0005442700488915192
3,2,5.925,2.75,W2,annular_gp_four,1836340,0.5462512566711879
3,2,5.925,2.75,W3,w3_randomised_single,1836341,0.0380018053251407
3,2,5.925,2.75,W3,w3_randomised_four,1836342,0.46965369313082644
3,3,5.925,3.85,W1,gaussian_single,1836354,-0.010639397992493277
3,3,5.925,3.85,W1,gaussian_four,1836355,1.0488633593987142
3,3,5.925,3.85,W2,annular_gp_single,1836356,0.0006837573989462477
3,3,5.925,3.85,W2,annular_gp_four,1836357,0.9587264051452759
3,3,5.925,3.85,W3,w3_randomised_single,1836358,-0.0007656918271850203
3,3,5.925,3.85,W3,w3_randomised_four,1836359,0.6940108242901778
