environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l2_four_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,3,0.6,3,0.6,0,0.0,3,0.6,0,0.0,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,3,0.6,5,1.0,0,0.0,0,0.0,4.714661646732928,4.32151022120381,4.884483329326275,82.72561657166257,149.64933864182507,1.4200000000000004,1.36,1.7561276997055777,1.3561276997055773,10.454686314964636,0.0032667022252952198,1.1984885307880415,-1.044910437893363,1.0481771401186584
r11_l2_four_fan_fixed_nominal,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,3,0.75,4,1.0,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,4,1.0,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,93.02173181517438,136.74930989347152,1.195,1.1700000000000002,1.9851255229556697,1.5851255229556696,11.286948769201581,0.0,0.9074290056282159,-0.9648033768059192,0.9648033768059192
r11_l3_fan_parameter_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,7,0.875,8,1.0,0,0.0,7,0.875,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,8,1.0,0,0.0,0,0.0,7.655507831886098,7.271907406914219,7.9405809451807965,116.06125680418788,137.2821342050231,0.9849999999999999,0.86,3.428305484363735,3.0283054843637354,17.5,0.0005239685466580875,0.7394286151653496,-1.177251984390363,1.1777759529370213
r11_l3_fan_parameter_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,1,0.3333333333333333,1,0.3333333333333333,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,3,1.0,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,-15.441605147226445,-100.0,1.4800000000000002,1.3933333333333333,2.543957650111221,2.1439576501112216,6.666666666666667,0.009401829885933567,1.5180427309277313,-1.1495170119012559,1.1589188417871894
r11_l3_fan_parameter_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,2,0.4,2,0.4,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,2,0.4,0,0.0,0,0.0,1,0.2,1,0.2,2,0.4,5,1.0,0,0.0,0,0.0,4.714661646732928,4.32151022120381,4.884483329326275,50.23172949880492,0.0,1.5880000000000003,1.4280000000000002,1.4966905876378322,1.0966905876378323,7.3614280609629335,0.006191396579181401,1.619079968868931,-1.3043475499611084,1.31053894654029
r11_l3_fan_parameter_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,2,0.5,3,0.75,0,0.0,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,3,0.75,4,1.0,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,33.53843637520569,37.76905150771105,1.2300000000000002,1.0450000000000002,1.695474536228628,1.2954745362286282,5.798846777150041,0.0025970352118959,0.8305811716750383,-1.2544543635329606,1.2570513987448566
r11_l4_local_fan_position_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,6,0.75,7,0.875,0,0.0,6,0.75,2,0.25,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,1,0.125,0,0.0,7,0.875,8,1.0,0,0.0,0,0.0,7.655507831886098,7.271907406914219,7.9405809451807965,86.4776016679404,137.34824014420008,1.1,0.98,3.2487031301733347,2.8487031301733348,15.0,0.0,0.8511414877516348,-1.3568543385807634,1.3568543385807634
r11_l4_local_fan_position_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,3,0.6,3,0.6,0,0.0,3,0.6,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,2,0.4,3,0.6,5,1.0,0,0.0,0,0.0,4.714661646732927,4.32151022120381,4.884483329326275,89.07781319018436,141.7345247983109,1.6800000000000004,1.5239999999999998,1.4136735751408225,1.0136735751408226,7.846026977635374,0.0,1.519925480684853,-1.3873645624581181,1.3873645624581181
r11_l4_local_fan_position_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,2,0.6666666666666666,2,0.6666666666666666,0,0.0,2,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,3,1.0,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,73.31543125812674,159.01157495140342,1.7333333333333336,1.62,2.1041765542135344,1.7041765542135343,13.017780484967645,0.011951313307337667,1.6525012450979168,-1.5892981077989432,1.6012494211062807
r11_l4_local_fan_position_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,1,0.25,2,0.5,0,0.0,1,0.25,2,0.5,0,0.0,0,0.0,0,0.0,2,0.5,1,0.25,2,0.5,1,0.25,2,0.5,4,1.0,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,-28.80461934185569,-75.0,1.2950000000000002,1.135,1.5105589421994385,1.1105589421994384,3.534018504894706,0.0,0.9340683915922351,-1.4393699575621504,1.4393699575621504
r11_l5_active_fan_count_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,7,0.875,8,1.0,0,0.0,7,0.875,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,1.0,8,1.0,0,0.0,0,0.0,7.655507831886099,7.271907406914219,7.9405809451807965,106.17147541142158,129.3401060178138,1.03,0.55,3.0252879606907577,2.6252879606907578,16.071767879095628,0.0,0.43936256811782987,-1.5802695080633402,1.5802695080633402
r11_l5_active_fan_count_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,1,0.2,1,0.2,0,0.0,1,0.2,2,0.4,1,0.2,0,0.0,1,0.2,2,0.4,0,0.0,3,0.6,1,0.2,1,0.2,3,0.6,0,0.0,0,0.0,4.714661646732928,4.32151022120381,4.884483329326275,-18.309483634941937,-40.0,1.408,0.6559999999999999,1.4680929845726665,1.0680929845726665,2.945031145029599,0.0,0.6495154493996098,-1.3329451530262744,1.3329451530262744
r11_l5_active_fan_count_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,0,0.0,1,0.25,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1,0.25,2,0.5,1,0.25,2,0.5,1,0.25,1,0.25,3,0.75,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,-72.5,-75.0,1.24,0.615,1.4736154080927426,1.0736154080927427,0.0,0.0,0.5261274444558275,-1.476313491668846,1.476313491668846
r11_l5_active_fan_count_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,2,0.6666666666666666,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,1,0.3333333333333333,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,61.646036388170536,114.93519003325471,1.2666666666666666,0.02666666666666667,2.1210346305697305,1.7210346305697304,11.425913641738324,0.0,0.004339470654943967,-1.5724400314427467,1.5724400314427467
r11_l6_environment_only_full_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,2,0.6666666666666666,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,2,0.6666666666666666,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,66.40645500317622,114.44730036463986,1.2733333333333334,0.19333333333333336,2.203903284126566,1.8039032841265665,11.307901036389913,0.0,0.2065943650059823,-1.4895713778859108,1.4895713778859108
r11_l6_environment_only_full_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,2,0.4,2,0.4,0,0.0,2,0.4,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,2,0.4,2,0.4,3,0.6,0,0.0,0,0.0,4.714661646732928,4.32151022120381,4.884483329326275,44.46788898254432,0.0,1.4200000000000002,0.5640000000000001,1.2227209647076278,0.8227209647076279,3.0012368611591413,0.0,0.47379033592955366,-1.578317172891313,1.578317172891313
r11_l6_environment_only_full_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,6,0.75,7,0.875,0,0.0,6,0.75,1,0.125,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,7,0.875,8,1.0,0,0.0,0,0.0,7.655507831886098,7.271907406914219,7.9405809451807965,86.22470627117033,127.68996974207244,0.9224999999999999,0.585,3.3172068667428,2.9172068667428004,15.0,0.0,0.4966906691430505,-1.2883506020112978,1.2883506020112978
r11_l6_environment_only_full_uncertainty,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,1,0.25,2,0.5,0,0.0,1,0.25,1,0.25,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,1,0.25,2,0.5,3,0.75,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,-16.344962042313234,-45.0,1.095,0.505,1.654823933168033,1.254823933168033,3.017248115245738,0.0,0.27295896792846863,-1.2951049665935557,1.2951049665935557
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,open_loop_zero_command_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,2,0.6666666666666666,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,1,0.3333333333333333,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,62.99452912705388,116.65350224728196,1.1933333333333334,0.09333333333333334,2.352396941369553,1.9523969413695532,12.216854203472716,0.0,0.015550412845724998,-1.3410777206429243,1.3410777206429243
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,open_loop_zero_command_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,3,0.6,1,0.2,0,0.0,2,0.4,1,0.2,0,0.0,3,0.6,0,0.0,0,0.0,4.714661646732927,4.32151022120381,4.884483329326275,-44.0,-40.0,1.276,0.41200000000000003,1.3087828837493924,0.9087828837493926,0.0,0.0,0.2869445479932553,-1.4922552538495482,1.4922552538495482
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,open_loop_zero_command_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,6,0.75,7,0.875,0,0.0,6,0.75,1,0.125,0,0.0,0,0.0,0,0.0,1,0.125,1,0.125,1,0.125,1,0.125,7,0.875,7,0.875,0,0.0,0,0.0,7.655507831886098,7.271907406914219,7.9405809451807965,75.34142016495176,121.07491022109468,0.8374999999999999,0.31500000000000006,3.2341823761323605,2.834182376132361,15.0,0.0011627953636008,0.22619862294999632,-1.3713750926217374,1.3725378879853383
r11_l7_full_domain_randomisation_arena_wide,heavy_cluster,open_loop_zero_command_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,1,0.25,1,0.25,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,3,0.75,3,0.75,3,0.75,3,0.75,1,0.25,2,0.5,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,-40.949275126785516,-100.0,1.0499999999999998,0.235,1.6265485663067438,1.2265485663067437,4.42557300649467,0.002579197982415225,0.21722636816422508,-1.3233803334548453,1.3259595314372605
r11_l0_dry_air_fixed,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,5,0.625,6,0.75,0,0.0,5,0.625,1,0.125,0,0.0,8,1.0,0,0.0,2,0.25,2,0.25,2,0.25,2,0.25,6,0.75,0,0.0,0,0.0,0,0.0,7.655507831886098,7.271907406914219,7.9405809451807965,43.75,120.0,0.8149999999999998,0.0,2.974422899618609,2.574422899618609,12.5,0.0,0.0,-1.6311345691354893,1.6311345691354893
r11_l0_dry_air_fixed,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,2,0.6666666666666666,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,61.642440712579436,114.92732213773832,1.16,0.0,2.167890337951566,1.767890337951566,11.642440712579443,0.0,0.0,-1.525584324060911,1.525584324060911
r11_l0_dry_air_fixed,heavy_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,4,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,4,1.0,4,1.0,4,1.0,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,5.334015872950229,5.12330928775431,5.574092124922031,-100.0,-100.0,0.96,0.0,1.7077757381996723,1.3077757381996726,0.0,0.0,0.0,-1.2421531615619164,1.2421531615619164
r11_l0_dry_air_fixed,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.8,1,0.2,1,0.2,0,0.0,0,0.0,4,0.8,4,0.8,0,0.0,0,0.0,0,0.0,0,0.0,4.714661646732928,4.32151022120381,4.884483329326275,-8.0,0.0,1.156,0.0,1.5917705552340196,1.1917705552340196,0.0,0.0,0.0,-1.2092675823649213,1.2092675823649213
r11_l1_single_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,8,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,6,0.75,7,0.875,0,0.0,6,0.75,1,0.125,0,0.0,8,1.0,0,0.0,1,0.125,1,0.125,1,0.125,1,0.125,7,0.875,8,1.0,0,0.0,0,0.0,7.655507831886098,7.271907406914219,7.9405809451807965,76.71179430788689,124.86838042772376,0.8299999999999998,0.30500000000000005,3.1781680004030157,2.7781680004030154,15.0,0.000589468461665625,0.24041151302490166,-1.4273894683510826,1.4279789368127482
r11_l1_single_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,3,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,2,0.6666666666666666,3,1.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,3,1.0,0,0.0,0,0.0,6.357060144223925,6.235436254627058,6.544365872773158,67.97024763092216,119.8989264474084,1.18,0.4066666666666667,2.3892567965234908,1.9892567965234906,12.530684410829537,0.0020988680121503,0.2759898987041358,-1.3042178654889867,1.306316733501137
r11_l1_single_fan_fixed_nominal,heavy_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,5,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,5,1.0,0,0.0,5,1.0,0,0.0,0,0.0,4.714661646732928,4.32151022120381,4.884483329326275,0.0,0.0,1.576,0.924,1.3053113300367825,0.9053113300367827,0.0,0.0,1.1132110319124457,-1.4957268075621584,1.4957268075621584
