split,session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.35,1.4004305,1.282377403,2.151396632,1.585956795,4.938562563,1.086732298,-0.1244416853,0.2612612538,-0.2022851802,-0.2812470568,2.043236396,-3.966392898,-1.189635523,5.649732353,3.083027738,0.3964614743,6.673219033,3.352785625,0.3215777273,4.367354949,5.390841629,-1.02348668,0.9316311053,1.201388992,-0.2697578868,1.18949532,1.264379067,-0.07488374699,0.8493783306,0.9028502787,-0.05347194808,3.671603305,4.263627712,-0.5920244066,-2.491734714,8.940718432,-13.66685487,21.71335711,-17.59434677,22.27136662,8.940718432,21.71335711,0.8193233533,0.9328086779,0.7607180294
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.4,1.4842162,1.273114041,2.111557714,1.721342154,4.849403687,1.223409091,-0.2251240738,0.1339445147,0.2982640509,-0.8102319794,-2.339212512,1.746877072,-4.645805041,5.706305256,3.651825586,0.3963806765,5.983615237,2.079083698,0.2043956892,4.433191216,4.710501196,-0.2773099803,1.540267872,-0.03247401602,1.572741888,1.324961478,1.516946465,-0.1919849873,0.8927011292,1.022052222,-0.1293510927,3.345901968,3.1052521,0.240649868,21.021221,0.8742450459,-23.05912875,28.00607258,-33.73712609,0.7746523658,11.83325142,28.00607258,0.4963030892,0.7529887867,0.8102319794
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.42,1.4844281,1.278110724,2.105657835,1.640083395,5.084099198,1.504847576,-0.4293241497,0.1472329078,0.6712266861,-1.095028853,6.801326949,0.6604395072,-8.43562339,5.300337357,3.181433594,0.3926985862,6.297836636,2.899724141,0.2544009907,4.022226633,5.019725912,-0.9974992786,1.07577576,0.7940663069,0.2817094527,1.247384809,1.385682404,-0.1382975954,0.8403133899,0.9334789635,-0.09316557363,3.224527512,3.622565962,-0.3980384506,31.80883246,16.87731911,-25.25925784,25.22372308,-10.75139537,33.82982527,16.87731911,25.22372308,0.7130892972,0.7437261734,1.095028853
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.24,1.4392856,1.290099128,2.180765631,1.639588914,5.438040071,1.095859268,-0.1874194219,0.179381679,0.07215662408,-0.1855036784,8.777355247,-1.447496389,-1.405374085,6.15381408,2.603462664,0.3966145915,7.05640748,4.102348216,0.5925046754,4.863714952,5.766308352,-0.9025933996,0.4226970331,1.921582585,-1.498885552,1.242974322,1.047084238,0.1958900839,0.8636050567,0.7275027543,0.1361023024,3.912964947,5.507014757,-1.59404981,2.689956346,15.36910577,-22.17003327,20.02002321,-2.516228827,36.95619478,15.36910577,20.02002321,0.580867855,0.9168288486,0.9417057927
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.175,1.4259929,1.271554823,2.1786966,1.57924683,5.481054528,0.7525466379,-0.1184806549,-0.07903907126,-0.05691348878,-0.4401804306,2.078905545,-2.732291811,-1.581198235,6.356339883,2.773446464,0.3899899268,7.293987341,2.775501265,0.6024159372,5.08478506,6.022432518,-0.9376474582,0.5947498638,0.5968046651,-0.002054801299,1.189256903,0.9768308931,0.2124260104,0.8339851506,0.6850180623,0.1489670884,4.275598523,6.165276468,-1.889677945,-4.122776543,0.3138568065,-27.71128002,23.58881955,-11.13268023,5.144326976,2.686871965,23.58881955,0.2888445486,0.9273853192,0.5664270542
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v011,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.19,1.497133,1.289711271,2.137684572,1.617469758,5.280294478,1.695567206,-0.09715961764,-0.4225267907,-0.2745700324,-1.111803288,3.14469167,-5.168691294,-8.79882565,6.426357407,3.433914814,0.3970576639,7.334212976,2.439521301,0.4373727973,5.136646136,6.044501704,-0.9078555686,1.296230242,0.3018367289,0.9943935133,1.220412094,1.180096961,0.04031513337,0.8151661168,0.7882378924,0.02692822439,4.20894398,5.122038194,-0.9130942138,24.93882558,1.648092381,-19.67270459,27.16442491,-20.88006422,0.7688619258,10.42743954,27.16442491,1.044321634,0.9142561297,1.111803288
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v012,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.345,1.4243016,1.297164266,2.062861472,1.695168494,4.913531562,1.829323542,0.5363301629,0.09130975971,1.145190657,-0.7657278304,-0.2299085606,10.86221022,-9.911950444,4.393916526,3.041089501,0.389947909,4.842504886,2.665005974,0.189956482,3.09675226,3.54534062,-0.4485883594,0.9782280291,0.6021445024,0.3760835266,1.305220585,1.505212012,-0.199991427,0.9163933991,1.056807078,-0.1404136785,2.372589198,2.355376247,0.01721295066,13.2856195,8.480489198,-32.1677385,35.02052765,-31.98376824,22.18416035,11.84491295,37.07130194,0.8703630603,1.145190657,0.7657278304
heldout,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.4785759,1.284433828,2.022665121,1.68073574,5.493042209,-0.3902356204,0.08871619181,0.3341159531,0.1323899289,0.6384368875,4.072388218,2.620627467,10.8001922,5.327935859,1.574932484,0.3909209357,6.473447103,3.42963511,0.629464267,4.043502031,5.189013276,-1.145511245,-0.4477326371,1.406969989,-1.854702626,1.289814805,1.051271473,0.2385433314,0.8723358771,0.711002711,0.1613331662,3.134947759,4.935940342,-1.800992584,-30.05084012,11.41789025,-20.35694947,25.77758275,10.65751046,32.31855695,11.41789025,25.77758275,0.3341159531,0.8584212442,0.6384368875
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.155,1.6547334,1.279150577,2.025478087,1.599978968,6.253436566,0.5118647061,0.2697596107,0.4922571159,0.9116734051,0.2006820789,0.4978040208,2.246343711,0.5711993253,6.114386348,2.322287279,0.3742602034,7.585939013,2.848488448,0.7218869281,4.83523577,6.306788436,-1.471552666,0.2968091925,0.823010361,-0.5262011685,1.225718765,0.87809204,0.3476267247,0.740734891,0.5306546903,0.2100802006,3.944816633,7.182377415,-3.237560782,-14.93224191,2.306017261,-23.79662497,30.5811164,-14.27251881,11.46718075,2.775451422,30.5811164,0.4922571159,0.9116734051,0.4242280412
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.455,1.4588349,1.27907402,2.112197877,1.570081474,5.636640069,0.7496944838,0.4584440571,-0.07562709601,0.6591895935,-0.2274682168,2.687893656,2.066972851,-3.357562787,5.623290254,2.114424284,0.3878465478,6.605384858,2.875308874,0.6139499311,4.344216234,5.326310838,-0.9820946039,0.002226406245,0.7631109967,-0.7608845904,1.182234926,0.9561315426,0.2261033833,0.8103966569,0.6554076425,0.1549890144,3.674579509,5.570688342,-1.896108833,7.686667197,11.04477067,-27.707233,27.14452133,13.70642713,21.88430723,11.04477067,27.14452133,0.5594968679,0.8300953795,0.5560054041
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.41,1.4625234,1.265291351,2.163065367,1.636062493,5.619604115,1.447708155,0.1310302742,-0.4464127899,0.05978493277,-1.628535073,1.754794165,-1.921324891,-7.077232485,6.016507279,3.595568139,0.390434416,6.664986571,2.086242908,0.5175939014,4.751215929,5.39969522,-0.6484792913,1.432502772,-0.07682245917,1.509325231,1.245628077,1.118468591,0.1271594854,0.8516978783,0.7647526127,0.08694526558,3.814313451,4.82775758,-1.013444129,26.30093263,10.29557962,-32.13704254,31.75470966,-26.11868441,11.97154224,13.55497537,31.75470966,0.7904104446,1.099849773,1.628535073
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.12,1.2308217,1.242954097,2.140464519,1.767765775,3.642759225,2.202832901,0.2920701058,0.04667733947,0.5947655496,-1.210196687,-0.368165442,12.76799616,-16.26936117,3.821516539,3.698243022,0.3903901226,3.972571985,2.607773917,0.09393389257,2.578562442,2.729617889,-0.1510554462,1.557778503,0.4673093978,1.090469105,1.377375652,1.673831882,-0.29645623,1.11907001,1.359930429,-0.2408604187,1.872083653,1.630759885,0.2413237673,-3.095335328,-10.94203728,-29.23887682,31.52152038,-57.26545817,-9.597560018,20.66024142,32.11838661,0.9382859328,0.5947655496,1.210196687
heldout,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.27,1.3246412,1.270658215,2.157144457,1.5246064,4.910615239,1.433260964,0.2546672286,-0.4557101692,0.2931256669,-0.7344185682,-2.678962679,-3.164798804,-10.09830247,5.688318759,3.316263755,0.3900421293,6.046973976,1.844650936,0.3011757346,4.417660544,4.776315762,-0.3586552174,1.159119298,-0.3124935211,1.47161282,1.134564271,1.223430666,-0.08886639468,0.8565068573,0.9235940011,-0.06708714381,3.893706735,3.904034691,-0.0103279558,17.35259409,-1.080882903,-21.10930404,25.88409099,-28.02822461,-5.119303268,11.88834543,25.88409099,0.5486119287,0.9772129478,0.7344185682
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.255,1.486635,1.335766158,2.040251753,1.647334035,5.865945528,0.7058527215,0.08270525444,0.001546287236,0.3773395905,-0.8667204193,3.532323663,2.844945475,-6.961698575,6.031497849,2.13326131,0.3883602523,7.033415115,2.259869354,0.8322585501,4.695731691,5.697648957,-1.001917266,0.09300955706,0.2196176007,-0.1266080436,1.258973783,0.815075485,0.4438982978,0.8468613902,0.5482687311,0.2985926591,3.729808956,6.990332873,-3.260523916,32.95918988,10.63686439,-32.07340192,27.75170247,10.04773682,14.49928494,10.63686439,27.75170247,0.6753803977,0.8045506575,0.8667204193
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.18,1.4801292,1.283103943,2.138499254,1.571275891,5.756423139,0.8088386202,0.295494397,-0.2333989493,0.3583714071,-0.1826355962,0.1431096311,-0.8085060243,-4.901809302,6.054290131,2.347460029,0.3966070514,7.331232271,2.260987217,0.6938401669,4.771186188,6.048128329,-1.276942141,0.2089607746,0.1224879629,0.08647281165,1.17466884,0.8774357244,0.2972331155,0.7936258807,0.5928102252,0.2008156555,4.061728741,6.892958835,-2.831230094,-8.758756378,-4.11382925,-27.43405742,26.36224047,-10.65021848,-4.537146589,4.11382925,26.36224047,0.2803645953,0.8804213902,0.5329105914
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.06,1.5835711,1.290970936,2.063036854,1.520728462,6.199900542,0.7655162348,0.05876163261,-0.1957278549,0.6371679206,-0.1894464967,-0.1603751901,-0.6679397799,-4.890767404,6.506641816,2.055865858,0.3836549376,8.037833848,2.006202144,0.7653639372,5.21567088,6.746862912,-1.531192032,-0.007170996021,-0.05683470983,0.04966371381,1.137073525,0.7553645251,0.3817089996,0.7180438723,0.4770007012,0.2410431711,4.586924915,8.9319298,-4.345004885,-24.18288648,-7.53519597,-17.82423759,26.92505836,-10.06715923,-9.804512114,7.53519597,26.92505836,0.2626375327,0.8511276099,0.5051338648
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.17,1.4493969,1.419269163,2.138084663,1.559203349,5.527383466,1.576028076,0.2721586403,-0.2600128393,0.2175161596,-0.2573419644,-1.709149485,-1.363598545,-9.626468031,6.244855167,2.669454797,0.3981257032,7.257791068,2.193330829,0.6557476594,4.825586004,5.838521905,-1.012935901,0.5313701347,0.05524616635,0.4761239684,1.161077645,0.9034556893,0.2576219562,0.8010763963,0.6233321524,0.177744244,4.156126873,6.462433049,-2.306306177,-13.61564679,-7.630587322,-20.09890386,25.85937865,-14.28267178,-11.42630541,7.876868863,25.85937865,0.5565623368,0.8418328851,0.9179150912
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.4736096,1.294554189,2.157051042,1.620440392,5.42550613,1.52679036,0.1838940985,-0.1630248062,0.7997087664,-0.02650489037,4.721349335,5.602919798,-8.763839285,5.401309687,2.465155471,0.397418818,6.008395026,3.69561115,0.4727098056,4.106755499,4.713840837,-0.6070853381,0.3081044287,1.538560108,-1.23045568,1.223021574,1.147730587,0.07529098752,0.8299495159,0.7788566162,0.05109289972,3.357876579,4.107096989,-0.7492204109,0.9366787625,26.29045105,-30.18606982,17.92083734,0.6290701928,54.32763607,26.52975708,22.09477151,1.014408638,0.7997087664,1.059892263
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,1.025,1.4222646,1.313169932,2.035619694,1.572355932,5.643958553,1.648888702,-0.411273735,-0.1751325002,-0.004060786147,-0.773710355,1.037264585,-6.63996328,-12.77636802,6.602847967,2.637144206,0.7280549488,8.032952773,1.46142694,0.6132327996,5.289678036,6.719782841,-1.430104805,0.6015245117,-0.5741927537,1.175717265,0.8443009829,0.9591231321,-0.1148221492,0.5936314402,0.6743633583,-0.08073191807,6.26515679,7.00617326,-0.7410164702,13.30959057,-17.070057,-5.977123944,18.94573114,-15.43933599,-24.77786998,17.070057,18.94573114,0.604359694,0.9536760618,1.042487288
train,20260602_231554,,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.4276458,1.286708037,2.040137192,1.649452152,5.396995884,1.113670807,0.6119696874,-0.2572189175,0.7383199095,-0.2974545724,2.325868882,10.07428018,-9.217890273,4.604510367,2.261054089,0.3893027702,5.274730622,2.809670642,0.4168907312,3.31780233,3.988022584,-0.6702202546,0.2209168965,0.76953345,-0.5486165534,1.260149381,1.23256142,0.02758796097,0.8826764884,0.8633523948,0.01932409353,2.632864309,3.23555688,-0.6026925718,7.899463251,21.85301996,-22.92334199,26.50430694,-12.73877253,42.61822342,24.22406364,29.0137731,0.5831578361,0.8862089396,0.7460690492
