model_id,split,residual_metric,launch_variable,sample_count,pearson_r,abs_pearson_r,slope,intercept,residual_mean,launch_variable_mean
baseline_active,heldout,dy,p0_rad_s,14,-0.7524992813,0.7524992813,-1.531103251,-0.03427316686,-0.4269795117,0.256485867
baseline_active,heldout,dy,r0_rad_s,14,-0.318109723,0.318109723,-1.063335485,-0.5839457309,-0.4269795117,-0.1476168353
baseline_active,heldout,dy,phi0_deg,14,-0.6428044274,0.6428044274,-0.1161226571,0.4896656951,-0.4269795117,7.893767069
baseline_active,heldout,dy,psi0_deg,14,-0.9079679069,0.9079679069,-0.1534687315,-0.9470453976,-0.4269795117,-3.388741673
baseline_active,heldout,roll,v0_m_s,14,-0.02819741073,0.02819741073,-0.6324792668,-15.14935642,-15.60615516,0.7222351098
baseline_active,heldout,roll,p0_rad_s,14,-0.6685795833,0.6685795833,-14.48616597,-11.89065832,-15.60615516,0.256485867
baseline_active,heldout,roll,r0_rad_s,14,0.3098787969,0.3098787969,11.03029638,-13.97789771,-15.60615516,-0.1476168353
baseline_active,heldout,roll,phi0_deg,14,-0.830296356,0.830296356,-1.597251095,-2.997827063,-15.60615516,7.893767069
baseline_active,heldout,roll,psi0_deg,14,-0.3827288497,0.3827288497,-0.688878392,-17.94058607,-15.60615516,-3.388741673
baseline_active,heldout,yaw,v0_m_s,14,-0.05102397551,0.05102397551,-0.5121838896,-2.843831773,-3.213748961,0.7222351098
baseline_active,heldout,yaw,p0_rad_s,14,-0.1425375073,0.1425375073,-1.382114627,-2.859256092,-3.213748961,0.256485867
baseline_active,heldout,yaw,r0_rad_s,14,-0.1775924478,0.1775924478,-2.829009275,-3.631358357,-3.213748961,-0.1476168353
baseline_active,heldout,yaw,phi0_deg,14,-0.0851487092,0.0851487092,-0.07330484649,-2.635097577,-3.213748961,7.893767069
baseline_active,heldout,yaw,psi0_deg,14,0.06021962404,0.06021962404,0.04850694904,-3.049371441,-3.213748961,-3.388741673
coefficient_candidate,train,dy,v0_m_s,82,0.3914193069,0.3914193069,1.446815744,-1.728944549,-0.3847426752,0.9290760617
coefficient_candidate,train,dy,p0_rad_s,82,-0.2031771285,0.2031771285,-0.6218280091,-0.1517439314,-0.3847426752,0.3746996603
coefficient_candidate,train,dy,r0_rad_s,82,-0.2857423052,0.2857423052,-1.65265962,-0.7156062432,-0.3847426752,-0.2002006729
coefficient_candidate,train,dy,phi0_deg,82,-0.420038117,0.420038117,-0.1334217711,0.8821527512,-0.3847426752,9.495417546
coefficient_candidate,train,dy,psi0_deg,82,-0.5279759862,0.5279759862,-0.1840449791,-1.298988763,-0.3847426752,-4.967514418
coefficient_candidate,train,roll,v0_m_s,82,-0.04316408394,0.04316408394,-2.90400341,-9.831959916,-12.52999997,0.9290760617
coefficient_candidate,train,roll,p0_rad_s,82,-0.123746796,0.123746796,-6.893392959,-9.947047968,-12.52999997,0.3746996603
coefficient_candidate,train,roll,r0_rad_s,82,0.02276050851,0.02276050851,2.396042094,-12.05031073,-12.52999997,-0.2002006729
coefficient_candidate,train,roll,phi0_deg,82,-0.01947649082,0.01947649082,-0.1126036116,-11.46078166,-12.52999997,9.495417546
coefficient_candidate,train,roll,psi0_deg,82,0.0004055703469,0.0004055703469,0.002573235944,-12.51721738,-12.52999997,-4.967514418
coefficient_candidate,train,yaw,v0_m_s,82,0.1395106082,0.1395106082,3.855412564,-3.824657706,-0.2426861842,0.9290760617
coefficient_candidate,train,yaw,p0_rad_s,82,0.09246063796,0.09246063796,2.115655694,-1.035421654,-0.2426861842,0.3746996603
coefficient_candidate,train,yaw,r0_rad_s,82,-0.3546463391,0.3546463391,-15.33546668,-3.312856933,-0.2426861842,-0.2002006729
coefficient_candidate,train,yaw,phi0_deg,82,0.427806437,0.427806437,1.015963153,-9.889680533,-0.2426861842,9.495417546
coefficient_candidate,train,yaw,psi0_deg,82,-0.2091736437,0.2091736437,-0.5451417065,-2.950685471,-0.2426861842,-4.967514418
coefficient_candidate,heldout,dy,v0_m_s,14,0.657271417,0.657271417,1.384458214,-1.426883842,-0.4269795117,0.7222351098
coefficient_candidate,heldout,dy,p0_rad_s,14,-0.7524992813,0.7524992813,-1.531103251,-0.03427316686,-0.4269795117,0.256485867
coefficient_candidate,heldout,dy,r0_rad_s,14,-0.318109723,0.318109723,-1.063335485,-0.5839457309,-0.4269795117,-0.1476168353
coefficient_candidate,heldout,dy,phi0_deg,14,-0.6428044274,0.6428044274,-0.1161226571,0.4896656951,-0.4269795117,7.893767069
coefficient_candidate,heldout,dy,psi0_deg,14,-0.9079679069,0.9079679069,-0.1534687315,-0.9470453976,-0.4269795117,-3.388741673
coefficient_candidate,heldout,roll,v0_m_s,14,-0.02819741073,0.02819741073,-0.6324792668,-15.14935642,-15.60615516,0.7222351098
coefficient_candidate,heldout,roll,p0_rad_s,14,-0.6685795833,0.6685795833,-14.48616597,-11.89065832,-15.60615516,0.256485867
coefficient_candidate,heldout,roll,r0_rad_s,14,0.3098787969,0.3098787969,11.03029638,-13.97789771,-15.60615516,-0.1476168353
coefficient_candidate,heldout,roll,phi0_deg,14,-0.830296356,0.830296356,-1.597251095,-2.997827063,-15.60615516,7.893767069
coefficient_candidate,heldout,roll,psi0_deg,14,-0.3827288497,0.3827288497,-0.688878392,-17.94058607,-15.60615516,-3.388741673
coefficient_candidate,heldout,yaw,v0_m_s,14,-0.05102397551,0.05102397551,-0.5121838896,-2.843831773,-3.213748961,0.7222351098
coefficient_candidate,heldout,yaw,p0_rad_s,14,-0.1425375073,0.1425375073,-1.382114627,-2.859256092,-3.213748961,0.256485867
coefficient_candidate,heldout,yaw,r0_rad_s,14,-0.1775924478,0.1775924478,-2.829009275,-3.631358357,-3.213748961,-0.1476168353
coefficient_candidate,heldout,yaw,phi0_deg,14,-0.0851487092,0.0851487092,-0.07330484649,-2.635097577,-3.213748961,7.893767069
coefficient_candidate,heldout,yaw,psi0_deg,14,0.06021962404,0.06021962404,0.04850694904,-3.049371441,-3.213748961,-3.388741673
lateral_diagnostic_candidate,train,dy,v0_m_s,82,0.4364875342,0.4364875342,1.016281536,-1.571669383,-0.6274665359,0.9290760617
lateral_diagnostic_candidate,train,dy,p0_rad_s,82,-0.230693064,0.230693064,-0.4447348951,-0.4608245218,-0.6274665359,0.3746996603
lateral_diagnostic_candidate,train,dy,r0_rad_s,82,-0.5154542906,0.5154542906,-1.877890386,-1.003421455,-0.6274665359,-0.2002006729
lateral_diagnostic_candidate,train,dy,phi0_deg,82,-0.4173102974,0.4173102974,-0.08349650697,0.1653676614,-0.6274665359,9.495417546
lateral_diagnostic_candidate,train,dy,psi0_deg,82,-0.6190015107,0.6190015107,-0.1359166684,-1.302634546,-0.6274665359,-4.967514418
lateral_diagnostic_candidate,train,roll,v0_m_s,82,0.1922433618,0.1922433618,59.9228827,-28.35410175,27.31881412,0.9290760617
lateral_diagnostic_candidate,train,roll,p0_rad_s,82,0.046624908,0.046624908,12.03327418,22.80995037,27.31881412,0.3746996603
lateral_diagnostic_candidate,train,roll,r0_rad_s,82,-0.1253356292,0.1253356292,-61.12991333,15.08056433,27.31881412,-0.2002006729
lateral_diagnostic_candidate,train,roll,phi0_deg,82,0.1649712113,0.1649712113,4.418923919,-14.6407136,27.31881412,9.495417546
lateral_diagnostic_candidate,train,roll,psi0_deg,82,-0.1325084817,0.1325084817,-3.89514693,7.969615581,27.31881412,-4.967514418
lateral_diagnostic_candidate,train,yaw,v0_m_s,82,-0.251695596,0.251695596,-65.86215311,38.89898145,-22.29196838,0.9290760617
lateral_diagnostic_candidate,train,yaw,p0_rad_s,82,-0.07630348096,0.07630348096,-16.53214241,-16.09738023,-22.29196838,0.3746996603
lateral_diagnostic_candidate,train,yaw,r0_rad_s,82,0.1966220007,0.1966220007,80.50638165,-6.174536598,-22.29196838,-0.2002006729
lateral_diagnostic_candidate,train,yaw,phi0_deg,82,-0.08458121264,0.08458121264,-1.901959351,-4.232070187,-22.29196838,9.495417546
lateral_diagnostic_candidate,train,yaw,psi0_deg,82,0.234096524,0.234096524,5.776889946,6.404815725,-22.29196838,-4.967514418
lateral_diagnostic_candidate,heldout,dy,v0_m_s,14,0.6700402092,0.6700402092,1.672032027,-1.974979742,-0.767379507,0.7222351098
lateral_diagnostic_candidate,heldout,dy,p0_rad_s,14,-0.6675426788,0.6675426788,-1.609111159,-0.3546652362,-0.767379507,0.256485867
lateral_diagnostic_candidate,heldout,dy,r0_rad_s,14,-0.5956945248,0.5956945248,-2.358987244,-1.115605738,-0.767379507,-0.1476168353
lateral_diagnostic_candidate,heldout,dy,phi0_deg,14,-0.4348110657,0.4348110657,-0.09305662854,-0.03281215704,-0.767379507,7.893767069
lateral_diagnostic_candidate,heldout,dy,psi0_deg,14,-0.8408829464,0.8408829464,-0.1683811884,-1.337979857,-0.767379507,-3.388741673
lateral_diagnostic_candidate,heldout,roll,v0_m_s,14,-0.01664119241,0.01664119241,-4.06114495,20.95685239,18.02375092,0.7222351098
lateral_diagnostic_candidate,heldout,roll,p0_rad_s,14,0.3465444037,0.3465444037,81.69325896,-2.929415435,18.02375092,0.256485867
lateral_diagnostic_candidate,heldout,roll,r0_rad_s,14,0.01948048829,0.01948048829,7.544355502,19.1374248,18.02375092,-0.1476168353
lateral_diagnostic_candidate,heldout,roll,phi0_deg,14,0.3858855325,0.3858855325,8.076543645,-45.73060334,18.02375092,7.893767069
lateral_diagnostic_candidate,heldout,roll,psi0_deg,14,0.1427098328,0.1427098328,2.794681017,27.49420294,18.02375092,-3.388741673
lateral_diagnostic_candidate,heldout,yaw,v0_m_s,14,-0.5290811781,0.5290811781,-92.47452387,26.20458088,-40.58376703,0.7222351098
lateral_diagnostic_candidate,heldout,yaw,p0_rad_s,14,0.19884186,0.19884186,33.57151128,-49.1943852,-40.58376703,0.256485867
lateral_diagnostic_candidate,heldout,yaw,r0_rad_s,14,0.7942344197,0.7942344197,220.2960721,-8.064358019,-40.58376703,-0.1476168353
lateral_diagnostic_candidate,heldout,yaw,phi0_deg,14,-0.2586431019,0.2586431019,-3.87707044,-9.979076064,-40.58376703,7.893767069
lateral_diagnostic_candidate,heldout,yaw,psi0_deg,14,0.3686740153,0.3686740153,5.170786666,-23.06130677,-40.58376703,-3.388741673
