row_index,kept,filter_reason,session_label,case_id,throw_id,alignment_window_s,alignment_elapsed_s,phi0_deg,psi0_deg,u0_m_s,v0_m_s,w0_m_s,speed0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,launch_lateral_score,launch_confidence_weight
41,True,kept,20260604_203516,C0_neutral,v002,0.04,0.0419344,11.77138484,-5.999871566,4.223598309,1.096913005,0.3046261168,4.374333994,0.9534975491,0.1443062039,-0.04358220066,0.5662365553,0.6182046331
42,True,kept,20260604_203516,C0_neutral,v003,0.04,0.0405454,8.76740169,-3.747729123,4.983191165,0.9394251674,0.2991526044,5.079784061,0.1111036732,0.1506315943,-0.07202288064,0.3548763801,0.8278644318
43,True,kept,20260604_203516,C0_neutral,v004,0.04,0.0465005,10.0942031,-7.944531886,4.827048949,1.260821942,0.2109757054,4.993454142,0.8280333955,0.1830973242,-0.3940248933,0.5732536941,0.6108342112
44,True,kept,20260604_203516,C0_neutral,v005,0.04,0.0421303,14.18080869,-0.8576325633,4.849662865,0.4066874356,0.6084293427,4.904570403,0.5359492785,0.3947034795,-0.3941305162,0.4063258204,0.7806323298
45,True,kept,20260604_203516,C0_neutral,v006,0.04,0.0455336,15.82818174,-1.774361693,5.256578457,1.014478363,0.3632745954,5.365887798,0.5502961454,0.5285644324,-0.2075074808,0.5128727249,0.6739781089
46,True,kept,20260604_203516,C0_neutral,v007,0.04,0.0446473,11.89502351,-6.255913938,5.437845377,1.387862224,0.3136638545,5.620917088,0.1159959114,0.2554273772,-0.1130731617,0.5139906321,0.67281858
47,True,kept,20260604_203516,C0_neutral,v008,0.04,0.0415302,5.443806415,-5.446402219,5.006165461,0.8456356742,0.5578223694,5.107637234,0.615670976,0.4165915423,-0.2322332567,0.3862494931,0.7994885995
48,True,kept,20260604_203516,C0_neutral,v009,0.04,0.04533589999,10.07866209,-4.216574228,5.430503181,1.000592568,0.3580559788,5.533511939,0.4603500663,0.3441794383,-0.1851185515,0.4245264761,0.7631244969
49,True,kept,20260604_203516,C0_neutral,v010,0.04,0.0434594,7.105593978,-6.652946288,4.700909663,1.118545797,0.8222425947,4.901609862,0.1157943752,0.7919793624,-0.109592099,0.4014873545,0.7852225142
50,True,kept,20260604_203516,C0_neutral,v011,0.04,0.041656,8.275539077,-11.27387812,4.364317596,1.304118062,0.4481552228,4.576989743,0.7298468252,0.1785404615,-0.1114228129,0.5689614129,0.6153428825
51,True,kept,20260604_203516,C0_neutral,v012,0.04,0.0697025,15.74979055,-7.732827629,3.998394277,1.076310272,0.2832131635,4.150398812,0.4100489601,0.5684346826,-0.3063712046,0.5348325678,0.6511151223
52,True,kept,20260604_203516,C0_neutral,v013,0.04,0.0404193,11.38078631,-3.080581364,5.539303968,0.7878463155,0.4856150949,5.616085139,0.9721402645,0.477287192,-0.3302239185,0.5125122985,0.6743518415
53,False,aligned_v_outside_launch_gate,20260604_203516,C0_neutral,v014,0.04,0.04389630001,6.133627069,-8.028646779,6.281828813,1.691445057,0.6205414612,6.535092297,1.117127443,0.226719822,-0.297283061,0.6957982777,0.4837423421
54,True,kept,20260604_203516,C0_neutral,v015,0.04,0.0445355,3.83053021,-10.91011301,5.062790017,1.416191442,0.6412817198,5.296100755,-0.2421609842,0.5293251693,-0.3545226889,0.5109112344,0.6760113358
55,True,kept,20260604_203516,C0_neutral,v016,0.04,0.04062180001,13.26801564,-6.331482109,4.961812308,1.042390288,0.4074166376,5.086467065,-0.05094060681,0.5856082884,-0.1337666534,0.4539973209,0.7340557122
56,False,aligned_v_outside_launch_gate,20260604_203516,C0_neutral,v017,0.04,0.04422909999,7.568038009,-10.16078364,5.432502452,1.509652866,0.6363192345,5.674155165,0.08943660609,0.7713311377,-0.283358818,0.5375016381,0.6483257447
57,True,kept,20260604_203516,C0_neutral,v018,0.04,0.0515284,6.388463045,-3.840771992,4.248929234,0.711389235,0.485819757,4.335377159,0.2249695476,0.5267761074,-0.07517314113,0.2830981837,0.886728109
58,True,kept,20260604_203516,C0_neutral,v019,0.04,0.04598530001,15.9905107,1.167720307,5.313621093,0.4831482047,0.7644806624,5.390030797,0.8697242753,0.6964589457,-0.147218075,0.5056439022,0.681462787
59,True,kept,20260604_203516,C0_neutral,v020,0.04,0.043632,13.68830339,-8.29570647,4.744658794,1.329339006,0.5011568496,4.952785828,0.7305352536,0.4417588389,-0.2991806052,0.6040043204,0.5785491189
60,True,kept,20260604_203516,C0_neutral,v021,0.04,0.04107369999,7.364843271,-4.877610181,4.584366768,0.8969454668,0.5436165837,4.702812863,0.8705224198,0.3261166279,-0.0958485193,0.465130613,0.7228744447
61,True,kept,20260604_203516,C0_neutral,v022,0.04,0.0436739,4.608917207,-2.346470631,4.103539327,0.4647341768,0.6253028533,4.17684289,-0.07459314763,0.2236472788,0.2257495478,0.1910254042,0.9467349985
62,True,kept,20260604_203516,C0_neutral,v023,0.04,0.04547140001,9.125597892,-5.543779623,4.778687467,1.008344525,0.3750069939,4.898289786,0.8041697915,0.08074936556,-0.04353670034,0.4871534573,0.7004882154
63,True,kept,20260604_203516,C0_neutral,v024,0.04,0.04473590001,9.457314356,-4.693805743,4.756323318,0.8875244078,0.6021650876,4.875747519,0.7176641254,0.2782853302,-0.04522701175,0.4443128299,0.743697557
64,True,kept,20260604_203516,C0_neutral,v025,0.04,0.0422501,10.52966826,-7.160273408,4.629184532,0.8912594927,0.3970374849,4.730891214,-0.06390353647,0.3265553844,-0.120049769,0.3913270062,0.7947678348
65,True,kept,20260604_203516,C0_neutral,v026,0.04,0.04433609999,0.6512199197,-5.415609204,5.133938143,0.8586304769,0.7449959735,5.258287378,-0.02657618778,0.5260485623,0.1059499663,0.2849569815,0.8853247767
66,True,kept,20260604_203516,C0_neutral,v027,0.04,0.04071880001,3.070692396,-2.190558583,5.640317494,0.639104338,0.7262823086,5.72268484,-0.0194326919,0.7436853677,0.1407383441,0.2114143405,0.9351540209
67,True,kept,20260604_203516,C0_neutral,v028,0.04,0.044022,15.35931367,-10.73570756,5.400126322,1.358417241,0.4302392573,5.584959043,0.70992944,0.4033231429,-0.5088079222,0.6523717975,0.5281455115
68,True,kept,20260604_203516,C0_neutral,v029,0.04,0.0439034,6.196174874,3.271570264,5.767805256,0.1802015519,0.2307158511,5.775229854,0.8395973159,-0.1396943475,0.4659331062,0.3724798476,0.8121161921
69,True,kept,20260604_203516,C0_neutral,v030,0.04,0.0426799,4.518072916,-5.645044396,4.47274434,0.7716873077,0.7848429726,4.606182988,-0.4114002471,0.615762613,0.01614085153,0.3203064979,0.8573625718
70,True,kept,20260604_210642,C0_neutral,v001,0.04,0.04247499999,8.391191037,-1.948542891,4.389658959,0.6959900802,0.3285225588,4.456616995,0.3137136038,-0.154055035,0.06413918311,0.3067332496,0.8683782133
71,True,kept,20260604_210642,C0_neutral,v002,0.04,0.0443367,15.10315563,0.9884743603,5.12370604,0.5574309695,0.03343454769,5.154047996,0.5729987495,-0.2588401088,0.1116545537,0.4342029243,0.7536718114
72,True,kept,20260604_210642,C0_neutral,v003,0.04,0.04463420001,10.22084981,0.1641733663,4.769687288,0.6920566124,0.5568425385,4.851693807,0.01829687761,0.5449491339,0.1793707516,0.3112098222,0.8647824296
73,True,kept,20260604_210642,C0_neutral,v004,0.04,0.04457909999,8.25246874,-10.81734665,4.934737932,1.474163493,0.1276742104,5.151805234,-0.05786758401,-0.0638765559,-0.2104346876,0.5375195899,0.6483069773
74,True,kept,20260604_210642,C0_neutral,v005,0.04,0.04177200001,5.2163413,-2.119269792,4.745845536,0.3455554995,0.7741927415,4.820978412,0.100677463,0.6927695574,-0.1120721548,0.169257049,0.9579382858
75,True,kept,20260604_210642,C0_neutral,v006,0.04,0.04260649999,10.24526886,-0.6591450699,5.08772562,0.5528715612,0.4885950306,5.140947777,1.441673267,0.2559549622,-0.2240710939,0.6096222976,0.572662341
76,True,kept,20260604_210642,C0_neutral,v007,0.04,0.04256219999,8.827884844,-5.86741896,5.0317757,1.015762383,0.5907109247,5.167153889,0.6558568865,0.3173997429,0.002751732899,0.4556704223,0.7323818114
77,True,kept,20260604_210642,C0_neutral,v008,0.04,0.0454683,10.09408683,-4.987240413,5.25292069,1.185657807,0.3941572684,5.399474064,0.596779575,0.4795548752,0.1183517863,0.4885381622,0.6990700663
78,True,kept,20260604_210642,C0_neutral,v009,0.04,0.0442568,7.174119514,-7.104298866,6.086601108,1.30616997,0.06898897708,6.225556402,0.1788297194,0.1965619888,-0.640959978,0.4821022871,0.7056514059
79,True,kept,20260604_210642,C0_neutral,v010,0.04,0.0411041,1.46223122,-9.216522949,5.262078931,1.004063429,0.7805276888,5.413579363,-0.432756769,0.8821720678,-0.4145047398,0.4120323494,0.7751831264
80,True,kept,20260604_210642,C0_neutral,v011,0.04,0.04485220001,8.933840831,-9.554202195,5.46806859,1.484912065,0.4144804204,5.681243875,1.116724349,0.3514279977,-0.4895147051,0.6852307623,0.4944487386
81,True,kept,20260604_210642,C0_neutral,v012,0.04,0.0419711,7.393701925,-11.98299161,4.844555329,1.288208831,0.7256260479,5.065148713,-0.1740328959,0.7354106403,-0.2310839986,0.5041248292,0.6830325487
82,True,kept,20260604_210642,C0_neutral,v013,0.04,0.0403253,8.29511798,-7.736938807,4.912203016,1.297287931,0.3480290348,5.092525764,0.4273266842,0.36585502,-0.1357443615,0.490336991,0.6972260885
83,True,kept,20260604_210642,C0_neutral,v014,0.04,0.0404562,8.60881789,-1.40399386,5.591687032,0.8303854773,0.3387515551,5.663148994,0.4926256374,0.3257488853,-0.3573325773,0.3753949459,0.8094647533
84,True,kept,20260604_210642,C0_neutral,v015,0.04,0.04206180001,5.349931734,-6.443606865,4.214222528,0.9298522793,0.5978567858,4.356802671,-0.146444437,0.7525232993,0.007670265739,0.338981913,0.841673501
85,True,kept,20260604_210642,C0_neutral,v016,0.04,0.04603110001,6.841540175,-9.851096926,4.677858702,1.146650845,0.754771522,4.875125665,-0.2061146595,0.814721812,-0.4635146584,0.456026061,0.7320257028
86,False,aligned_w_outside_launch_gate,20260604_210642,C0_neutral,v017,0.04,0.04408559999,0.312095447,-2.121828233,5.279067686,0.60925795,0.965680656,5.401137844,0.02918925696,0.7936910699,-0.0377640059,0.1884178331,0.9481411269
87,False,aligned_u_outside_replay_filter,20260604_210642,C0_neutral,v018,0.04,0.076774,2.358477129,-9.802217573,2.311449042,0.5872059989,0.3228716841,2.406627035,-0.110355028,0.378509966,-0.1879823664,0.2921395875,0.879837271
88,True,kept,20260604_210642,C0_neutral,v019,0.04,0.04488619999,8.356879699,-5.166878091,5.589008776,0.7941107558,0.4368969683,5.662023486,0.3076768551,0.1972739299,-0.2459809067,0.3481441126,0.8337626707
89,True,kept,20260604_210642,C0_neutral,v020,0.04,0.0430359,9.027980461,-3.069210368,5.420976038,0.7646336719,0.4405022809,5.492329935,0.02753056183,0.185661472,-0.1325655392,0.3140421832,0.8624882621
90,True,kept,20260604_210642,C0_neutral,v021,0.04,0.0417133,1.624060488,-9.950865629,5.919591046,1.424865038,0.5401993002,6.112578328,-0.3854591408,0.2679933641,-0.3065832807,0.5076735707,0.6793636814
91,False,aligned_w_outside_launch_gate,20260604_210642,C0_neutral,v022,0.04,0.0416465,4.311782179,-3.703604255,6.603567235,1.237843141,0.9190388099,6.781149475,0.5495907071,0.3686195605,-0.01697065438,0.4408216599,0.7471527697
92,True,kept,20260604_210642,C0_neutral,v023,0.04,0.0411144,8.918090541,-4.007204879,4.896263592,0.4467154069,0.5898055177,4.951850399,0.5874069912,0.348731416,-0.04438654366,0.3370133712,0.8433552328
93,True,kept,20260604_210642,C0_neutral,v024,0.04,0.04394079999,10.57387743,-5.933884479,5.272550611,0.8783956469,0.5633544457,5.374824378,1.106569782,0.3077420027,-0.470605605,0.5708184259,0.6133923413
94,True,kept,20260604_210642,C0_neutral,v025,0.04,0.0409125,12.13924663,-10.24162609,5.237975189,1.442705713,0.3529739267,5.444481101,-0.0121379312,0.5028930783,-0.5461850618,0.574085866,0.6099600155
95,True,kept,20260604_210642,C0_neutral,v026,0.04,0.04011,6.51181684,-3.789355554,6.117652809,0.7925497966,0.4805047645,6.1874628,-0.08938847484,0.385280589,0.1661006932,0.2950060015,0.87761892
96,False,aligned_w_outside_launch_gate,20260604_210642,C0_neutral,v027,0.04,0.04363629999,9.631531618,-4.568357882,5.803018087,0.870276046,0.9322510307,5.941505811,-0.1339254192,1.138588921,-0.1224574249,0.3571521118,0.8258546855
97,True,kept,20260604_210642,C0_neutral,v028,0.04,0.0410292,10.12666172,-5.970455373,4.5582927,0.7704761974,0.7203954552,4.678742943,-0.1254703037,0.7060297629,-0.2594986346,0.3580621418,0.8250487974
98,True,kept,20260604_210642,C0_neutral,v029,0.04,0.04473190001,9.78402769,-5.14799359,5.228689946,1.01208135,0.5321829936,5.352263629,0.7670392052,0.3908390322,-0.3121217179,0.4897886415,0.6977884028
99,True,kept,20260604_210642,C0_neutral,v030,0.04,0.0457207,11.94499731,-7.423173322,4.689116202,0.9890079523,0.5910501142,4.828590656,0.9759591079,0.2209217776,-0.394777242,0.572494688,0.6116315308
100,True,kept,20260605_000625,C0_neutral,v001,0.04,0.04098020001,-2.308728145,-2.601802936,3.89486255,0.2177189438,0.817870654,3.985758175,-0.1231802822,0.4752460883,-0.005803219908,0.1112329321,0.9816120127
101,True,kept,20260605_000625,C0_neutral,v002,0.04,0.04173239999,3.972003251,-3.961918111,4.271381732,0.4587169835,0.8790221494,4.384951894,0.476006701,0.2125193475,-0.2554259355,0.2644579353,0.9004082573
102,True,kept,20260605_000625,C0_neutral,v003,0.04,0.0450829,5.897083925,-5.259885204,4.962480314,0.7016321938,0.5325667744,5.040052179,0.42832333,0.1824954537,-0.2763469961,0.3243063917,0.854053062
103,True,kept,20260605_000625,C0_neutral,v004,0.04,0.0434121,2.562648216,-2.066299172,5.089427931,0.3642898459,0.5266204337,5.129552888,0.106766376,0.2093566185,0.02504819355,0.1372461176,0.9721406871
104,True,kept,20260605_000625,C0_neutral,v005,0.04,0.0460211,3.356204084,-1.716218079,4.548025574,0.3282796623,0.885294822,4.645002807,0.001661452349,0.5693133321,-0.09269182419,0.1312053032,0.9745082956
