split,dataset_root,session_label,trial_id,throw_id,case_id,surface_axis,command_axis,command_value,command_abs,replay_status,replay_policy,replay_dt_s,replay_command_source,replay_command_onset_delay_s,duration_s,response_window_start_s,response_window_end_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg,actual_peak_p_rad_s,sim_peak_p_rad_s,peak_p_rad_s_residual_actual_minus_sim,actual_p_impulse_rad,sim_p_impulse_rad,p_impulse_rad_residual_actual_minus_sim,actual_phi_change_deg,sim_phi_change_deg,phi_change_deg_residual_actual_minus_sim,actual_peak_q_rad_s,sim_peak_q_rad_s,peak_q_rad_s_residual_actual_minus_sim,actual_q_impulse_rad,sim_q_impulse_rad,q_impulse_rad_residual_actual_minus_sim,actual_theta_change_deg,sim_theta_change_deg,theta_change_deg_residual_actual_minus_sim,actual_peak_r_rad_s,sim_peak_r_rad_s,peak_r_rad_s_residual_actual_minus_sim,actual_r_impulse_rad,sim_r_impulse_rad,r_impulse_rad_residual_actual_minus_sim,actual_psi_change_deg,sim_psi_change_deg,psi_change_deg_residual_actual_minus_sim,actual_roll_coupling_phi_change_deg,sim_roll_coupling_phi_change_deg,roll_coupling_phi_change_deg_residual_actual_minus_sim,actual_yaw_coupling_psi_change_deg,sim_yaw_coupling_psi_change_deg,yaw_coupling_psi_change_deg_residual_actual_minus_sim,actual_response_dy_m,sim_response_dy_m,response_dy_m_residual_actual_minus_sim,actual_response_dx_m,sim_response_dx_m,response_dx_m_residual_actual_minus_sim,actual_response_altitude_loss_m,sim_response_altitude_loss_m,response_altitude_loss_m_residual_actual_minus_sim,actual_max_abs_alpha_deg,sim_max_abs_alpha_deg,max_abs_alpha_deg_residual_actual_minus_sim,actual_alpha_gt_20_s,sim_alpha_gt_20_s,alpha_gt_20_s_residual_actual_minus_sim,actual_alpha_gt_30_s,sim_alpha_gt_30_s,alpha_gt_30_s_residual_actual_minus_sim,actual_speed_mean_m_s,sim_speed_mean_m_s,speed_mean_m_s_residual_actual_minus_sim,actual_response_delay_p_s,sim_response_delay_p_s,response_delay_p_s_residual_actual_minus_sim,actual_response_delay_q_s,sim_response_delay_q_s,response_delay_q_s_residual_actual_minus_sim,actual_response_delay_r_s,sim_response_delay_r_s,response_delay_r_s_residual_actual_minus_sim
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_n10/v003,v003,C1_rudder_neg1p0,rudder,delta_r,-1,1,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9558717,0.15,0.8,4.248673913,4.467858525,-0.2191846118,-0.1778091993,0.09137216767,-0.269181367,0.9544825911,0.8761138287,0.07836876238,-20.38585864,-6.241905824,-14.14395282,-16.53247183,5.661611642,-22.19408347,-11.69623977,-21.84728849,10.15104871,-0.9582610092,-0.9780170041,0.01975599492,-0.3537179231,-0.08089099318,-0.2728269299,-23.6302286,-8.871042519,-14.75918608,-1.798680406,0.7839424487,-2.582622854,-0.7233867111,0.0767429438,-0.8001296548,-15.38788156,4.159696082,-19.54757764,-0.6255300522,-1.375213619,0.7496835664,-0.03653188248,-0.4260785109,0.3895466284,-3.003807496,-12.05025214,9.046444645,-23.6302286,-8.871042519,-14.75918608,-3.003807496,-12.05025214,9.046444645,-0.1821415136,0.1141234866,-0.2962650002,2.840971134,3.049258269,-0.2082871346,0.5418747966,0.5801910915,-0.03831629482,14.92322193,18.67426744,-3.751045511,0,0,0,0,0,0,4.533791643,4.782486177,-0.2486945339,0.1022004,0.495,-0.3927996,0.1082743,0.475,-0.3667257,0.4406845,0.205,0.2356845
heldout,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p02/v001,v001,C1_rudder_pos0p2,rudder,delta_r,0.2,0.2,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9849175,0.15,0.8,4.19939016,4.846442295,-0.6470521344,0.09285949158,0.2415560759,-0.1486965843,0.9372591388,1.672694157,-0.7354350186,4.268382889,8.288725412,-4.020342523,-8.741294261,-21.15574781,12.41445355,7.566649025,18.79183915,-11.22519012,1.188408841,0.4471390347,0.7412698059,-0.03317731614,0.2083399692,-0.2415172854,-17.72669459,-4.164559559,-13.56213503,-1.90503589,-0.06754687801,-1.837489012,-0.6551353129,-0.03626465268,-0.6188706602,-4.462079252,-11.0428838,6.580804551,1.182986109,0.5108089759,0.6721771327,0.4953746959,0.2554511149,0.239923581,17.71993162,21.57248598,-3.852554356,-17.72669459,-4.164559559,-13.56213503,17.71993162,21.57248598,-3.852554356,0.007027788213,0.0214876534,-0.01445986518,2.745430157,3.177079123,-0.4316489658,0.4875619434,1.066218698,-0.5786567547,15.89676861,6.590364588,9.306404024,0,0,0,0,0,0,4.364909263,5.170020964,-0.8051117009,0.4572125,0.06,0.3972125,0.1882559,0.16,0.02825589999,0.05874089999,0.035,0.02374089999
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p02/v002,v002,C1_rudder_pos0p2,rudder,delta_r,0.2,0.2,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.8966257,0.15,0.8,4.126672641,4.442977692,-0.3163050501,0.07346008158,0.01554574269,0.05791433889,0.9725068559,1.175255673,-0.2027488169,4.964997929,3.637991424,1.327006505,-10.0134647,-14.51511795,4.501653248,8.187807079,11.48830422,-3.300497143,0.4978363818,0.3000872473,0.1977491345,0.0835245877,0.1456827594,-0.06215817165,0.2295924859,-0.2979391343,0.5275316203,-1.825714373,-0.02809665616,-1.797617717,-0.4379475433,-0.01583186475,-0.4221156786,-7.57741642,-8.390756807,0.8133403863,-0.2210229148,0.1954885887,-0.4165115035,-0.03378095285,0.09295401858,-0.1267349714,12.40610245,15.73829289,-3.332190433,0.2295924859,-0.2979391343,0.5275316203,12.40610245,15.73829289,-3.332190433,0.04198331219,-0.04076489285,0.08274820504,2.935023991,3.201349935,-0.2663259441,0.6365557471,0.8655079835,-0.2289522364,16.37680618,6.362475319,10.01433086,0,0,0,0,0,0,4.671496379,5.111959343,-0.4404629641,0.4298878,0.045,0.3848878,0.2925815,,,0.01914300001,0.045,-0.02585699999
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p02/v003,v003,C1_rudder_pos0p2,rudder,delta_r,0.2,0.2,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.8672032,0.15,0.8,4.008811626,4.363181285,-0.3543696588,0.07267541206,0.06360570576,0.009069706303,0.9114567559,1.298996225,-0.3875394692,-1.51151907,3.96832229,-5.47984136,-7.638656189,-16.38392794,8.745271748,8.194654462,12.23399562,-4.03934116,-0.9271129597,0.3511492637,-1.278262223,-0.3336452778,0.1701444813,-0.5037897591,-11.10169154,-1.50517773,-9.596513814,-1.587033807,-0.0470069896,-1.540026817,-0.585089017,-0.02658053014,-0.5585084869,-5.981490856,-8.761572591,2.780081735,0.616873421,0.2836875363,0.3331858847,0.2393226209,0.1382975158,0.1010251052,14.74286814,17.14281058,-2.399942434,-11.10169154,-1.50517773,-9.596513814,14.74286814,17.14281058,-2.399942434,0.02028433018,-0.0002657027769,0.02055003296,2.966195419,3.259032741,-0.2928373214,0.6327764294,0.9865861475,-0.3538097181,14.91820031,6.481397085,8.436803227,0,0,0,0,0,0,4.69305001,5.248863459,-0.5558134484,0.0644175,0.045,0.0194175,0.1687064,,,0.0527433,0.035,0.0177433
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p04/v001,v001,C1_rudder_pos0p4,rudder,delta_r,0.4,0.4,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1328608,0.15,0.8,5.050772811,5.346182282,-0.295409471,-0.1433705036,1.073105705,-1.216476208,1.0551019,1.181342252,-0.1262403519,2.305983735,11.28034785,-8.974364118,-19.37565966,-14.36366248,-5.011997175,11.63212887,40.47216999,-28.84004113,-0.5696745481,0.3767707478,-0.946445296,-0.2073821533,0.1326817041,-0.3400638574,-12.45340196,1.534022664,-13.98742463,-1.505735923,-0.0630060576,-1.442729865,-0.6011085118,-0.02429671705,-0.5768117948,-9.543650291,-9.942374033,0.3987237427,0.843755917,0.6490932374,0.1946626796,0.3613242689,0.2697575785,0.09156669041,9.434962727,23.75701356,-14.32205083,-12.45340196,1.534022664,-13.98742463,9.434962727,23.75701356,-14.32205083,-0.1103314539,0.368427699,-0.4787591529,2.897639908,3.147241489,-0.2496015807,0.373877566,0.5923415973,-0.2184640314,14.47813423,7.412306769,7.065827465,0,0,0,0,0,0,4.574673178,4.980360178,-0.4056869998,0.1133382,0.13,-0.01666179999,0.1008251,0.075,0.02582510001,0.1202602,0.15,-0.02973979999
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p04/v002,v002,C1_rudder_pos0p4,rudder,delta_r,0.4,0.4,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.073439,0.15,0.8,4.554385043,4.993435446,-0.4390504028,-0.3276853816,0.549504931,-0.8771903125,0.9715422878,1.084230971,-0.1126886832,10.68568665,20.19749033,-9.511803686,-12.03534728,-0.788363806,-11.24698348,18.99749123,31.57653879,-12.57904756,-0.7305244897,0.5077180482,-1.238242538,-0.2626110807,0.1555960959,-0.4182071766,-5.402368556,2.937839043,-8.340207599,-1.619863161,0.4864548487,-2.10631801,-0.5485913867,0.01720042124,-0.565791808,-6.704173881,-6.069407487,-0.6347663945,0.5914597012,0.556390539,0.03506916214,0.2465382866,0.2357284026,0.01080988405,16.87125089,23.43501623,-6.563765345,-5.402368556,2.937839043,-8.340207599,16.87125089,23.43501623,-6.563765345,-0.1991881198,0.1609224473,-0.3601105671,2.776615944,3.070975358,-0.2943594138,0.4205354516,0.6183199457,-0.197784494,18.16870254,9.921312511,8.24739003,0,0,0,0,0,0,4.372766943,4.84287541,-0.4701084678,0.0828253,0.15,-0.0671747,0.2004074,0.535,-0.3345926,0.0828253,0.145,-0.0621747
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p04/v003,v003,C1_rudder_pos0p4,rudder,delta_r,0.4,0.4,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9937871,0.15,0.8,4.13069786,4.175568319,-0.04487045942,-0.3651021438,0.4915254143,-0.8566275581,0.9984354652,1.035270038,-0.03683457251,3.663438446,27.22078526,-23.55734682,-15.53535166,-15.09894164,-0.4364100201,17.62829656,27.09191909,-9.463622531,1.24726492,0.5004966129,0.7467683072,0.2396844603,0.213308828,0.0263756323,-11.18688456,8.384973107,-19.57185767,-1.91979506,-0.9056660784,-1.014128981,-0.7662311863,-0.1128305213,-0.653400665,-16.16459964,-7.175918751,-8.988680886,0.8157356447,0.6821167975,0.1336188472,0.3325634833,0.2711817312,0.06138175216,16.42009162,22.16125206,-5.741160438,-11.18688456,8.384973107,-19.57185767,16.42009162,22.16125206,-5.741160438,-0.2806674076,0.2652146507,-0.5458820582,2.669536188,2.723768827,-0.05423263869,0.5398874864,0.6017853826,-0.0618978962,16.556926,21.39376871,-4.83684271,0,0.27,-0.27,0,0,0,4.264187026,4.331049059,-0.06686203226,0.01077619999,0.1,-0.08922380001,0.0956176,0.33,-0.2343824,0.05954,0.11,-0.05046
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p06/v001,v001,C1_rudder_pos0p6,rudder,delta_r,0.6,0.6,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0194296,0.15,0.8,4.238181572,4.291998493,-0.05381692064,-0.1257158883,0.5448698096,-0.6705856979,0.9837050761,0.9881516117,-0.004446535521,-1.98880082,25.6357692,-27.62457002,-13.22900565,-15.14972164,1.920715992,13.62383438,33.56532827,-19.94149389,-0.8162434663,0.780967941,-1.597211407,-0.3646867204,0.2633929999,-0.6280797203,-16.29012835,11.40397943,-27.69410778,-1.940763421,0.8040940975,-2.744857519,-0.6537247281,0.06268128906,-0.7164060172,-15.46246861,-3.299196557,-12.16327205,0.8978381847,0.8683877041,0.02945048059,0.3755427439,0.3227850904,0.05275765347,12.73893419,25.56420573,-12.82527154,-16.29012835,11.40397943,-27.69410778,12.73893419,25.56420573,-12.82527154,-0.1225697789,0.2449005697,-0.3674703486,2.659679498,2.766795971,-0.1071164724,0.4808385571,0.5454272882,-0.06458873112,16.4430415,22.40381978,-5.960778279,0,0.29,-0.29,0,0,0,4.248852545,4.374833182,-0.1259806363,0.0701771,0.175,-0.1048229,0.1128491,0.125,-0.01215090001,0.1068158,0.13,-0.02318420001
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p06/v002,v002,C1_rudder_pos0p6,rudder,delta_r,0.6,0.6,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.1119195,0.15,0.8,4.630783899,4.58350722,0.04727667903,0.07622478881,0.5946322351,-0.5184074463,1.040837293,1.012843933,0.02799335967,-3.501179847,25.56147459,-29.06265444,-20.11524115,-19.93175475,-0.1834864024,8.896552729,33.81382976,-24.91727703,-0.3628345791,0.589751309,-0.9525858882,-0.1019566184,0.2280197503,-0.3299763687,-8.290763792,11.69148219,-19.98224598,-1.948124062,-1.001891209,-0.9462328534,-0.7379578903,-0.05091770893,-0.6870401814,-14.25136025,-3.258812319,-10.99254793,0.5714006149,0.6523215555,-0.08092094058,0.2273404089,0.1862194674,0.04112094143,8.861688595,22.95143704,-14.08974844,-8.290763792,11.69148219,-19.98224598,8.861688595,22.95143704,-14.08974844,0.02407325359,0.2114131965,-0.187339943,2.679656423,2.743845448,-0.06418902453,0.3524394825,0.4203388214,-0.06789933898,16.60985678,23.29090325,-6.681046469,0,0.345,-0.345,0,0,0,4.210382884,4.303707691,-0.09332480642,0.0722772,0.09,-0.0177228,0.1129002,0.395,-0.2820998,0.1420333,0.215,-0.07296670001
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p06/v003,v003,C1_rudder_pos0p6,rudder,delta_r,0.6,0.6,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9605713,0.15,0.8,4.036082582,4.145077877,-0.1089952947,-0.1570456227,0.4212169653,-0.578262588,0.9955638776,0.9858488493,0.009715028222,-2.449215646,25.64118893,-28.09040458,-13.44222757,-11.7169755,-1.725252068,15.25358619,31.16982806,-15.91624187,-0.7817171185,0.8524901873,-1.634207306,-0.2410521116,0.2708816364,-0.511933748,-19.45200606,11.23577526,-30.68778132,-1.796561934,0.8449616355,-2.641523569,-0.5904574776,0.09247029931,-0.6829277769,-11.39584622,-2.028343192,-9.367503032,0.6866300058,0.8709492628,-0.184319257,0.2302822998,0.3260364288,-0.09575412898,15.6950178,26.38530569,-10.69028789,-19.45200606,11.23577526,-30.68778132,15.6950178,26.38530569,-10.69028789,-0.154935698,0.2196150591,-0.3745507571,2.688461628,2.814252745,-0.1257911172,0.564537729,0.6209505846,-0.05641285558,16.87135867,21.60649264,-4.735133963,0,0.265,-0.265,0,0,0,4.309248589,4.463757209,-0.1545086202,0.0543819,0.195,-0.1406181,0.1945841,0.135,0.05958410001,0.1032391,0.135,-0.0317609
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p08/v001,v001,C1_rudder_pos0p8,rudder,delta_r,0.8,0.8,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.8841473,0.15,0.8,4.188490502,4.286643147,-0.09815264483,-0.2443629429,0.9669035544,-1.211266497,0.9844953899,1.368479021,-0.3839836308,8.211999692,7.434993841,0.7770058512,-5.789872023,-21.35706009,15.56718807,20.80765313,52.56934559,-31.76169246,-0.4544629947,0.5667881905,-1.021251185,-0.1309089937,0.1528201007,-0.2837290944,-5.754495097,-4.034297825,-1.720197272,-1.141199467,0.05001813901,-1.191217606,-0.3295214344,-0.0005076123774,-0.329013822,-3.988878362,-12.98878497,8.999906608,1.153462665,1.429536963,-0.2760742981,0.4175587996,0.5189179916,-0.101359192,16.02519922,40.67470486,-24.64950564,-5.754495097,-4.034297825,-1.720197272,16.02519922,40.67470486,-24.64950564,-0.2281789461,0.6735056183,-0.9016845643,3.043407372,3.174975579,-0.1315682077,0.6957656055,1.036472346,-0.3407067404,17.61555243,6.037163799,11.57838863,0,0,0,0,0,0,4.880760442,5.287971752,-0.4072113099,0.1425772,0.255,-0.1124228,0.2176999,0.65,-0.4323001,0.1782371,0.175,0.00323710001
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p08/v002,v002,C1_rudder_pos0p8,rudder,delta_r,0.8,0.8,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0644474,0.15,0.8,3.772109752,3.820637144,-0.04852739229,-0.366894437,0.2285172171,-0.595411654,1.11701867,1.16541811,-0.0483994397,20.92050068,27.3672972,-6.446796524,-25.60737656,-31.37898553,5.771608972,32.51006206,26.62215193,5.88791013,-1.16542975,0.5189854351,-1.684415185,-0.2948623935,0.1883888806,-0.4832512741,-13.38205055,8.04332338,-21.42537393,-1.778042464,-2.08277018,0.3047277163,-0.6365045737,-0.8550246162,0.2185200426,-26.34139129,-26.55601901,0.2146277218,0.9868857299,0.7924187997,0.1944669302,0.4318625871,0.3013491407,0.1305134465,26.8386439,21.09962265,5.739021252,-13.38205055,8.04332338,-21.42537393,26.8386439,21.09962265,5.739021252,-0.2394626042,0.03893821733,-0.2784008215,2.224832539,2.281596523,-0.05676398439,0.4595832111,0.5651701351,-0.105586924,22.80856447,27.23628795,-4.427723478,0.3753617,0.6,-0.2246383,0,0,0,3.645564044,3.668132514,-0.02256847057,0.04975150001,0.13,-0.08024849999,0.1391982,0.07,0.0691982,0.0614024,0.095,-0.0335976
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p08/v003,v003,C1_rudder_pos0p8,rudder,delta_r,0.8,0.8,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0053291,0.15,0.8,4.069757802,4.053231549,0.01652625331,-0.5147800871,0.1930359745,-0.7078160617,0.9880749693,1.021873785,-0.03379881575,11.42971236,20.56343324,-9.133720875,-14.11193978,-19.72482678,5.612887001,25.90375855,23.92722502,1.97653353,0.7414633981,0.2939417717,0.4475216264,0.0418018335,0.007337939448,0.03446389405,-3.575400798,4.784678568,-8.360079366,-1.601809478,-1.842478438,0.2406689599,-0.7164602028,-0.877588115,0.1611279121,-19.64062062,-22.03385478,2.393234158,0.4510187983,0.8545715787,-0.4035527804,0.1940650699,0.267062813,-0.07299774309,18.28107165,14.29262246,3.988449189,-3.575400798,4.784678568,-8.360079366,18.28107165,14.29262246,3.988449189,-0.3389942886,0.1038627064,-0.4428569951,2.574126413,2.566916729,0.007209684089,0.5174112592,0.5627607116,-0.04534945238,20.71712102,21.92682714,-1.209706121,0.04692590001,0.41,-0.3630741,0,0,0,4.124235151,4.077326444,0.04690870682,0.4461473,0.45,-0.003852699994,0.08335560001,0.05,0.03335560001,0.09497270001,0.195,-0.1000273
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p10/v001,v001,C1_rudder_pos1p0,rudder,delta_r,1,1,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9777635,0.15,0.8,4.073378903,3.965593502,0.1077854011,0.100359824,-0.1093709008,0.2097307248,1.012097132,1.137931461,-0.1258343286,16.7289516,15.40063936,1.328312236,-13.9912018,-19.49065194,5.499450144,18.18193696,26.26484358,-8.082906621,1.58295733,1.195627734,0.3873295959,0.1392146563,0.4917154866,-0.3525008302,-6.451814366,7.283190156,-13.73500452,-1.984222412,-1.791793523,-0.1924288893,-0.8252619073,-0.8635067393,0.03824483195,-16.05187312,-19.98868004,3.936806923,0.7446622075,0.9581593098,-0.2134971022,0.3415719513,0.398305194,-0.05673324269,21.76320582,26.27809729,-4.514891464,-6.451814366,7.283190156,-13.73500452,21.76320582,26.27809729,-4.514891464,0.05786236541,-0.1627148133,0.2205771787,2.658403573,2.584033963,0.07436960985,0.5874334829,0.6817143212,-0.09428083833,16.26722708,21.86909199,-5.601864915,0,0.42,-0.42,0,0,0,4.27243673,4.146748343,0.1256883872,0.4085508,0.06,0.3485508,0.09371319999,0.05,0.04371319999,0.0441448,0.065,-0.0208552
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p10/v002,v002,C1_rudder_pos1p0,rudder,delta_r,1,1,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,0.9061737,0.15,0.8,4.08342189,4.157807874,-0.07438598381,-0.003520925516,0.3636736069,-0.3671945324,0.9080149584,0.8891656171,0.01884934125,9.376776057,25.52563987,-16.14886382,-7.756361485,-1.888566296,-5.867795189,16.3220038,36.21051178,-19.88850798,0.854269118,1.390891403,-0.5366222845,-0.03521783966,0.3609712087,-0.3961890483,-6.387427219,13.87400861,-20.26143583,-1.53586942,0.8031017953,-2.338971215,-0.6945935337,0.1546741399,-0.8492676736,-9.346221912,3.322900201,-12.66912211,0.9468805349,1.093504492,-0.1466239571,0.4403259631,0.4372090414,0.003116921702,17.16702103,32.8075251,-15.64050407,-6.387427219,13.87400861,-20.26143583,17.16702103,32.8075251,-15.64050407,-0.02624145689,0.1995921913,-0.2258336482,2.867327133,2.989315415,-0.1219882828,0.5951244297,0.6138348925,-0.01871046288,16.63704229,22.59263322,-5.955590938,0,0.1,-0.1,0,0,0,4.575930427,4.719685225,-0.1437547977,0.4706177,0.275,0.1956177,0.07258869999,0.33,-0.2574113,0.07258869999,0.13,-0.05741130001
train,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pr30,20260604_224711,20260604_224711/c1_r_p10/v003,v003,C1_rudder_pos1p0,rudder,delta_r,1,1,ok,frozen_active_neutral_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians_with_nominal_onset_delay,0.073,1.0735403,0.15,0.8,4.98579758,5.255351594,-0.2695540142,-0.3278431999,1.429552583,-1.757395783,0.9171415786,1.604015398,-0.6868738196,17.88285623,9.285837391,8.597018835,-3.904139414,-15.37798706,11.47384765,26.75888816,73.00338251,-46.24449435,-0.5654140412,0.5959236242,-1.161337665,-0.1622641608,0.1244304588,-0.2866946196,-0.58406144,-1.654436056,1.070374616,-1.468576584,0.110026589,-1.578603173,-0.5126608941,0.01469629679,-0.5273571909,-0.6343843626,-9.50073519,8.866350828,1.26054372,1.912673071,-0.6521293506,0.4829929665,0.605192817,-0.1221998505,14.541792,37.20889194,-22.66709994,-0.58406144,-1.654436056,1.070374616,14.541792,37.20889194,-22.66709994,-0.1759659316,0.5556720207,-0.7316379522,3.072590325,3.397248133,-0.3246578084,0.3808908571,0.9176020244,-0.5367111673,18.96815178,6.427275147,12.54087663,0,0,0,0,0,0,4.812394474,5.514196946,-0.701802472,0.09080289999,0.31,-0.2191971,0.1148301,0.49,-0.3751699,0.1693011,0.19,-0.0206989
