dataset_root,session_label,trial_id,throw_id,throw_dir,case_id,case_storage_id,surface_axis,command_axis,command_value,command_abs,command_lattice_percent,command_start_s,command_duration_s,effective_flight_duration_s,usable_window_start_s,usable_window_end_s,response_window_s,valid_throw,state_sample_count,command_schedule_status,command_schedule_notes,vicon_validity_flag,tracking_quality_flag,launch_quality_flag,termination_reason,termination_group,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,speed0_m_s,phi0_deg,theta0_deg,psi0_deg,p0_rad_s,q0_rad_s,r0_rad_s,mean_rate_confidence,min_rate_confidence,response_spike_fraction,response_body_rate_limited_fraction,max_abs_alpha_deg,deep_post_stall_flag,filter_status,filter_reasons,split,notes
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n08/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n08/v001,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,0.9739627,0.15,0.8,0.65,True,157,ok,"active rows 33, active start 0.172788",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.320948012,2.056456119,1.323327663,5.006928204,0.7278148729,0.7357132969,5.112760368,12.49158171,1.77264147,-3.758062894,0.346912003,0.4639979371,-0.2676245006,0.95,0.95,0,0,39.01752015,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n08/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n08/v002,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,1.0610844,0.15,0.8,0.65,True,173,ok,"active rows 37, active start 0.170619",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.298387312,2.098196819,1.416251803,5.383167624,0.9654381473,0.3182002626,5.478304107,7.570070123,-3.277677734,-5.940597181,-0.071079197,0.06521375437,-0.3965320501,0.9369942197,0.5,0.009433962264,0,39.34119897,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n08/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n08/v003,C1_aileron_neg0p8,c1_a_n08,aileron,delta_a,-0.8,0.8,-80,0.15,60,1.1227475,0.15,0.8,0.65,True,180,ok,"active rows 40, active start 0.172861",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.253385999,2.081741846,1.440758324,4.981036193,0.9106910042,0.6974865965,5.111415383,7.675456281,10.93732116,-4.363906055,0.2027287621,0.6912952543,-0.3444896189,0.9275,0.5,0.0396039604,0.009900990099,19.73255326,False,kept,,heldout,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n10/bad/i001,i001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n10/bad/i001,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:rejected_launch_attempt:vertical_body_velocity_outside_launch_gate;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n10/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n10/v001,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,0.9909691,0.15,0.8,0.65,True,162,ok,"active rows 35, active start 0.171695",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.255490095,2.118120128,1.411580102,5.16777899,0.8819098556,0.6449988664,5.282019332,6.144363754,1.026661026,-3.890056241,0.2558039919,0.4092723268,-0.1255103634,0.9305555556,0.5,0.05714285714,0.02857142857,53.36620878,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n10/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n10/v002,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,0.9326582,0.15,0.8,0.65,True,155,ok,"active rows 33, active start 0.16624",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.278299354,2.119626469,1.370520013,4.897293488,1.324742355,0.4726840573,5.095277817,5.013938692,-2.887133182,-10.05638694,-0.3946931881,0.2321870433,-0.1701954475,0.9470967742,0.5,0,0,22.03274733,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_n10/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_n10/v003,C1_aileron_neg1p0,c1_a_n10,aileron,delta_a,-1,1,-100,0.15,60,1.0040262,0.15,0.8,0.65,True,158,ok,"active rows 35, active start 0.170721",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.266670429,2.114570094,1.431907254,4.649920446,1.068844047,0.7296925294,4.82665919,2.883286967,9.168771142,-7.423326255,-0.3042656031,0.7689311,-0.1747737595,0.9357594937,0.5,0.04716981132,0,17.62004546,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p02/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p02/v001,C1_aileron_pos0p2,c1_a_p02,aileron,delta_a,0.2,0.2,20,0.15,60,0.9229097,0.15,0.8,0.65,True,134,ok,"active rows 31, active start 0.156816",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.265072628,2.163190946,1.432649251,4.71670914,0.9833488105,0.3461525082,4.830542573,10.12423456,-2.205693683,-5.768459673,0.2684442504,0.1056965923,-0.09603065802,0.9365671642,0.5,0.04081632653,0.01020408163,14.60818504,False,kept,,heldout,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p02/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p02/v002,C1_aileron_pos0p2,c1_a_p02,aileron,delta_a,0.2,0.2,20,0.15,60,0.9081438,0.15,0.8,0.65,True,149,ok,"active rows 31, active start 0.169593",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.261608065,2.159136111,1.431586489,5.044393369,1.182225316,0.3056259936,5.190083661,0.6281788591,-6.956353041,-8.973622807,-0.1123746401,-0.3092200073,-0.2173398959,0.9439597315,0.5,0,0,13.340204,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p02/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p02/v003,C1_aileron_pos0p2,c1_a_p02,aileron,delta_a,0.2,0.2,20,0.15,60,1.0182968,0.15,0.8,0.65,True,79,ok,"active rows 18, active start 0.180802",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.304444038,2.118882409,1.445102319,4.769474915,1.225001375,0.6813469847,4.971192317,2.639567647,4.674799238,-10.91177663,-0.1271776896,0.53712406,-0.4385379748,0.95,0.95,0,0,20.26837585,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p04/bad/i001,i001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p04/bad/i001,C1_aileron_pos0p4,c1_a_p04,aileron,delta_a,0.4,0.4,40,0.15,60,0,0.15,0,-0.15,False,0,missing_command_schedule,metrics/command_schedule.csv missing or empty,missing_state_samples,nominal,clean,,unknown,,,,,,,0,,,,,,,,,,,,False,filtered,invalid_or_cancelled_throw;missing_or_short_state_samples;missing_command_schedule;response_window_too_short;nonfinite_launch_velocity,excluded,cancelled:rejected_launch_attempt:z_w_outside_launch_gate;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p04/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p04/v001,C1_aileron_pos0p4,c1_a_p04,aileron,delta_a,0.4,0.4,40,0.15,60,1.0192106,0.15,0.8,0.65,True,170,ok,"active rows 36, active start 0.167749",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.292385002,2.091815581,1.389849473,5.114082977,1.041080241,0.472323945,5.240303681,2.407424063,-2.614999582,-7.350757107,-0.6147918291,0.05575045136,-0.2464151785,0.95,0.95,0,0,32.47808018,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p04/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p04/v002,C1_aileron_pos0p4,c1_a_p04,aileron,delta_a,0.4,0.4,40,0.15,60,1.1396246,0.15,0.8,0.65,True,187,ok,"active rows 40, active start 0.183065",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.256207048,2.129459051,1.437162096,5.09589587,0.8177582603,0.5460568243,5.189899936,7.01003492,2.532358747,-4.999006287,0.1811304498,0.3959105166,-0.301742953,0.9451871658,0.5,0.009708737864,0.009708737864,24.88430754,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p04/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p04/v003,C1_aileron_pos0p4,c1_a_p04,aileron,delta_a,0.4,0.4,40,0.15,60,0.9989821,0.15,0.8,0.65,True,161,ok,"active rows 35, active start 0.171672",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.249926848,2.123773528,1.393833651,4.728460257,0.9698196976,0.4125644343,4.844491311,14.40277419,3.631279871,-5.145977885,0.7258175212,0.413924372,-0.5416625098,0.9472049689,0.5,0,0,17.27981655,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p06/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p06/v001,C1_aileron_pos0p6,c1_a_p06,aileron,delta_a,0.6,0.6,60,0.15,60,1.0105438,0.15,0.8,0.65,True,153,ok,"active rows 35, active start 0.167649",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.255913029,2.057814209,1.43469527,4.974455056,0.3986971218,0.6570080122,5.033470177,9.508097325,5.012657231,0.3115917593,0.2350688646,0.4870101906,-0.1800982922,0.9205882353,0.5,0.05376344086,0.03225806452,23.21663753,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p06/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p06/v002,C1_aileron_pos0p6,c1_a_p06,aileron,delta_a,0.6,0.6,60,0.15,60,1.1392431,0.15,0.8,0.65,True,187,ok,"active rows 40, active start 0.165252",valid_state_samples,nominal,clean,exit_gate_floor,floor,1.288112771,2.142810224,1.388655735,5.463044904,0.7991549427,0.4123664212,5.536565208,11.81281009,-1.840929425,-1.935237323,0.4336015754,0.331420856,-0.07599701837,0.9475935829,0.5,0.009523809524,0.009523809524,15.91729758,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p06/v003,v003,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p06/v003,C1_aileron_pos0p6,c1_a_p06,aileron,delta_a,0.6,0.6,60,0.15,60,0.915159,0.15,0.8,0.65,True,148,ok,"active rows 31, active start 0.165706",valid_state_samples,nominal,roll_angle_asymmetry,exit_gate_floor,floor,1.310005601,2.122223908,1.40147937,5.197933392,0.3890533568,-0.01340058447,5.212490157,19.86345667,-6.738632816,4.614123779,1.11521068,-0.03335099512,0.2354942142,0.9439189189,0.5,0.009433962264,0,22.78100017,False,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p08/v001,v001,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p08/v001,C1_aileron_pos0p8,c1_a_p08,aileron,delta_a,0.8,0.8,80,0.15,60,0.8823925,0.15,0.8,0.65,True,150,ok,"active rows 31, active start 0.165032",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.27624418,2.072279911,1.30616002,5.147348103,1.132708427,0.2465015694,5.276266094,6.204153683,-8.38634117,-6.29260536,-0.1866205296,-0.008166322241,-0.249679669,0.941,0.5,0.01801801802,0.009009009009,34.7386461,True,kept,,train,exit_gate_triggered;controller_mode:open_loop_neutral
C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30,20260604_222810,20260604_222810/c1_a_p08/v002,v002,C:/Users/GH-X-ST/OneDrive - Imperial College London/Year 4/Final Year Project/01 - Github/Nausicaa/04_Flight_Test/05_Results/cal/pa30/20260604_222810/c1_a_p08/v002,C1_aileron_pos0p8,c1_a_p08,aileron,delta_a,0.8,0.8,80,0.15,60,0.9961558,0.15,0.8,0.65,True,144,ok,"active rows 33, active start 0.182279",valid_state_samples,nominal,lateral_velocity_asymmetry,exit_gate_floor,floor,1.288507277,2.078801921,1.337571628,5.039448641,1.087543737,0.4909928176,5.178790199,9.121330241,-0.2659859207,-6.828317471,0.2339491579,0.428702077,-0.3924007522,0.946875,0.5,0.01098901099,0,30.96624196,True,kept,,heldout,exit_gate_triggered;controller_mode:open_loop_neutral
