ix,iy,x_w_m,y_w_m,W_layer,environment_mode,seed,w_wing_mean_m_s
3,1,5.925,1.6500000000000001,W1,gaussian_single,1533320,-0.004573240327173519
3,1,5.925,1.6500000000000001,W1,gaussian_four,1533321,0.9049226133845457
3,1,5.925,1.6500000000000001,W2,annular_gp_single,1533322,0.00209173284763715
3,1,5.925,1.6500000000000001,W2,annular_gp_four,1533323,1.0801445346212837
3,1,5.925,1.6500000000000001,W3,w3_randomised_single,1533324,0.0012508589201878585
3,1,5.925,1.6500000000000001,W3,w3_randomised_four,1533325,1.37175041118882
3,2,5.925,2.75,W1,gaussian_single,1533337,0.0013932124041357318
3,2,5.925,2.75,W1,gaussian_four,1533338,0.7165002117775754
3,2,5.925,2.75,W2,annular_gp_single,1533339,0.0005442700488915192
3,2,5.925,2.75,W2,annular_gp_four,1533340,0.5462512566711879
3,2,5.925,2.75,W3,w3_randomised_single,1533341,0.0028510762945299084
3,2,5.925,2.75,W3,w3_randomised_four,1533342,0.04682559959887327
3,3,5.925,3.85,W1,gaussian_single,1533354,-0.010639397992493277
3,3,5.925,3.85,W1,gaussian_four,1533355,1.0488633593987142
3,3,5.925,3.85,W2,annular_gp_single,1533356,0.0006837573989462477
3,3,5.925,3.85,W2,annular_gp_four,1533357,0.9587264051452759
3,3,5.925,3.85,W3,w3_randomised_single,1533358,0.000862526078327151
3,3,5.925,3.85,W3,w3_randomised_four,1533359,0.7200392006387175
