compact_library_id,library_size_case_id,library_size_human_label,primitive_variant_id,transition_object_id,primitive_id,entry_role,transition_entry_class,controller_id,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,primitive_timing_contract_status,transition_success_probability,transition_chain_compatible_rate,transition_exit_classes_seen,transition_pairs_seen,continuation_probability,terminal_useful_probability,hard_failure_risk,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,environment_coverage,runtime_context_conditioning_required,runtime_context_conditioning_version,runtime_context_conditioning_policy,context_conditioning_keys,sample_count,margin_class,prediction_source,claim_status
v53lib_heavy_cluster_296c26400cf0,heavy_cluster,heavy clustering and merging,primvar_lift_dwell_arc_transition_object_d07ad7436ca9,primvar_lift_dwell_arc_transition_object_d07ad7436ca9__entry_recoverable_degraded,lift_dwell_arc,transition_object,recoverable_degraded,lqrta_lift_dwell_arc_00dddeaac68e,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.2,0.2,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.2,0.0,0.0,0.0032767619077857,0.0,0.0475,0.4461225958461717,0.5905617591129874,0.7744498963670878,1.0950000000000002,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_d36ec8f760ec,heavy_cluster,heavy clustering and merging,primvar_lift_entry_transition_object_28b2b3339374,primvar_lift_entry_transition_object_28b2b3339374__entry_boundary_near,lift_entry,transition_object,boundary_near,lqrta_lift_entry_f49d3cdd681e,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.5,0.5,0.05,-0.031088356086618,0.0,0.027,-0.0720795543154659,0.5053036455455923,0.7971669948028199,0.39,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_5f26b1202117,heavy_cluster,heavy clustering and merging,primvar_lift_entry_transition_object_f9383a10aedd,primvar_lift_entry_transition_object_f9383a10aedd__entry_inflight_stable,lift_entry,transition_object,inflight_stable,lqrta_lift_entry_b7332ac7c7a5,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.95,0.95,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.95,0.0,0.0,-0.0062852466338588,0.0,0.061,0.1997463954790159,0.6119075062555205,0.9047946991960338,0.7049999999999998,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_a2ad8f917821,heavy_cluster,heavy clustering and merging,primvar_lift_entry_transition_object_dc083942123e,primvar_lift_entry_transition_object_dc083942123e__entry_launch_gate,lift_entry,transition_object,launch_gate,lqrta_lift_entry_fd1460f4b75c,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1385358351015918,0.0,0.0015,0.0042965023720533,0.751874984436722,1.5513580680332744,0.8699999999999999,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_6a6267987065,heavy_cluster,heavy clustering and merging,primvar_lift_entry_transition_object_478ab00d370c,primvar_lift_entry_transition_object_478ab00d370c__entry_recoverable_degraded,lift_entry,transition_object,recoverable_degraded,lqrta_lift_entry_93905c62940c,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.2,0.2,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.2,0.0,0.0,0.0068445829740044,0.0,0.0584999999999999,0.4461201257467386,0.599345780010601,0.7734744814941465,1.05,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_211ad6f729e5,heavy_cluster,heavy clustering and merging,primvar_mild_turn_left_transition_object_87607ffa8ae4,primvar_mild_turn_left_transition_object_87607ffa8ae4__entry_boundary_near,mild_turn_left,transition_object,boundary_near,lqrta_mild_turn_left_e21641c0dafd,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.5,0.5,0.05,-0.0325391499735345,0.0,0.021,-0.0721375547023299,0.505328176330948,0.7971669948028199,0.77,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_57c2eb7367f0,heavy_cluster,heavy clustering and merging,primvar_mild_turn_left_transition_object_8fe6f414880a,primvar_mild_turn_left_transition_object_8fe6f414880a__entry_inflight_stable,mild_turn_left,transition_object,inflight_stable,lqrta_mild_turn_left_f41b5d46ee15,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.95,0.95,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.95,0.0,0.0,-0.0036766882230364,0.0,0.064,0.2001361674582922,0.6119075062555205,0.9099658713579446,0.515,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_9155f404612e,heavy_cluster,heavy clustering and merging,primvar_mild_turn_left_transition_object_af2c53ed9701,primvar_mild_turn_left_transition_object_af2c53ed9701__entry_launch_gate,mild_turn_left,transition_object,launch_gate,lqrta_mild_turn_left_40c0eea03309,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1384189847030607,0.0,0.0025,0.0042965023720533,0.752152362047848,1.551777007883549,0.85,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_fa660987d55d,heavy_cluster,heavy clustering and merging,primvar_mild_turn_left_transition_object_f34c47aea22b,primvar_mild_turn_left_transition_object_f34c47aea22b__entry_recoverable_degraded,mild_turn_left,transition_object,recoverable_degraded,lqrta_mild_turn_left_ad4bf1fd77d9,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.175,0.175,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.175,0.0,0.0,0.0047354460933919,0.0,0.05,0.4461064165655354,0.5803396847824983,0.7726547647881659,0.8649999999999999,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_c254335deaaf,heavy_cluster,heavy clustering and merging,primvar_mild_turn_right_transition_object_d1bead4c5ba8,primvar_mild_turn_right_transition_object_d1bead4c5ba8__entry_boundary_near,mild_turn_right,transition_object,boundary_near,lqrta_mild_turn_right_18d0c44abf53,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.5,0.5,0.05,-0.0322842766053536,0.0,0.0245,-0.0720763420929921,0.5045426690379263,0.7971669948028199,0.725,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_e488ef260d1a,heavy_cluster,heavy clustering and merging,primvar_mild_turn_right_transition_object_af07b65732c6,primvar_mild_turn_right_transition_object_af07b65732c6__entry_inflight_stable,mild_turn_right,transition_object,inflight_stable,lqrta_mild_turn_right_a6726d384dab,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.95,0.95,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.95,0.0,0.0,-0.0010264651123034,0.0,0.068,0.1991860304748778,0.6119075062555205,0.9042698314184974,0.76,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_d775230fa469,heavy_cluster,heavy clustering and merging,primvar_mild_turn_right_transition_object_ce01d5102246,primvar_mild_turn_right_transition_object_ce01d5102246__entry_launch_gate,mild_turn_right,transition_object,launch_gate,lqrta_mild_turn_right_3c36db4ff1d1,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1385055821848135,0.0,0.0015,0.0042965023720533,0.7520019626814357,1.5516192249419745,0.85,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_ec2716149114,heavy_cluster,heavy clustering and merging,primvar_mild_turn_right_transition_object_251986d50f77,primvar_mild_turn_right_transition_object_251986d50f77__entry_recoverable_degraded,mild_turn_right,transition_object,recoverable_degraded,lqrta_mild_turn_right_c665d0d3ffe6,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.15,0.15,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.15,0.0,0.0,0.0072183526273438,0.0,0.0595,0.4462692975646144,0.5927020240416208,0.7744762901042366,1.175,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_188a4a4830ca,heavy_cluster,heavy clustering and merging,primvar_recovery_transition_object_698e909b0e5d,primvar_recovery_transition_object_698e909b0e5d__entry_boundary_near,recovery,transition_object,boundary_near,lqrta_recovery_2bf71533537d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.475,0.475,boundary_near;hard_failure;safe_terminal,boundary_near->boundary_near;boundary_near->hard_failure;boundary_near->safe_terminal,0.475,0.475,0.075,-0.0320243629664401,0.0,0.0245,-0.0721178965163522,0.5058388951040165,0.7971669948028199,0.5900000000000001,boundary_near_route_usable_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_a9abc915c08e,heavy_cluster,heavy clustering and merging,primvar_recovery_transition_object_7ad65f9f5d08,primvar_recovery_transition_object_7ad65f9f5d08__entry_inflight_stable,recovery,transition_object,inflight_stable,lqrta_recovery_15ca39ec277e,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.95,0.95,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.95,0.0,0.0,0.003030098449958,0.0,0.0765,0.1984851085163796,0.6119075062555205,0.8976020074983855,0.2299999999999999,inflight_stable_high_probability_transition_survivor,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_5d1011c6db48,heavy_cluster,heavy clustering and merging,primvar_recovery_transition_object_f48cd53c2b2e,primvar_recovery_transition_object_f48cd53c2b2e__entry_launch_gate,recovery,transition_object,launch_gate,lqrta_recovery_a23b27a41594,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.5,0.5,boundary_near;inflight_stable;post_launch_degraded,launch_gate->boundary_near;launch_gate->inflight_stable;launch_gate->post_launch_degraded,0.5,0.0,0.0,-0.1384763048319896,0.0,0.003,0.0042965023720533,0.7517495012801748,1.5512115032805205,0.69,launch_gate_route_usable_nonzero_handoff_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_3254b02b30ba,heavy_cluster,heavy clustering and merging,primvar_recovery_transition_object_ae3c4ecd0b8e,primvar_recovery_transition_object_ae3c4ecd0b8e__entry_recoverable_degraded,recovery,transition_object,recoverable_degraded,lqrta_recovery_f6e55a74ea5a,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.175,0.175,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.175,0.0,0.0,0.0055789876532285,0.0,0.0574999999999999,0.4461748061326063,0.5822142872212072,0.7747483760152503,1.065,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,40,margin_available,W3_summary_interpretable,simulation_only_outcome_model
