primitive_variant_id,primitive_id,candidate_index,compatible_row_count,survived_environment_count,downgraded_row_count,eliminated_row_count,blocked_row_count,w2_variant_status,eligible_for_w3
primvar_energy_retaining_bank_inflight_only_8ab3d2dc425e,energy_retaining_bank,30,120,2,10,14,0,survived,True
primvar_energy_retaining_bank_inflight_only_707a66ab85c6,energy_retaining_bank,31,120,2,10,14,0,survived,True
primvar_glide_launch_capable_4e39febaf600,glide,0,200,2,10,54,0,survived,True
primvar_glide_launch_capable_97d5c85c43a3,glide,1,200,2,10,54,0,survived,True
primvar_glide_launch_capable_d7cdd04122f2,glide,2,200,2,10,54,0,survived,True
primvar_glide_launch_capable_5eb9bc7ba4ec,glide,3,200,2,10,54,0,survived,True
primvar_glide_launch_capable_b6983fdc66e7,glide,4,200,2,10,54,0,survived,True
primvar_glide_launch_capable_22b3dd04eca0,glide,5,200,2,10,54,0,survived,True
primvar_glide_launch_capable_f12559662728,glide,6,200,2,10,54,0,survived,True
primvar_glide_launch_capable_8ab37b4ce45b,glide,7,200,2,10,54,0,survived,True
primvar_glide_launch_capable_33e3f40eedfa,glide,8,200,2,10,54,0,survived,True
primvar_glide_launch_capable_74800a11c5c0,glide,9,200,2,10,54,0,survived,True
primvar_glide_launch_capable_a6900331abd0,glide,10,200,2,10,54,0,survived,True
primvar_glide_launch_capable_3322d5824938,glide,11,200,2,10,54,0,survived,True
primvar_glide_launch_capable_57c2d9cc5aa3,glide,12,200,2,10,54,0,survived,True
primvar_glide_launch_capable_c00b70b6f421,glide,13,200,2,10,54,0,survived,True
primvar_glide_launch_capable_3214c6831118,glide,14,200,2,10,54,0,survived,True
primvar_glide_launch_capable_773b5310b72c,glide,15,200,2,10,54,0,survived,True
primvar_glide_launch_capable_9a73236be4d1,glide,16,200,2,10,54,0,survived,True
primvar_glide_launch_capable_9366c86f6f43,glide,17,200,2,10,54,0,survived,True
primvar_glide_launch_capable_15f3a9cbade1,glide,18,200,2,10,54,0,survived,True
primvar_glide_launch_capable_278d4f5058fa,glide,19,200,2,10,54,0,survived,True
primvar_glide_launch_capable_e555e0aa01fc,glide,20,200,2,10,54,0,survived,True
primvar_glide_launch_capable_83d81594415c,glide,21,200,2,10,54,0,survived,True
primvar_glide_launch_capable_8243b81e62b5,glide,22,200,2,10,54,0,survived,True
primvar_glide_launch_capable_42b4a2bad111,glide,23,200,2,10,54,0,survived,True
primvar_glide_launch_capable_759bddb34ad6,glide,24,200,2,10,54,0,survived,True
primvar_glide_launch_capable_293e7dfb20e1,glide,25,200,2,10,54,0,survived,True
primvar_glide_launch_capable_d19e6ca37c93,glide,26,200,2,10,54,0,survived,True
primvar_glide_launch_capable_16ccaa19c6d9,glide,27,200,2,10,54,0,survived,True
primvar_glide_launch_capable_8143acbc5fa2,glide,28,200,2,10,54,0,survived,True
primvar_glide_launch_capable_262bda08428f,glide,29,200,2,10,54,0,survived,True
primvar_glide_launch_capable_6e24ba18a977,glide,30,200,2,10,54,0,survived,True
primvar_glide_launch_capable_90f82841eccc,glide,31,200,2,10,54,0,survived,True
primvar_lift_dwell_arc_inflight_only_02be0d71ff42,lift_dwell_arc,0,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_0adae2fb0a2c,lift_dwell_arc,1,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_4f3fa2d526f5,lift_dwell_arc,2,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_8c4221b03ca7,lift_dwell_arc,3,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_d2b6b8ec861d,lift_dwell_arc,4,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_dcc8ccd4a9a6,lift_dwell_arc,5,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_8f62982879fa,lift_dwell_arc,6,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_06ffb99b54ae,lift_dwell_arc,7,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_775569c2e7d0,lift_dwell_arc,8,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_6b237bce2adf,lift_dwell_arc,9,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_6594e92dff2d,lift_dwell_arc,10,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_fa3d1b2cc805,lift_dwell_arc,11,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_684f8fb5a5a2,lift_dwell_arc,12,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_a55d3f0fb93e,lift_dwell_arc,13,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_676eeac0b4bd,lift_dwell_arc,14,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_4b4a8250cb1a,lift_dwell_arc,15,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_fcc060bbde5d,lift_dwell_arc,16,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_69d7995f644a,lift_dwell_arc,17,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_90515c4ae609,lift_dwell_arc,18,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_4b7296590f2c,lift_dwell_arc,19,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_61098d86c26f,lift_dwell_arc,20,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_e8f29c5c973c,lift_dwell_arc,21,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_648c087cdf2d,lift_dwell_arc,22,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_347eb9ede9e8,lift_dwell_arc,23,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_94c4b194b7ef,lift_dwell_arc,24,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_16c252b2e77b,lift_dwell_arc,25,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_06858f0b8c87,lift_dwell_arc,26,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_dfdb9ee13693,lift_dwell_arc,27,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_833a4d5e3e61,lift_dwell_arc,28,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_25e1a5dea919,lift_dwell_arc,29,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_a7faa9ad55de,lift_dwell_arc,30,120,2,10,14,0,survived,True
primvar_lift_dwell_arc_inflight_only_6778e5b4b5eb,lift_dwell_arc,31,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_29030ff7f7f7,lift_entry,0,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_a43937a3792d,lift_entry,1,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_bfe301c18127,lift_entry,2,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_76a894c45c1b,lift_entry,3,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_3ce0963b6a5c,lift_entry,4,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_272f5cf173a2,lift_entry,5,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_091c937ded50,lift_entry,6,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_96957fb4835e,lift_entry,7,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_8b979c7dd3e4,lift_entry,8,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_9ed4a85c36e4,lift_entry,9,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_f57dd46b7602,lift_entry,10,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_f2953f3e3e24,lift_entry,11,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_e8e839a06861,lift_entry,12,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_65fe2dfb90b3,lift_entry,13,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_83a271feee52,lift_entry,14,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_200edbe2d94a,lift_entry,15,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_310b57e5cae9,lift_entry,16,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_f8f8ee9768d8,lift_entry,17,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_3fac6d4bac97,lift_entry,18,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_6a9df324697a,lift_entry,19,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_6ecfc4a5d114,lift_entry,20,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_a0f4c09143b4,lift_entry,21,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_27bebc0ea586,lift_entry,22,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_ed5fe79d303f,lift_entry,23,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_105032ca740e,lift_entry,24,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_9796708ac71f,lift_entry,25,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_a6b8ed2ba647,lift_entry,26,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_7fbfd1d7c4a6,lift_entry,27,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_01621e8e6cef,lift_entry,28,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_71f12863931e,lift_entry,29,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_9d0c5e440259,lift_entry,30,120,2,10,14,0,survived,True
primvar_lift_entry_inflight_only_a1d005890828,lift_entry,31,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_38134419f8cc,mild_turn_left,0,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_f7154d78c63f,mild_turn_left,1,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_2546e5685c24,mild_turn_left,2,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_32555f4d131c,mild_turn_left,3,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_bbb5b325b87d,mild_turn_left,4,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_bcd3d49a9680,mild_turn_left,5,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_629200e386d5,mild_turn_left,6,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_dda8bd0bc5fa,mild_turn_left,7,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_b36ab9c4c090,mild_turn_left,8,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_b02ef00792d2,mild_turn_left,9,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_c75d7690ddef,mild_turn_left,10,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_a504b348a84a,mild_turn_left,11,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_e30a118801c7,mild_turn_left,12,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_6a65b7fbde3d,mild_turn_left,13,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_9a81f186d704,mild_turn_left,14,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_35ee02933a99,mild_turn_left,15,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_c2fabb242ec7,mild_turn_left,16,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_406dc259efa9,mild_turn_left,17,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_5f00d0b9f8db,mild_turn_left,18,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_92f813e09cc4,mild_turn_left,19,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_f2753f27dc4f,mild_turn_left,20,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_176a1c52988d,mild_turn_left,21,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_c9af8d8f7855,mild_turn_left,22,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_b7435edd4c72,mild_turn_left,23,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_fff96644b144,mild_turn_left,24,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_26102c35149a,mild_turn_left,25,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_c650ae64534b,mild_turn_left,26,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_510409bc8647,mild_turn_left,27,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_6c0473a447bd,mild_turn_left,28,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_62d0e3f0c382,mild_turn_left,29,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_63f290e6bb4b,mild_turn_left,30,120,2,10,14,0,survived,True
primvar_mild_turn_left_inflight_only_4e5fdb27d26b,mild_turn_left,31,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_8254e0401c83,mild_turn_right,0,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_f7c0de61292f,mild_turn_right,1,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_a579137f02b4,mild_turn_right,2,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_0a9fb43e66da,mild_turn_right,3,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_fb9d67378e48,mild_turn_right,4,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_8e546d61250e,mild_turn_right,5,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_3f7b2199074d,mild_turn_right,6,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_976e1f438c08,mild_turn_right,7,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_7b8ab8559434,mild_turn_right,8,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_5f21df8e726f,mild_turn_right,9,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_8330cc581313,mild_turn_right,10,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_3fe0f8dacd27,mild_turn_right,11,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_5b60a727ae28,mild_turn_right,12,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_0d8d936139cd,mild_turn_right,13,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_d1ee5e208809,mild_turn_right,14,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_16409c28fda2,mild_turn_right,15,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_5e752aa07f58,mild_turn_right,16,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_c14e81e6fdf4,mild_turn_right,17,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_d18861067e63,mild_turn_right,18,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_0f95a5a7315d,mild_turn_right,19,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_68325d87d789,mild_turn_right,20,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_7dd370702839,mild_turn_right,21,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_5077cd53b4b0,mild_turn_right,22,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_193cf306d0c3,mild_turn_right,23,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_d66a6b70e244,mild_turn_right,24,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_b7cfa7d30bc8,mild_turn_right,25,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_d681769ea913,mild_turn_right,26,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_5cb61f790a92,mild_turn_right,27,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_b723b6af9cc7,mild_turn_right,28,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_d857dee43684,mild_turn_right,29,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_35a0e5e71575,mild_turn_right,30,120,2,10,14,0,survived,True
primvar_mild_turn_right_inflight_only_d3c9a49f0218,mild_turn_right,31,120,2,10,14,0,survived,True
primvar_recovery_terminal_or_recovery_1ed3ec89cb21,recovery,0,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_80a8472a5354,recovery,1,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_cd197b0a7fab,recovery,2,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_0a200a230626,recovery,3,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_184e13a31b4c,recovery,4,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_192f39355ba6,recovery,5,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_8952a4a8e60b,recovery,6,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_4255f8f0431f,recovery,7,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_e311a9066642,recovery,8,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_2eed512345c7,recovery,9,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_df0c19aadcde,recovery,10,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_09b4f822eed4,recovery,11,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_26810e0f475a,recovery,12,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_f155800503d0,recovery,13,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_e480348f1d25,recovery,14,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_c059aa272d4c,recovery,15,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_4ef27e17335e,recovery,16,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_affbda1b7bf4,recovery,17,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_34b8c92bce23,recovery,18,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_a72f864286db,recovery,19,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_c4c0da570999,recovery,20,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_b3f22b212bcb,recovery,21,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_b2d41b86043a,recovery,22,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_a61c59e2f603,recovery,23,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_599c23e11ab4,recovery,24,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_1ec82eaa2052,recovery,25,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_348387465858,recovery,26,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_229d1079caa3,recovery,27,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_c79d20f9e97a,recovery,28,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_f3d68460dfa4,recovery,29,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_cd482263e774,recovery,30,40,2,10,8,0,survived,True
primvar_recovery_terminal_or_recovery_77559ee5184e,recovery,31,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_28450f5d5379,safe_exit_or_recovery_handoff,0,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_69e9740260ec,safe_exit_or_recovery_handoff,1,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_c46cc4628df4,safe_exit_or_recovery_handoff,2,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_5695be51e8f1,safe_exit_or_recovery_handoff,3,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_81aab9a2adb2,safe_exit_or_recovery_handoff,4,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_f7c5d4a4f278,safe_exit_or_recovery_handoff,5,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_bc56579cbb14,safe_exit_or_recovery_handoff,6,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_a5f6799bb7fb,safe_exit_or_recovery_handoff,7,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_b71cf90195f2,safe_exit_or_recovery_handoff,8,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_989a6a3ff343,safe_exit_or_recovery_handoff,9,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_c81cb2005fb8,safe_exit_or_recovery_handoff,10,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_027050569b0a,safe_exit_or_recovery_handoff,11,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_01c687b080bf,safe_exit_or_recovery_handoff,12,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_41b7f8750f22,safe_exit_or_recovery_handoff,13,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_78f539296518,safe_exit_or_recovery_handoff,14,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_4d814d27d198,safe_exit_or_recovery_handoff,15,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_a02232119522,safe_exit_or_recovery_handoff,16,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_ece064e15551,safe_exit_or_recovery_handoff,17,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_fa599394eb09,safe_exit_or_recovery_handoff,18,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_d69cc3ed8444,safe_exit_or_recovery_handoff,19,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_4f0329c2c4ec,safe_exit_or_recovery_handoff,20,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_3ba11e8a55f3,safe_exit_or_recovery_handoff,21,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_e022e07c9cbb,safe_exit_or_recovery_handoff,22,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_6544fd9d01a7,safe_exit_or_recovery_handoff,23,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_5a31c1c6283d,safe_exit_or_recovery_handoff,24,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_52d5de49b2b1,safe_exit_or_recovery_handoff,25,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_ee35f2299f48,safe_exit_or_recovery_handoff,26,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_091aa3c8c1c8,safe_exit_or_recovery_handoff,27,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_782fcda5afbd,safe_exit_or_recovery_handoff,28,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_30f927888dc1,safe_exit_or_recovery_handoff,29,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_0c35236a51ce,safe_exit_or_recovery_handoff,30,40,2,10,8,0,survived,True
primvar_safe_exit_or_recovery_handoff_terminal_or_recovery_c39f26b8e57d,safe_exit_or_recovery_handoff,31,40,2,10,8,0,survived,True
